ts_us,strategy,slug,asset,tf,action,side,price,size,notional,order_id,fill_simulated,inv_up,inv_dn,cash_spent,cash_received,cash_recovered,rebates,taker_fees,slug_pnl_so_far,slug_offset_s,trigger_reason,sleeve_id
1779371776285348,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,dn,0.42,20,8.40,ACC-M-00011321,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,58.901528,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371776387688,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,up,0.52,20,10.40,ACC-M-00011319,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,59.003868,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371776387688,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,up,0.56,20,11.20,ACC-M-00011322,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,59.003868,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371778747428,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,dn,0.42,20,8.40,ACC-M-00011321,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,61.363608,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371778853581,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,dn,0.39,20,7.80,ACC-M-00011323,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,61.469761,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371779057464,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,up,0.56,20,11.20,ACC-M-00011322,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,61.673644,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371779058161,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,up,0.61,20,12.20,ACC-M-00011324,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,61.674341,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371779160513,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,dn,0.39,20,7.80,ACC-M-00011323,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,61.776693,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371779160513,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,dn,0.36,20,7.20,ACC-M-00011325,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,61.776693,post_initial_bid,poly_acc_m_btc_5m_shadow
1779371779468175,ACC-M,btc-updown-5m-1779371700,BTC,5m,CANCEL,dn,0.36,20,7.20,ACC-M-00011325,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,62.084355,cancel_displaced_3c,poly_acc_m_btc_5m_shadow
1779371779468175,ACC-M,btc-updown-5m-1779371700,BTC,5m,POST_BID,dn,0.39,20,7.80,ACC-M-00011326,0,0.00,0.00,5.9364,0,5.77,0,0,-0.1664,62.084355,post_initial_bid,poly_acc_m_btc_5m_shadow
