sleeve,asset,tf,gate,n_base,wr_base,dpt_base,sum_pnl,wr_lift_pp,dpt_lift,n_gate,wr_gate,dpt_gate
momo_v2_anywhere,SOL,5m,g_queue_top_high,1583,0.39608338597599496,-9.68082274218138,-2917.7371466391505,-10.794779275565597,-6.803567916796872,177.0,0.288135593220339,-16.484390658978253
momo_v2_anywhere,SOL,5m,g_imb_change_with,1583,0.39608338597599496,-9.68082274218138,-196.51687174836675,11.87680991725199,7.7351111407124025,101.0,0.5148514851485149,-1.9457116014689777
momo_v2_anywhere,SOL,15m,NONE,739,0.435723951285521,-5.624408788614561,-4156.438094786161,0.0,0.0,,,
momo_v2_anywhere,SOL,15m,g_imb5_with,739,0.435723951285521,-5.624408788614561,-2211.8000654884663,-9.089636507862442,-0.24243488642115896,377.0,0.3448275862068966,-5.86684367503572
momo_v2_anywhere,SOL,15m,g_imb5_strong_with,739,0.435723951285521,-5.624408788614561,-1603.9659986891259,-17.544997868278127,-1.6996368675001685,219.0,0.2602739726027397,-7.32404565611473
momo_v2_anywhere,SOL,15m,g_microprice_with,739,0.435723951285521,-5.624408788614561,-1953.8355602987779,-5.54048023493508,0.4280376176071732,376.0,0.3803191489361702,-5.196371171007388
momo_v2_anywhere,SOL,15m,g_spread_wide_skew,739,0.435723951285521,-5.624408788614561,-563.444085030131,27.984491098992812,3.9374504502009953,334.0,0.7155688622754491,-1.6869583384135658
momo_v2_anywhere,SOL,15m,g_book_slope_steep_against,739,0.435723951285521,-5.624408788614561,-1081.6324397430276,14.24751008471804,0.49818869504570973,211.0,0.5781990521327014,-5.126220093568851
momo_v2_anywhere,SOL,15m,g_microprice_skew_with,739,0.435723951285521,-5.624408788614561,-1953.8355602987779,-5.54048023493508,0.4280376176071732,376.0,0.3803191489361702,-5.196371171007388
momo_v2_anywhere,SOL,15m,g_depth_high,739,0.435723951285521,-5.624408788614561,-1643.5247797532732,0.9773679046232553,-2.1648081770407623,211.0,0.44549763033175355,-7.789216965655323
momo_v2_anywhere,SOL,15m,g_queue_top_high,739,0.435723951285521,-5.624408788614561,-1495.9163738097438,-25.390576946733916,-13.803076585537957,77.0,0.18181818181818182,-19.427485374152518
