source,strategy_id,hypothesis,asset,tf,n_trades,win_rate,dpt_usd,sharpe,max_dd_usd,p_value,perm_p,boot_lo,gates_passed,n_gates_total,notes,n_gates_passed,rank_score
,N2-C_pos|BTC|h4h|z2.0,N2-C_pos,BTC,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|BTC|h8h|z2.0,N2-C_pos,BTC,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N5.1_corr_ETH_to_BTC,N5,BTC,,,,,,,,,,none,4,/nan,0,-1.0
,N2-C_pos|BTC|h24h|z1.5,N2-C_pos,BTC,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|SOL|h24h|z2.0,N2-C_pos,SOL,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N5.1_corr_BTC_to_SOL,N5,SOL,,,,,,,,,,none,4,/nan,0,-1.0
,N5.1_corr_ETH_to_BTC,N5,BTC,,,,,,,,,,none,4,/nan,0,-1.0
,N2-A|BTC|h4h|z1.5,N2-A,BTC,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|BTC|h4h|z2.0,N2-A,BTC,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|BTC|h8h|z1.5,N2-A,BTC,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|BTC|h8h|z2.0,N2-A,BTC,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|BTC|h72h|z2.0,N2-C_pos,BTC,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_neg|SOL|h72h|z2.0,N2-C_neg,SOL,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|BTC|h72h|z1.5,N2-C_pos,BTC,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|BTC|h24h|z2.0,N2-C_pos,BTC,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|SOL|h1h|z2.0,N2-C_pos,SOL,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-B|SOL|h24h|z2.0,N2-B,SOL,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-B|SOL|h72h|z2.0,N2-B,SOL,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_neg|SOL|h4h|z2.0,N2-C_neg,SOL,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-B|HYPE|h24h|z2.0|reg-trending_dn,N2-B,HYPE,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h24h|z2.0|reg-trending_dn,N2-A,HYPE,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|HYPE|h24h|z2.0|reg-trending_up,N2-A,HYPE,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h4h|z2.0,N2-A,ETH,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|BTC|h24h|z2.0|reg-trending_up,N2-A,BTC,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h1h|z2.0,N2-A,ETH,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|SOL|h1h|z2.0,N2-A,SOL,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-B|SOL|h1h|z2.0,N2-B,SOL,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,ETH_4h_sms_regime_trending_hold3,N_sms_port,ETH,4h,0.0,,,,0.0,,,,none,4,,0,-1.0
,N2-B|SOL|h8h|z2.0,N2-B,SOL,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-B|SOL|h4h|z2.0,N2-B,SOL,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h24h|z2.0|reg-ranging,N2-A,ETH,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h72h|z1.5,N2-A,ETH,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h24h|z1.5,N2-A,ETH,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h8h|z2.0,N2-A,ETH,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N5.1_corr_BTC_to_SOL,N5,SOL,,,,,,,,,,none,4,/nan,0,-1.0
,N2-A|SOL|h72h|z2.0,N2-A,SOL,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|SOL|h4h|z2.0,N2-A,SOL,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|SOL|h24h|z2.0,N2-A,SOL,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|SOL|h8h|z2.0,N2-A,SOL,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|SOL|h24h|z2.0|reg-ranging,N2-A,SOL,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-B|SOL|h24h|z2.0|reg-ranging,N2-B,SOL,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|SOL|h24h|z2.0|reg-trending_up,N2-A,SOL,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,BTC_4h_bos_AND_liq_hold5,N_sms_port,BTC,4h,0.0,,,,0.0,,,,none,4,,0,-1.0
,N5.4_wf_nan_to_ETH,N5,ETH,2.0,,,,,,,,,none,4,UP/0.2,0,-1.0
,N5.4_wf_nan_to_ETH,N5,ETH,3.0,,,,,,,,,none,4,UP/0.2,0,-1.0
,N2-B|ETH|h24h|z2.0|reg-trending_up,N2-B,ETH,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-B|SOL|h24h|z2.0|reg-trending_up,N2-B,SOL,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N5.6_xasset_nan_to_AVAXUSDT,N5,AVAXUSDT,,1.0,0.0,-6.743298969072169,,,,,,none,4,UP/1.0,0,-1.0
,N5.6_xasset_nan_to_AVAXUSDT,N5,AVAXUSDT,,1.0,0.0,-13.069447047797562,,,,,,none,4,UP/1.0,0,-1.0
,N5.4_wf_nan_to_ETH,N5,ETH,4.0,,,,,,,,,none,4,UP/0.2,0,-1.0
,N5.5_perm_nan_to_ETH,N5,ETH,,,,,,,,0.2,,none,4,UP/0.2,0,-1.0
,N5.4_wf_nan_to_ETH,N5,ETH,1.0,,,,,,,,,none,4,UP/0.2,0,-1.0
,N2-C_pos|ETH|h72h|z2.0,N2-C_pos,ETH,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|ETH|h24h|z2.0,N2-C_pos,ETH,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|ETH|h72h|z1.5,N2-C_pos,ETH,72h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h24h|z2.0,N2-A,ETH,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-B|ETH|h24h|z2.0|reg-trending_dn,N2-B,ETH,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h8h|z1.5,N2-A,ETH,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h4h|z1.5,N2-A,ETH,4h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h24h|z2.0|reg-trending_up,N2-A,ETH,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h24h|z2.0|reg-trending_dn,N2-A,ETH,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|ETH|h8h|z2.0,N2-C_pos,ETH,8h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-C_pos|ETH|h24h|z1.5,N2-C_pos,ETH,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-B|BTC|h24h|z2.0|reg-trending_dn,N2-B,BTC,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|BTC|h24h|z2.0|reg-ranging,N2-A,BTC,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-B|BTC|h24h|z2.0|reg-trending_up,N2-B,BTC,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|BTC|h24h|z2.0|reg-trending_dn,N2-A,BTC,24h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N2-A|ETH|h1h|z1.5,N2-A,ETH,1h_hold,0.0,,,,,,,,none,5,INSUFFICIENT,0,-1.0
,N5.4_wf_nan_to_ETH,N5,ETH,0.0,,,,,,,,,none,4,UP/0.2,0,-1.0
,N5.2_sweep_nan_to_ETH,N5,ETH,,1.0,0.0,-0.6011687852812473,,,,,,none,4,UP/1.0,0,-1.0
,SOL_1h_pure_sms_hold5,N_sms_port,SOL,1h,2644.0,0.4761724659606656,-0.4422313083239804,-1.426395604237297,-1230.0572373375194,0.0150428953690786,,-0.5939543300361034,G1,4,,1,-1.001395604237297
,SOL_4h_bos_pure_hold5,N_sms_port,SOL,4h,125.0,0.44,-0.8900172852444773,-1.3020410354340184,-183.4277132239296,0.2103272547960883,,-2.443432973736835,none,4,,0,-1.0020410354340183
,ETH_1h_pure_sms_hold5,N_sms_port,ETH,1h,2191.0,0.4920127795527156,-0.3875665401015538,-1.302300724955059,-886.2027413314356,0.4676201617910272,,-0.5602348909000582,none,4,,0,-1.002300724955059
,ETH_15m_bos_pure_hold5,N_sms_port,ETH,15m,2099.0,0.393044306812768,-0.2078310549628105,-1.442349737069141,-440.218510113693,9.62340857184932e-23,,-0.2882698251258993,G1,4,,1,-1.017349737069141
,N2-cross_to_neg|SOL|h72h|z2.0,N2-cross_to_neg,SOL,72h_hold,178.0,0.4943820224719101,-1.03155672267674,-1.3298959440228173,,0.9402799587020464,0.8631368631368631,-0.2303249678735551,none,5,OK,0,-1.0298959440228173
,N2-cross_to_pos|SOL|h4h|z2.0,N2-cross_to_pos,SOL,4h_hold,177.0,0.4406779661016949,-0.3162634641482543,-1.3491274024290485,,0.1325341922381059,0.8801198801198801,-0.2294029540198359,none,5,OK,0,-1.0491274024290485
,ETH_15m_markov_gate,N9_cyclops_N4_markov_sizing,ETH,15m,328.0,0.4268292682926829,-0.4263903006822672,-1.3574200324736587,-209.19610447331493,,,,n/a,0,lev=2.0,0,-1.0574200324736587
,ETH_15m_baseline_lev2,N9_cyclops_N4_markov_sizing,ETH,15m,328.0,0.4268292682926829,-0.4263903006822672,-1.3574200324736587,-209.19610447331493,,,,n/a,0,lev=2.0,0,-1.0574200324736587
,ETH_1h_choch_pure_hold5,N_sms_port,ETH,1h,308.0,0.4805194805194805,-0.3726224786796621,-1.3611161515294128,-124.10709378426525,0.5308694070775996,,-0.7903386703834688,none,4,,0,-1.0611161515294127
,ETH_15m_markov_sized,N9_cyclops_N4_markov_sizing,ETH,15m,328.0,0.4268292682926829,-0.4271049056723661,-1.3671075065738971,-210.14096015950216,,,,n/a,0,lev=1.902439024390244,0,-1.067107506573897
,ETH_1m_liq_long_500k_5m_continuation,N1,ETH,1m,8.0,0.375,-0.0764,-0.202,-9.8,0.72656,,,NONE,4,liq_long_>=$500k_5m_continuation,1,-1.077
,N2-C_neg|HYPE|h8h|z1.5,N2-C_neg,HYPE,8h_hold,116.0,0.4568965517241379,-0.5228780809844092,-1.3808301653304529,,0.4034696996553114,0.8321678321678322,-0.2713249359304591,none,5,OK,0,-1.0808301653304528
,ETH_4h_pure_sms_hold1,N_sms_port,ETH,4h,552.0,0.4945652173913043,-0.3622598123227098,-1.392411409643418,-225.71803879728745,0.8314959304077076,,-0.6463735103164352,none,4,,0,-1.0924114096434179
,ETH_1h_sms_ranging_hold3,N_sms_port,ETH,1h,1749.0,0.479702687249857,-0.3343732438386474,-1.421598863909557,-587.5339732796414,0.0941419867635104,,-0.4754422408223441,none,4,,0,-1.1215988639095569
,ETH_15m_pure_sms_signal_flip,N_sms_port,ETH,15m,1593.0,0.576271186440678,-0.5126936614427107,-1.5495467088794388,-843.6994888221648,1.2420651557080704e-09,,-0.7317525951627005,G1,4,,1,-1.1245467088794388
,SOL_15m_pure_sms_atr_trail,N_sms_port,SOL,15m,11587.0,0.4236644515405195,-0.3786226135726715,-1.569115781846386,-4471.672032632957,7.509497024664946e-61,,-0.4398147699408115,G1,4,,1,-1.1441157818463858
,N2-C_neg|ETH|h1h|z1.5,N2-C_neg,ETH,1h_hold,50.0,0.4,-0.1733760644021701,-1.445973401206745,,0.2026387510645406,0.7462537462537463,-0.4299560493460944,none,5,OK,0,-1.1459734012067448
,ETH_1h_sms_session_asia_hold3,N_sms_port,ETH,1h,706.0,0.4872521246458923,-0.2391382772675462,-1.4598593190666955,-177.24537660782346,0.5223295008619617,,-0.3987349084861409,none,4,,0,-1.1598593190666955
,SOL_5m_pure_sms_signal_flip,N_sms_port,SOL,5m,4985.0,0.560481444332999,-0.3298771921215567,-1.608556654129223,-1660.7823992098397,1.3818321691549642e-17,,-0.4078898065821706,G1,4,,1,-1.183556654129223
,N5.2_sweep_nan_to_SOL,N5,SOL,,26.0,0.3461538461538461,-0.4628758047400358,-1.1891121515715248,,0.7057241818375619,,,none,4,UP/0.3,0,-1.1891121515715248
,N2-cross_to_pos|HYPE|h8h|z2.0,N2-cross_to_pos,HYPE,8h_hold,151.0,0.4172185430463576,-0.5012480956231203,-1.506248515262891,,0.0504478547818796,0.8791208791208791,-0.259779549658649,none,5,OK,0,-1.206248515262891
,ETH_1h_sms_session_londNy_hold3,N_sms_port,ETH,1h,1549.0,0.4887023886378308,-0.3701194213583715,-1.518521030018828,-590.7802293289136,0.3876605469462139,,-0.5318565807336241,none,4,,0,-1.218521030018828
,N5.2_sweep_nan_to_ETH,N5,ETH,,6.0,0.5,-0.0704796894217128,-0.234416235704831,,0.9725455167389724,,,none,4,DOWN/0.5,0,-1.234416235704831
,N2-cross_to_pos|BTC|h4h|z2.0,N2-cross_to_pos,BTC,4h_hold,178.0,0.5,-0.2597642263680492,-1.5438649617744582,,1.0,0.8841158841158842,-0.2430329438879039,none,5,OK,0,-1.2438649617744582
,ETH_1h_pure_sms_hold3,N_sms_port,ETH,1h,2191.0,0.4833409402099498,-0.3541980170970895,-1.5466512560690524,-778.7630252655703,0.1239814851230542,,-0.4908771537070047,none,4,,0,-1.2466512560690524
,N2-C_neg|HYPE|h4h|z1.5,N2-C_neg,HYPE,4h_hold,116.0,0.4827586206896552,-0.4878258655800144,-1.576792016944195,,0.780739128476269,0.8481518481518482,-0.2849571467331701,none,5,OK,0,-1.2767920169441949
,SOL_1h_pure_sms_hold3,N_sms_port,SOL,1h,2644.0,0.4807110438729198,-0.4128129336343303,-1.7215334760741785,-1125.9222276868811,0.0494837964891355,,-0.5331407408711537,G1,4,,1,-1.2965334760741785
,BTC_1h_choch_pure_hold5,N_sms_port,BTC,1h,302.0,0.4536423841059602,-0.2673375638098142,-1.6174258969339783,-113.4937865423207,0.1201172330390615,,-0.5111634087240805,none,4,,0,-1.3174258969339783
,SOL_15m_bos_pure_hold5,N_sms_port,SOL,15m,2062.0,0.4214354995150339,-0.3172219519897985,-1.762032751973173,-680.6247063762637,1.0222827877178376e-12,,-0.4200780936049751,G1,4,,1,-1.337032751973173
,N5.2_sweep_nan_to_SOL,N5,SOL,,129.0,0.3720930232558139,-0.2493446055409375,-1.6576966862887843,,0.2378030934444746,,,none,4,DOWN/0.2,0,-1.3576966862887843
,SOL_15m_choch_pure_hold5,N_sms_port,SOL,15m,1274.0,0.4301412872841444,-0.278971219871313,-1.7855578538976509,-374.58502161667286,6.812195886264061e-07,,-0.3902677445149627,G1,4,,1,-1.3605578538976508
,ETH_15m_pure_sms_hold10,N_sms_port,ETH,15m,10239.0,0.4446723312823518,-0.3719156509388607,-1.8521595160346984,-3893.165225452074,4.148950393070047e-29,,-0.4242089568895492,G1,4,,1,-1.4271595160346984
,SOL_15m_pure_sms_hold5,N_sms_port,SOL,15m,11587.0,0.4425649434711314,-0.310386872096727,-1.869377443965629,-3645.7715615302486,3.835920008840877e-35,,-0.3509380072904287,G1,4,,1,-1.444377443965629
,ETH_4h_bos_pure_hold5,N_sms_port,ETH,4h,127.0,0.4015748031496063,-1.031841593181707,-1.8762875185944736,-130.82873447064765,0.0327895616930335,,-2.234373756152136,G1,4,,1,-1.4512875185944736
,N5.2_sweep_nan_to_SOL,N5,SOL,,26.0,0.3076923076923077,-0.1772271920464533,-1.4571717530519002,,0.6438000154380954,,,none,4,DOWN/0.3,0,-1.4571717530519002
,ETH_5m_pure_sms_signal_flip,N_sms_port,ETH,5m,5041.0,0.5437413211664353,-0.3494663407036427,-1.8869574062106065,-1774.8263783872394,5.60963576944366e-10,,-0.4146969700507762,G1,4,,1,-1.4619574062106064
,SOL_1h_sms_ranging_hold3,N_sms_port,SOL,1h,2151.0,0.4872152487215249,-0.424326761205069,-1.763806273883422,-922.2145452224136,0.2442865647231644,,-0.5653723540958139,none,4,,0,-1.4638062738834219
,N2-C_neg|ETH|h4h|z1.5,N2-C_neg,ETH,4h_hold,50.0,0.42,-0.45199229366815,-1.772003845287728,,0.3222363203575469,0.7662337662337663,-0.4222297952421704,none,5,OK,0,-1.472003845287728
,BTC_1h_sms_ranging_hold3,N_sms_port,BTC,1h,2139.0,0.4553529686769518,-0.2730826650119141,-1.9053707922328509,-592.8115833265128,3.944332236534581e-05,,-0.3572355367287327,G1,4,,1,-1.4803707922328508
,N5.2_sweep_nan_to_SOL,N5,SOL,,129.0,0.4031007751937984,-0.3971933926474832,-1.796658795634769,,0.2009507961140444,,,none,4,DOWN/0.2,0,-1.496658795634769
,BTC_15m_pure_sms_signal_flip,N_sms_port,BTC,15m,1763.0,0.5309132161089053,-0.3628405441448139,-1.93658047814404,-650.8057474069154,0.0100867413329961,,-0.4787792788825891,G1,4,,1,-1.51158047814404
,BTC_1h_sms_session_londNy_hold3,N_sms_port,BTC,1h,1868.0,0.4582441113490364,-0.2936662886940899,-1.9433921501837752,-574.2587063295274,0.0003330011632026,,-0.3804792300057957,G1,4,,1,-1.5183921501837752
,ETH_15m_pure_sms_atr_trail,N_sms_port,ETH,15m,10239.0,0.4220138685418498,-0.4001457569261759,-1.9436420478299772,-4161.339925080579,2.8867948046579077e-56,,-0.4551426924507536,G1,4,,1,-1.5186420478299771
,BTC_1m_liq_long_500k_15m_reversion,N1,BTC,1m,5.0,0.6,-0.18,-0.663,-8.02,1.0,,,NONE,4,liq_long_>=$500k_15m_reversion,1,-1.538
,SOL_1h_sms_session_londNy_hold3,N_sms_port,SOL,1h,1821.0,0.4733662822624931,-0.4836937675329578,-1.9764234245808727,-922.9411898433444,0.0244441719481643,,-0.6364389649004213,G1,4,,1,-1.5514234245808727
,BTC_1h_bos_pure_hold5,N_sms_port,BTC,1h,495.0,0.4161616161616162,-0.3476913470154232,-2.043579622358412,-191.8923970424128,0.0002211779925296,,-0.534323768820004,G1,4,,1,-1.6185796223584121
,N5.6_xasset_nan_to_DOGEUSDT,N5,DOGEUSDT,,29.0,0.5172413793103449,-0.1504467361198977,-1.621089651704442,,0.5867291590941119,,,none,4,UP/0.5,0,-1.621089651704442
,SOL_1h_sms_markov_sized_hold3,N_sms_port,SOL,1h,224.0,0.4196428571428571,-0.5760845194289638,-2.0539881266880267,-158.93043785145775,0.0191573388633901,,-1.0592701622605991,G1,4,,1,-1.6289881266880266
,N2-B|HYPE|h4h|z2.0,N2-B,HYPE,4h_hold,90.0,0.4,-0.5809792848243117,-1.9294140520364005,,0.0725495321924617,0.8601398601398601,-0.3471958646830639,none,5,OK,0,-1.6294140520364004
,SOL_15m_sms_session_londNy_hold3,N_sms_port,SOL,15m,7368.0,0.4275244299674267,-0.2815504335438792,-2.061255054389246,-2102.56698759269,1.3591215270733422e-35,,-0.3223519277316348,G1,4,,1,-1.636255054389246
,BTC_1h_sms_markov_sized_hold3,N_sms_port,BTC,1h,284.0,0.3943661971830985,-0.4333559105985069,-2.0652023594664923,-141.12629288111663,0.0004434889642678,,-0.7681759851950068,G1,4,,1,-1.6402023594664923
,BTC_1h_pure_sms_hold3,N_sms_port,BTC,1h,2638.0,0.4529946929492039,-0.2961847681796121,-2.1040482383705945,-799.1266733893499,1.4910978363283684e-06,,-0.3693093502295978,G1,4,,1,-1.6790482383705945
,N2-cross_to_pos|BTC|h1h|z2.0,N2-cross_to_pos,BTC,1h_hold,177.0,0.4576271186440678,-0.1966568281765416,-2.025501542937317,,0.29263710818803,0.962037962037962,-0.2774268019097154,none,5,OK,0,-1.725501542937317
,N2-C_neg|HYPE|h8h|z2.0,N2-C_neg,HYPE,8h_hold,90.0,0.4666666666666667,-0.7851611845735104,-2.0859436332342707,,0.5984117182335189,0.8941058941058941,-0.33910627128667,none,5,OK,0,-1.7859436332342706
,N5.2_sweep_nan_to_ETH,N5,ETH,,24.0,0.3333333333333333,-0.2987447922501215,-1.802911454652573,,0.58331728529634,,,none,4,DOWN/0.3,0,-1.802911454652573
,ETH_1h_pure_sms_hold1,N_sms_port,ETH,1h,2191.0,0.4281150159744409,-0.3029230702897046,-2.259006527301503,-664.7241099460331,1.8228863935845427e-11,,-0.3794888618774019,G1,4,,1,-1.8340065273015032
,N2-B|HYPE|h1h|z2.0,N2-B,HYPE,1h_hold,90.0,0.3777777777777777,-0.4275090199181873,-2.238495314632979,,0.0263016651311222,0.8981018981018981,-0.3728730116541775,G1,5,OK,1,-1.838495314632979
,ETH_15m_choch_pure_hold5,N_sms_port,ETH,15m,1195.0,0.405020920502092,-0.3355716342589102,-2.276556788644817,-404.1009229354013,5.491108845309858e-11,,-0.4488389112663666,G1,4,,1,-1.8515567886448168
,SOL_5m_pure_sms_atr_trail,N_sms_port,SOL,5m,41173.0,0.4111918004517523,-0.3092404202621059,-2.292914473471001,-12810.352623250565,7.350761372462411e-286,,-0.3264663591964729,G1,4,,1,-1.8679144734710011
,SOL_5m_pure_sms_hold10,N_sms_port,SOL,5m,41173.0,0.4242829038447526,-0.297243248927968,-2.311878863061335,-12364.666055177708,4.577808066944839e-208,,-0.3139578254781063,G1,4,,1,-1.886878863061335
,BTC_15m_markov_sized,N9_cyclops_N4_markov_sizing,BTC,15m,238.0,0.3907563025210084,-0.3856340517147142,-2.1937678806022505,-97.55570366797008,,,,n/a,0,lev=1.861344537815126,0,-1.8937678806022504
,SOL_15m_15m_liq_AND_1h_liq,N_sms_port,SOL,15m,5348.0,0.4407255048616305,-0.4141326300777423,-2.3226591521010875,-2246.1334188596165,4.48207871698371e-18,,-0.4800955694730205,G1,4,,1,-1.8976591521010875
,SOL_15m_pure_sms_hold3,N_sms_port,SOL,15m,11587.0,0.423405540692155,-0.2983979555118242,-2.330704581881958,-3478.210098285258,2.9698156734654158e-61,,-0.3294516689612619,G1,4,,1,-1.905704581881958
,BTC_4h_choch_pure_hold5,N_sms_port,BTC,4h,71.0,0.5211267605633803,-0.7607791431920213,-2.214607913635956,-60.81337851504956,0.8125886494061619,,-1.855929587631761,none,4,,0,-1.9146079136359562
,N5.6_xasset_nan_to_LINKUSDT,N5,LINKUSDT,,38.0,0.4210526315789473,-0.3084726938740282,-1.937848340397066,,0.456506509731307,,,none,4,UP/0.5,0,-1.937848340397066
,BTC_1h_sms_session_asia_hold3,N_sms_port,BTC,1h,841.0,0.441141498216409,-0.2498968914189647,-2.3682418668288845,-211.8637687046965,0.0007174655560988,,-0.3484438565077736,G1,4,,1,-1.9432418668288844
,SOL_1h_pure_sms_hold1,N_sms_port,SOL,1h,2644.0,0.43910741301059,-0.3550937566008209,-2.369573875276888,-942.2407042824732,4.0982844953215806e-10,,-0.4320017053509618,G1,4,,1,-1.9445738752768877
,N2-cross_to_pos|HYPE|h24h|z2.0,N2-cross_to_pos,HYPE,24h_hold,151.0,0.4701986754966887,-1.4432588820793542,-2.278390503576293,,0.5151625027710787,0.958041958041958,-0.2917325494202338,none,5,OK,0,-1.978390503576293
,BTC_15m_markov_gate,N9_cyclops_N4_markov_sizing,BTC,15m,238.0,0.3907563025210084,-0.428817339153169,-2.298169576018825,-123.93536444036796,,,,n/a,0,lev=2.0,0,-1.9981695760188252
,BTC_15m_baseline_lev2,N9_cyclops_N4_markov_sizing,BTC,15m,238.0,0.3907563025210084,-0.428817339153169,-2.298169576018825,-123.93536444036796,,,,n/a,0,lev=2.0,0,-1.9981695760188252
,SOL_15m_sms_ranging_hold3,N_sms_port,SOL,15m,9405.0,0.4197767145135566,-0.3096760273050362,-2.426665502032342,-2925.0842877780974,9.471742108348039e-55,,-0.343946039915897,G1,4,,1,-2.0016655020323424
,N2-C_neg|BTC|h24h|z2.0,N2-C_neg,BTC,24h_hold,38.0,0.4736842105263157,-0.8180863946895058,-2.0081888041539027,,0.8714146793645341,0.7772227772227772,-0.4490134852063401,none,5,OK,0,-2.0081888041539027
,N2-B|ETH|h8h|z2.0,N2-B,ETH,8h_hold,36.0,0.3888888888888889,-0.6065212502733089,-2.115168096567353,,0.2429849540349096,0.7932067932067932,-0.4914354479193639,G3,5,OK,1,-2.015168096567353
,BTC_15m_pure_sms_hold10,N_sms_port,BTC,15m,13706.0,0.4039836567926455,-0.3071879670107909,-2.448174822128725,-4247.724104506561,1.571879944905812e-112,,-0.3344949558555232,G1,4,,1,-2.023174822128725
,N2-cross_to_pos|HYPE|h4h|z2.0,N2-cross_to_pos,HYPE,4h_hold,150.0,0.4733333333333333,-0.5882407116185298,-2.334626359177711,,0.5677754876753279,0.965034965034965,-0.3111997611484649,none,5,OK,0,-2.0346263591777114
,BTC_15m_bos_AND_liq_hold5,N_sms_port,BTC,15m,34.0,0.3823529411764705,-0.1932775102766267,-2.056130961620249,-9.575443861976604,0.2294810130260884,,-0.635989403706566,none,4,,0,-2.056130961620249
,N2-C_neg|BTC|h1h|z2.0,N2-C_neg,BTC,1h_hold,38.0,0.5,-0.1870712911835151,-2.101251083336564,,1.0,0.7822177822177823,-0.4115783918756127,none,5,OK,0,-2.101251083336564
,N2-cross_to_neg|SOL|h4h|z2.0,N2-cross_to_neg,SOL,4h_hold,177.0,0.4293785310734463,-0.6172109026669628,-2.4151766362452443,,0.0709382145609443,0.974025974025974,-0.3054234648024089,none,5,OK,0,-2.1151766362452444
,ETH_15m_pure_sms_hold5,N_sms_port,ETH,15m,10239.0,0.4218185369665006,-0.3601255658121764,-2.5443152026300715,-3721.276385718268,1.534553663885307e-56,,-0.3979639239547605,G1,4,,1,-2.1193152026300717
,N2-cross_to_pos|BTC|h8h|z2.0,N2-cross_to_pos,BTC,8h_hold,178.0,0.449438202247191,-0.610477924107425,-2.431195743790344,,0.2024604323635347,0.978021978021978,-0.2859955399551733,none,5,OK,0,-2.1311957437903444
,BTC_15m_pure_sms_atr_trail,N_sms_port,BTC,15m,13706.0,0.4053699109878885,-0.3210823491490984,-2.559606350148706,-4418.778770930321,2.4361908433543063e-109,,-0.35055619476577,G1,4,,1,-2.1346063501487063
