size,sleeves,avg_pair_corr,sharpe,cagr,max_dd,calmar,min_year_return,max_year_return,per_year_positive,per_year_total
2,STF_LINK_4h + REGSW_ETH_4h,0.18,0.611,0.119,-0.2355,0.506,0.0135,0.2583,6,6
2,TTM_BTC_4h + TTM_SOL_4h,0.19,0.14,0.0062,-0.3733,0.017,-0.2233,0.1773,3,6
2,TTM_BTC_4h + TTM_AVAX_4h,0.151,-0.077,-0.0389,-0.385,-0.101,-0.2066,0.3103,2,6
2,TTM_BTC_4h + TTM_DOGE_4h,0.2,-0.191,-0.0689,-0.4887,-0.141,-0.2176,0.0775,1,6
2,TTM_BTC_4h + VWZ_ETH_4h,-0.003,-0.76,-0.121,-0.5509,-0.22,-0.2586,-0.004,0,6
2,TTM_BTC_4h + VWZ_DOGE_4h,0.016,-0.604,-0.0967,-0.478,-0.202,-0.1788,0.0069,1,6
2,TTM_BTC_4h + VWZ_INJ_4h,0.021,-0.417,-0.0719,-0.3956,-0.182,-0.2004,0.0455,3,6
2,TTM_BTC_4h + BB_BTC_4h,0.494,-0.217,-0.0944,-0.5511,-0.171,-0.2876,0.3736,2,6
2,TTM_BTC_4h + BB_ETH_4h,0.314,0.038,-0.024,-0.4162,-0.058,-0.2792,0.1138,4,6
2,TTM_BTC_4h + BB_SOL_4h,0.205,0.639,0.1414,-0.4233,0.334,-0.045,0.3138,5,6
2,TTM_BTC_4h + BB_DOGE_4h,0.241,-0.005,-0.0341,-0.5166,-0.066,-0.1765,0.1438,2,6
2,TTM_BTC_4h + HTFD_DOGE_4h,0.23,0.421,0.0793,-0.384,0.207,-0.1298,0.2877,4,6
2,TTM_BTC_4h + HTFD_SOL_4h,0.218,0.642,0.1448,-0.3629,0.399,-0.018,0.5256,5,6
2,TTM_BTC_4h + LATBB_ETH_4h,-0.011,-0.221,-0.0482,-0.3423,-0.141,-0.1661,0.0867,1,6
2,TTM_BTC_4h + LATBB_SOL_4h,0.041,-0.138,-0.0356,-0.3935,-0.09,-0.1792,0.1673,2,6
2,TTM_BTC_4h + LATBB_BTC_4h,0.061,-0.42,-0.0834,-0.4482,-0.186,-0.1473,-0.0064,0,6
2,TTM_BTC_4h + REGSW_BTC_4h,0.319,-0.118,-0.057,-0.4597,-0.124,-0.2374,0.1312,3,6
2,TTM_BTC_4h + REGSW_ETH_4h,0.208,0.089,-0.0072,-0.3207,-0.022,-0.1178,0.176,3,6
2,TTM_SOL_4h + TTM_AVAX_4h,0.219,0.713,0.143,-0.3087,0.463,-0.059,0.587,5,6
2,TTM_SOL_4h + TTM_DOGE_4h,0.155,0.599,0.117,-0.232,0.504,-0.0575,0.2552,5,6
2,TTM_SOL_4h + VWZ_ETH_4h,-0.019,0.412,0.0543,-0.2901,0.187,-0.1854,0.2811,4,6
2,TTM_SOL_4h + VWZ_DOGE_4h,-0.039,0.591,0.0828,-0.2126,0.39,-0.1056,0.2269,4,6
2,TTM_SOL_4h + VWZ_INJ_4h,0.001,0.728,0.1079,-0.2175,0.496,-0.1272,0.2646,4,6
2,TTM_SOL_4h + BB_BTC_4h,0.206,0.44,0.0818,-0.3114,0.263,-0.1819,0.6509,4,6
2,TTM_SOL_4h + BB_ETH_4h,0.191,0.679,0.147,-0.259,0.568,-0.206,0.4377,4,6
2,TTM_SOL_4h + BB_SOL_4h,0.399,1.181,0.33,-0.2708,1.219,0.0475,0.4609,6,6
2,TTM_SOL_4h + BB_DOGE_4h,0.187,0.669,0.1457,-0.2813,0.518,-0.1052,0.3859,5,6
2,TTM_SOL_4h + HTFD_DOGE_4h,0.185,1.041,0.2606,-0.2772,0.94,0.0586,0.6745,6,6
2,TTM_SOL_4h + HTFD_SOL_4h,0.396,1.129,0.3162,-0.2753,1.149,-0.0345,0.8031,5,6
2,TTM_SOL_4h + LATBB_ETH_4h,0.008,0.836,0.137,-0.2139,0.641,0.0228,0.2576,6,6
2,TTM_SOL_4h + LATBB_SOL_4h,0.066,0.867,0.1431,-0.2568,0.557,-0.1059,0.4447,5,6
2,TTM_SOL_4h + LATBB_BTC_4h,-0.008,0.637,0.0994,-0.1808,0.55,-0.023,0.2395,5,6
2,TTM_SOL_4h + REGSW_BTC_4h,0.123,0.641,0.1268,-0.2999,0.423,-0.0136,0.4085,5,6
2,TTM_SOL_4h + REGSW_ETH_4h,0.15,0.8,0.1716,-0.2903,0.591,-0.0433,0.453,5,6
2,TTM_AVAX_4h + TTM_DOGE_4h,0.136,0.422,0.0718,-0.2138,0.336,-0.094,0.2418,4,6
2,TTM_AVAX_4h + VWZ_ETH_4h,-0.009,0.167,0.014,-0.2959,0.047,-0.0943,0.3249,2,6
2,TTM_AVAX_4h + VWZ_DOGE_4h,-0.03,0.334,0.0388,-0.2083,0.186,-0.1222,0.3158,3,6
2,TTM_AVAX_4h + VWZ_INJ_4h,0.01,0.502,0.0657,-0.1953,0.336,-0.0845,0.3198,3,6
2,TTM_AVAX_4h + BB_BTC_4h,0.171,0.232,0.0273,-0.3597,0.076,-0.2499,0.7825,1,6
2,TTM_AVAX_4h + BB_ETH_4h,0.195,0.572,0.1166,-0.2548,0.458,-0.1148,0.4354,4,6
2,TTM_AVAX_4h + BB_SOL_4h,0.247,1.06,0.2705,-0.2388,1.133,-0.0984,0.5134,5,6
2,TTM_AVAX_4h + BB_DOGE_4h,0.183,0.531,0.1063,-0.2665,0.399,-0.0877,0.3082,5,6
2,TTM_AVAX_4h + HTFD_DOGE_4h,0.194,0.921,0.223,-0.2436,0.916,-0.0876,0.3251,5,6
2,TTM_AVAX_4h + HTFD_SOL_4h,0.223,1.047,0.2684,-0.2098,1.279,-0.0181,0.9344,5,6
2,TTM_AVAX_4h + LATBB_ETH_4h,-0.0,0.573,0.082,-0.1966,0.417,-0.1284,0.3902,3,6
2,TTM_AVAX_4h + LATBB_SOL_4h,-0.008,0.627,0.0899,-0.2803,0.321,-0.1015,0.577,2,6
2,TTM_AVAX_4h + LATBB_BTC_4h,-0.045,0.385,0.0501,-0.2168,0.231,-0.1096,0.2771,3,6
2,TTM_AVAX_4h + REGSW_BTC_4h,0.081,0.409,0.0674,-0.2633,0.256,-0.1997,0.5408,3,6
2,TTM_AVAX_4h + REGSW_ETH_4h,0.148,0.618,0.1213,-0.2064,0.588,-0.0739,0.5852,4,6
2,TTM_DOGE_4h + VWZ_ETH_4h,-0.003,-0.042,-0.0203,-0.3113,-0.065,-0.2031,0.1154,4,6
2,TTM_DOGE_4h + VWZ_DOGE_4h,0.013,0.072,-0.0013,-0.3137,-0.004,-0.2122,0.1952,3,6
2,TTM_DOGE_4h + VWZ_INJ_4h,0.02,0.231,0.0245,-0.3063,0.08,-0.2082,0.1991,3,6
2,TTM_DOGE_4h + BB_BTC_4h,0.204,0.209,0.0207,-0.4307,0.048,-0.1749,0.2553,4,6
2,TTM_DOGE_4h + BB_ETH_4h,0.226,0.436,0.0828,-0.3723,0.222,-0.0918,0.2675,5,6
2,TTM_DOGE_4h + BB_SOL_4h,0.14,0.927,0.2273,-0.4189,0.543,-0.0618,0.6879,4,6
2,TTM_DOGE_4h + BB_DOGE_4h,0.481,0.285,0.0417,-0.4475,0.093,-0.2936,0.5179,3,6
2,TTM_DOGE_4h + HTFD_DOGE_4h,0.429,0.655,0.1581,-0.3812,0.415,-0.247,0.5104,4,6
2,TTM_DOGE_4h + HTFD_SOL_4h,0.149,0.978,0.2494,-0.372,0.67,0.0134,0.4764,6,6
2,TTM_DOGE_4h + LATBB_ETH_4h,0.071,0.343,0.0466,-0.2567,0.181,-0.137,0.3236,3,6
2,TTM_DOGE_4h + LATBB_SOL_4h,-0.008,0.498,0.0733,-0.221,0.332,-0.0402,0.1949,5,6
2,TTM_DOGE_4h + LATBB_BTC_4h,0.019,0.102,0.0024,-0.3253,0.007,-0.2505,0.3543,3,6
2,TTM_DOGE_4h + REGSW_BTC_4h,0.161,0.302,0.0445,-0.3666,0.121,-0.1247,0.3108,4,6
2,TTM_DOGE_4h + REGSW_ETH_4h,0.19,0.512,0.1001,-0.27,0.371,0.0365,0.2575,6,6
2,VWZ_ETH_4h + VWZ_DOGE_4h,0.092,-0.651,-0.0471,-0.2295,-0.205,-0.1409,0.0104,2,6
2,VWZ_ETH_4h + VWZ_INJ_4h,0.114,-0.263,-0.0228,-0.1691,-0.135,-0.1625,0.0865,3,6
2,VWZ_ETH_4h + BB_BTC_4h,-0.04,-0.118,-0.0387,-0.3889,-0.099,-0.1717,0.3882,2,6
2,VWZ_ETH_4h + BB_ETH_4h,-0.057,0.22,0.0239,-0.2449,0.098,-0.2412,0.1895,5,6
2,VWZ_ETH_4h + BB_SOL_4h,-0.014,0.955,0.1891,-0.2408,0.785,-0.0627,0.3518,5,6
2,VWZ_ETH_4h + BB_DOGE_4h,-0.022,0.159,0.0124,-0.3245,0.038,-0.1619,0.1818,3,6
2,VWZ_ETH_4h + HTFD_DOGE_4h,-0.01,0.685,0.1228,-0.2463,0.499,-0.1152,0.4263,4,6
2,VWZ_ETH_4h + HTFD_SOL_4h,-0.02,0.959,0.1944,-0.2315,0.839,0.0175,0.5402,6,6
2,VWZ_ETH_4h + LATBB_ETH_4h,-0.07,0.072,0.0023,-0.1462,0.016,-0.0323,0.1283,1,6
2,VWZ_ETH_4h + LATBB_SOL_4h,0.024,0.195,0.0141,-0.2856,0.049,-0.1412,0.1819,3,6
2,VWZ_ETH_4h + LATBB_BTC_4h,0.01,-0.302,-0.0348,-0.2087,-0.167,-0.1186,0.0352,2,6
2,VWZ_ETH_4h + REGSW_BTC_4h,0.029,0.062,-0.0039,-0.2408,-0.016,-0.0988,0.1458,2,6
2,VWZ_ETH_4h + REGSW_ETH_4h,-0.03,0.331,0.0437,-0.201,0.217,-0.0785,0.1906,4,6
2,VWZ_DOGE_4h + VWZ_INJ_4h,0.162,0.032,-0.0002,-0.1289,-0.001,-0.0852,0.1806,2,6
2,VWZ_DOGE_4h + BB_BTC_4h,-0.033,0.008,-0.0152,-0.421,-0.036,-0.2032,0.3791,3,6
2,VWZ_DOGE_4h + BB_ETH_4h,-0.024,0.357,0.0502,-0.211,0.238,-0.1614,0.249,5,6
2,VWZ_DOGE_4h + BB_SOL_4h,-0.034,1.069,0.2113,-0.271,0.78,-0.0519,0.4316,5,6
2,VWZ_DOGE_4h + BB_DOGE_4h,-0.061,0.265,0.0324,-0.3117,0.104,-0.171,0.2616,3,6
2,VWZ_DOGE_4h + HTFD_DOGE_4h,-0.072,0.814,0.1465,-0.2422,0.605,-0.1243,0.3722,4,6
2,VWZ_DOGE_4h + HTFD_SOL_4h,-0.035,1.081,0.2197,-0.2584,0.85,0.0232,0.5311,6,6
2,VWZ_DOGE_4h + LATBB_ETH_4h,0.079,0.297,0.0245,-0.1787,0.137,-0.0817,0.1277,3,6
2,VWZ_DOGE_4h + LATBB_SOL_4h,0.016,0.496,0.0414,-0.1701,0.243,-0.0614,0.1727,3,6
2,VWZ_DOGE_4h + LATBB_BTC_4h,0.016,-0.102,-0.0138,-0.2342,-0.059,-0.1277,0.098,3,6
2,VWZ_DOGE_4h + REGSW_BTC_4h,0.015,0.19,0.018,-0.2914,0.062,-0.1529,0.1367,4,6
2,VWZ_DOGE_4h + REGSW_ETH_4h,0.014,0.476,0.0699,-0.2051,0.341,0.0012,0.1814,6,6
2,VWZ_INJ_4h + BB_BTC_4h,-0.061,0.16,0.0127,-0.351,0.036,-0.1655,0.3831,3,6
2,VWZ_INJ_4h + BB_ETH_4h,-0.059,0.473,0.0727,-0.2074,0.35,-0.183,0.3311,5,6
2,VWZ_INJ_4h + BB_SOL_4h,-0.047,1.181,0.2379,-0.28,0.85,-0.0579,0.41,5,6
2,VWZ_INJ_4h + BB_DOGE_4h,-0.038,0.399,0.0584,-0.2786,0.209,-0.167,0.24,3,6
2,VWZ_INJ_4h + HTFD_DOGE_4h,-0.031,0.917,0.171,-0.241,0.71,-0.1203,0.4099,4,6
2,VWZ_INJ_4h + HTFD_SOL_4h,-0.036,1.192,0.2476,-0.2656,0.932,0.0223,0.5351,6,6
2,VWZ_INJ_4h + LATBB_ETH_4h,0.022,0.545,0.0504,-0.1413,0.357,-0.044,0.1721,3,6
2,VWZ_INJ_4h + LATBB_SOL_4h,0.021,0.739,0.0671,-0.1793,0.374,-0.083,0.2116,4,6
2,VWZ_INJ_4h + LATBB_BTC_4h,0.038,0.168,0.0117,-0.1675,0.07,-0.1237,0.1455,3,6
2,VWZ_INJ_4h + REGSW_BTC_4h,0.007,0.348,0.0451,-0.2548,0.177,-0.1152,0.1407,4,6
2,VWZ_INJ_4h + REGSW_ETH_4h,-0.026,0.62,0.0967,-0.1704,0.568,-0.0204,0.1855,5,6
2,BB_BTC_4h + BB_ETH_4h,0.484,0.34,0.0589,-0.4315,0.136,-0.1923,0.4989,4,6
2,BB_BTC_4h + BB_SOL_4h,0.32,0.853,0.2287,-0.3102,0.737,-0.0137,0.5771,5,6
2,BB_BTC_4h + BB_DOGE_4h,0.314,0.327,0.0543,-0.4395,0.124,-0.1815,0.2964,3,6
2,BB_BTC_4h + HTFD_DOGE_4h,0.327,0.708,0.1806,-0.2787,0.648,-0.0028,0.343,5,6
2,BB_BTC_4h + HTFD_SOL_4h,0.35,0.786,0.2092,-0.2298,0.911,-0.1109,0.999,5,6
2,BB_BTC_4h + LATBB_ETH_4h,0.043,0.26,0.0325,-0.3755,0.086,-0.2094,0.4536,3,6
2,BB_BTC_4h + LATBB_SOL_4h,0.07,0.301,0.0408,-0.2618,0.156,-0.1247,0.6409,3,6
2,BB_BTC_4h + LATBB_BTC_4h,0.088,0.105,0.0005,-0.4174,0.001,-0.1906,0.3403,2,6
2,BB_BTC_4h + REGSW_BTC_4h,0.51,0.186,0.0122,-0.5159,0.024,-0.2807,0.6045,3,6
2,BB_BTC_4h + REGSW_ETH_4h,0.36,0.374,0.0675,-0.349,0.194,-0.1166,0.649,2,6
2,BB_ETH_4h + BB_SOL_4h,0.351,1.041,0.2976,-0.3112,0.956,-0.0103,0.3694,5,6
2,BB_ETH_4h + BB_DOGE_4h,0.298,0.52,0.1139,-0.2937,0.388,-0.0507,0.2953,4,6
2,BB_ETH_4h + HTFD_DOGE_4h,0.336,0.843,0.2258,-0.27,0.836,-0.0041,0.5829,5,6
2,BB_ETH_4h + HTFD_SOL_4h,0.372,1.014,0.2941,-0.2399,1.226,0.024,0.6508,6,6
2,BB_ETH_4h + LATBB_ETH_4h,0.049,0.601,0.1056,-0.2094,0.504,-0.033,0.2132,5,6
2,BB_ETH_4h + LATBB_SOL_4h,0.063,0.65,0.1155,-0.1982,0.583,-0.1618,0.2929,5,6
2,BB_ETH_4h + LATBB_BTC_4h,0.024,0.423,0.0672,-0.2292,0.293,-0.0179,0.2138,3,6
2,BB_ETH_4h + REGSW_BTC_4h,0.327,0.483,0.0988,-0.2721,0.363,-0.0458,0.2568,5,6
2,BB_ETH_4h + REGSW_ETH_4h,0.496,0.614,0.1457,-0.2678,0.544,-0.0991,0.3014,5,6
2,BB_SOL_4h + BB_DOGE_4h,0.27,0.949,0.2587,-0.3692,0.701,-0.0931,0.7542,5,6
2,BB_SOL_4h + HTFD_DOGE_4h,0.28,1.244,0.3718,-0.4138,0.899,-0.093,0.7467,5,6
2,BB_SOL_4h + HTFD_SOL_4h,0.85,1.252,0.4542,-0.4057,1.12,-0.0236,0.7292,5,6
2,BB_SOL_4h + LATBB_ETH_4h,0.011,1.186,0.2538,-0.2116,1.199,-0.0683,0.56,5,6
2,BB_SOL_4h + LATBB_SOL_4h,0.056,1.255,0.2734,-0.2396,1.141,-0.0823,0.4727,5,6
2,BB_SOL_4h + LATBB_BTC_4h,0.002,1.023,0.2125,-0.3258,0.652,-0.1114,0.5907,5,6
2,BB_SOL_4h + REGSW_BTC_4h,0.217,0.974,0.25,-0.3198,0.781,-0.0564,0.5472,5,6
2,BB_SOL_4h + REGSW_ETH_4h,0.271,1.117,0.3061,-0.2647,1.157,0.0158,0.4939,6,6
2,BB_DOGE_4h + HTFD_DOGE_4h,0.803,0.669,0.1871,-0.4292,0.436,-0.2059,0.5767,4,6
2,BB_DOGE_4h + HTFD_SOL_4h,0.271,0.984,0.2767,-0.3369,0.822,-0.0342,0.5428,4,6
2,BB_DOGE_4h + LATBB_ETH_4h,0.025,0.49,0.0812,-0.2662,0.305,-0.0959,0.39,4,6
2,BB_DOGE_4h + LATBB_SOL_4h,-0.015,0.618,0.1067,-0.2792,0.382,-0.0716,0.2612,5,6
2,BB_DOGE_4h + LATBB_BTC_4h,0.028,0.271,0.0351,-0.3257,0.108,-0.2094,0.4207,3,6
2,BB_DOGE_4h + REGSW_BTC_4h,0.194,0.422,0.0792,-0.3096,0.256,-0.0456,0.3772,4,6
2,BB_DOGE_4h + REGSW_ETH_4h,0.211,0.604,0.1334,-0.3131,0.426,0.0268,0.3239,6,6
2,HTFD_DOGE_4h + HTFD_SOL_4h,0.307,1.277,0.3983,-0.3611,1.103,-0.0126,0.656,5,6
2,HTFD_DOGE_4h + LATBB_ETH_4h,0.058,0.961,0.1956,-0.245,0.798,-0.0575,0.3824,4,6
2,HTFD_DOGE_4h + LATBB_SOL_4h,0.01,1.071,0.2173,-0.249,0.872,-0.0715,0.4506,5,6
2,HTFD_DOGE_4h + LATBB_BTC_4h,0.034,0.772,0.149,-0.2887,0.516,-0.1627,0.4132,4,6
2,HTFD_DOGE_4h + REGSW_BTC_4h,0.234,0.807,0.1987,-0.3044,0.653,-0.0456,0.3697,5,6
2,HTFD_DOGE_4h + REGSW_ETH_4h,0.265,0.947,0.2487,-0.3164,0.786,0.0269,0.4587,6,6
2,HTFD_SOL_4h + LATBB_ETH_4h,0.012,1.214,0.2676,-0.2211,1.21,0.0119,0.6055,6,6
2,HTFD_SOL_4h + LATBB_SOL_4h,0.106,1.23,0.2764,-0.2255,1.226,-0.0021,0.7931,5,6
2,HTFD_SOL_4h + LATBB_BTC_4h,0.035,1.058,0.2296,-0.3003,0.765,-0.0312,0.4921,5,6
2,HTFD_SOL_4h + REGSW_BTC_4h,0.255,0.959,0.2528,-0.3044,0.83,0.0238,0.7566,6,6
2,HTFD_SOL_4h + REGSW_ETH_4h,0.293,1.094,0.3055,-0.2707,1.129,0.096,0.8009,6,6
2,LATBB_ETH_4h + LATBB_SOL_4h,0.134,0.746,0.0865,-0.1999,0.433,-0.0469,0.2851,3,6
2,LATBB_ETH_4h + LATBB_BTC_4h,0.144,0.315,0.0322,-0.2285,0.141,-0.0759,0.2264,3,6
2,LATBB_ETH_4h + REGSW_BTC_4h,0.099,0.42,0.0622,-0.2959,0.21,-0.1592,0.2116,4,6
2,LATBB_ETH_4h + REGSW_ETH_4h,0.475,0.62,0.1163,-0.2152,0.54,-0.019,0.2562,5,6
2,LATBB_SOL_4h + LATBB_BTC_4h,0.062,0.499,0.0529,-0.1849,0.286,-0.0899,0.1921,4,6
2,LATBB_SOL_4h + REGSW_BTC_4h,0.092,0.499,0.0768,-0.2363,0.325,-0.0745,0.3985,3,6
2,LATBB_SOL_4h + REGSW_ETH_4h,0.116,0.72,0.1256,-0.2132,0.589,-0.0911,0.4431,5,6
2,LATBB_BTC_4h + REGSW_BTC_4h,0.491,0.234,0.0275,-0.3447,0.08,-0.1404,0.2137,4,6
2,LATBB_BTC_4h + REGSW_ETH_4h,0.093,0.503,0.0816,-0.2405,0.339,-0.0174,0.1604,5,6
2,REGSW_BTC_4h + REGSW_ETH_4h,0.388,0.511,0.1055,-0.3297,0.32,-0.0664,0.4069,4,6
3,CCI_BTC_4h + CCI_ETH_4h + CCI_SOL_4h,0.042,1.023,0.1351,-0.1424,0.948,0.071,0.2294,6,6
3,CCI_BTC_4h + CCI_ETH_4h + CCI_AVAX_4h,0.062,0.863,0.1118,-0.152,0.736,-0.0171,0.2534,5,6
3,CCI_BTC_4h + CCI_ETH_4h + CCI_LINK_4h,0.041,0.79,0.1023,-0.1487,0.687,0.0247,0.1921,6,6
3,CCI_BTC_4h + CCI_ETH_4h + STF_BTC_4h,0.097,0.727,0.0997,-0.2115,0.471,-0.0381,0.1647,5,6
3,CCI_BTC_4h + CCI_ETH_4h + STF_ETH_4h,0.076,0.966,0.1393,-0.2341,0.595,-0.0779,0.3129,5,6
3,CCI_BTC_4h + CCI_ETH_4h + STF_SOL_4h,0.072,1.724,0.2723,-0.1461,1.864,0.0907,0.3364,6,6
3,CCI_BTC_4h + CCI_ETH_4h + STF_AVAX_4h,0.054,1.454,0.214,-0.1495,1.431,-0.0204,0.3621,5,6
3,CCI_BTC_4h + CCI_ETH_4h + STF_LINK_4h,0.037,0.867,0.118,-0.229,0.515,-0.1556,0.2988,5,6
3,CCI_BTC_4h + CCI_ETH_4h + TTM_BTC_4h,0.081,0.339,0.0409,-0.2271,0.18,-0.0773,0.198,3,6
3,CCI_BTC_4h + CCI_ETH_4h + TTM_SOL_4h,0.043,1.108,0.1671,-0.1539,1.086,-0.0285,0.2223,5,6
3,CCI_BTC_4h + CCI_ETH_4h + TTM_AVAX_4h,0.018,0.971,0.1372,-0.1312,1.046,-0.0102,0.2955,5,6
3,CCI_BTC_4h + CCI_ETH_4h + TTM_DOGE_4h,0.07,0.737,0.1071,-0.2362,0.454,-0.1303,0.2217,5,6
3,CCI_BTC_4h + CCI_ETH_4h + VWZ_ETH_4h,0.026,0.669,0.0742,-0.1888,0.393,-0.052,0.2257,4,6
3,CCI_BTC_4h + CCI_ETH_4h + VWZ_DOGE_4h,0.003,0.808,0.0893,-0.1704,0.524,-0.0483,0.2254,5,6
3,CCI_BTC_4h + CCI_ETH_4h + VWZ_INJ_4h,0.035,0.919,0.1055,-0.1585,0.665,-0.0456,0.2642,4,6
3,CCI_BTC_4h + CCI_ETH_4h + BB_BTC_4h,0.101,0.668,0.1055,-0.2323,0.454,-0.0641,0.264,4,6
3,CCI_BTC_4h + CCI_ETH_4h + BB_ETH_4h,0.089,0.866,0.1419,-0.1942,0.73,-0.0657,0.3099,5,6
3,CCI_BTC_4h + CCI_ETH_4h + BB_SOL_4h,0.057,1.394,0.2514,-0.1847,1.361,0.0545,0.4293,6,6
3,CCI_BTC_4h + CCI_ETH_4h + BB_DOGE_4h,0.075,0.821,0.1319,-0.2074,0.636,-0.1029,0.2402,5,6
3,CCI_BTC_4h + CCI_ETH_4h + HTFD_DOGE_4h,0.079,1.179,0.2075,-0.1984,1.046,-0.0718,0.3405,5,6
3,CCI_BTC_4h + CCI_ETH_4h + HTFD_SOL_4h,0.067,1.416,0.2635,-0.1832,1.438,0.1079,0.3653,6,6
3,CCI_BTC_4h + CCI_ETH_4h + LATBB_ETH_4h,0.201,0.903,0.123,-0.1813,0.679,0.0019,0.3041,6,6
3,CCI_BTC_4h + CCI_ETH_4h + LATBB_SOL_4h,0.091,1.064,0.1359,-0.134,1.015,0.001,0.3304,6,6
3,CCI_BTC_4h + CCI_ETH_4h + LATBB_BTC_4h,0.15,0.761,0.0974,-0.1968,0.495,-0.074,0.242,5,6
3,CCI_BTC_4h + CCI_ETH_4h + REGSW_BTC_4h,0.136,0.778,0.1214,-0.2621,0.463,-0.0307,0.2482,5,6
3,CCI_BTC_4h + CCI_ETH_4h + REGSW_ETH_4h,0.163,0.924,0.1557,-0.1852,0.841,0.0427,0.2852,6,6
3,CCI_BTC_4h + CCI_SOL_4h + CCI_AVAX_4h,0.047,0.419,0.0467,-0.1771,0.264,-0.0231,0.1252,5,6
3,CCI_BTC_4h + CCI_SOL_4h + CCI_LINK_4h,0.035,0.318,0.0338,-0.1789,0.189,-0.0775,0.1668,4,6
3,CCI_BTC_4h + CCI_SOL_4h + STF_BTC_4h,0.048,0.306,0.033,-0.2478,0.133,-0.032,0.1042,3,6
3,CCI_BTC_4h + CCI_SOL_4h + STF_ETH_4h,0.029,0.605,0.0765,-0.1855,0.412,-0.0334,0.1434,5,6
3,CCI_BTC_4h + CCI_SOL_4h + STF_SOL_4h,0.039,1.368,0.2001,-0.1862,1.074,-0.0328,0.3116,5,6
3,CCI_BTC_4h + CCI_SOL_4h + STF_AVAX_4h,0.029,1.12,0.1523,-0.1381,1.103,-0.0214,0.241,5,6
3,CCI_BTC_4h + CCI_SOL_4h + STF_LINK_4h,0.023,0.474,0.0564,-0.2186,0.258,-0.0263,0.1944,2,6
3,CCI_BTC_4h + CCI_SOL_4h + TTM_BTC_4h,0.042,-0.092,-0.0237,-0.3105,-0.076,-0.1365,0.0904,3,6
3,CCI_BTC_4h + CCI_SOL_4h + TTM_SOL_4h,0.047,0.703,0.0981,-0.1678,0.585,-0.0274,0.2754,5,6
3,CCI_BTC_4h + CCI_SOL_4h + TTM_AVAX_4h,0.002,0.514,0.0633,-0.2198,0.288,-0.1115,0.364,4,6
3,CCI_BTC_4h + CCI_SOL_4h + TTM_DOGE_4h,0.038,0.364,0.0443,-0.2081,0.213,-0.0615,0.1732,4,6
3,CCI_BTC_4h + CCI_SOL_4h + VWZ_ETH_4h,0.03,0.146,0.0102,-0.1887,0.054,-0.0509,0.1001,3,6
3,CCI_BTC_4h + CCI_SOL_4h + VWZ_DOGE_4h,0.004,0.281,0.0249,-0.2091,0.119,-0.0803,0.1054,4,6
3,CCI_BTC_4h + CCI_SOL_4h + VWZ_INJ_4h,0.029,0.426,0.042,-0.179,0.235,-0.0552,0.1601,3,6
3,CCI_BTC_4h + CCI_SOL_4h + BB_BTC_4h,0.046,0.256,0.0289,-0.3386,0.086,-0.1654,0.4063,2,6
3,CCI_BTC_4h + CCI_SOL_4h + BB_ETH_4h,0.048,0.535,0.0771,-0.2403,0.321,-0.0646,0.2057,4,6
3,CCI_BTC_4h + CCI_SOL_4h + BB_SOL_4h,0.055,1.053,0.1821,-0.2022,0.901,-0.069,0.3308,5,6
3,CCI_BTC_4h + CCI_SOL_4h + BB_DOGE_4h,0.039,0.48,0.0672,-0.2512,0.268,-0.0619,0.2174,5,6
3,CCI_BTC_4h + CCI_SOL_4h + HTFD_DOGE_4h,0.043,0.893,0.1453,-0.223,0.652,-0.0618,0.2178,5,6
3,CCI_BTC_4h + CCI_SOL_4h + HTFD_SOL_4h,0.07,1.045,0.1853,-0.1877,0.987,-0.0156,0.5076,5,6
3,CCI_BTC_4h + CCI_SOL_4h + LATBB_ETH_4h,0.081,0.503,0.0564,-0.1961,0.288,-0.0845,0.144,4,6
3,CCI_BTC_4h + CCI_SOL_4h + LATBB_SOL_4h,0.138,0.572,0.0666,-0.1691,0.394,-0.0547,0.2687,4,6
3,CCI_BTC_4h + CCI_SOL_4h + LATBB_BTC_4h,0.131,0.312,0.0325,-0.2281,0.142,-0.0741,0.1084,4,6
3,CCI_BTC_4h + CCI_SOL_4h + REGSW_BTC_4h,0.085,0.389,0.0502,-0.2671,0.188,-0.1319,0.2446,4,6
3,CCI_BTC_4h + CCI_SOL_4h + REGSW_ETH_4h,0.076,0.594,0.0859,-0.187,0.46,-0.0226,0.2744,5,6
3,CCI_BTC_4h + CCI_AVAX_4h + CCI_LINK_4h,0.081,0.162,0.0129,-0.2163,0.06,-0.0831,0.1044,3,6
3,CCI_BTC_4h + CCI_AVAX_4h + STF_BTC_4h,0.077,0.16,0.0126,-0.2245,0.056,-0.0374,0.0462,4,6
3,CCI_BTC_4h + CCI_AVAX_4h + STF_ETH_4h,0.042,0.454,0.0544,-0.2347,0.232,-0.0268,0.1674,3,6
3,CCI_BTC_4h + CCI_AVAX_4h + STF_SOL_4h,0.05,1.264,0.1807,-0.1787,1.011,-0.0085,0.284,5,6
3,CCI_BTC_4h + CCI_AVAX_4h + STF_AVAX_4h,0.055,0.966,0.129,-0.1172,1.101,0.0028,0.2899,6,6
3,CCI_BTC_4h + CCI_AVAX_4h + STF_LINK_4h,0.033,0.328,0.036,-0.1992,0.181,-0.1045,0.128,4,6
