fid,slug,outcome,ts,price,size,bid0,ask0,snap_us,age_s,cls,ticks_vs_bid
680,eth-updown-15m-1782958500,Down,1782959119,0.2199999689,19.31818,0.26,0.28,1782959118219000.0,0.781,MAKER_at_bid,-4.0
681,btc-updown-15m-1782958500,Down,1782959119,0.18,35.0,0.16,0.17,1782959118970000.0,0.03,TAKER_at_ask,2.0
682,btc-updown-15m-1782958500,Down,1782959117,0.17,19.0,0.16,0.18,1782959116828000.0,0.172,INSIDE_spread,1.0
683,btc-updown-15m-1782958500,Down,1782959116,0.16,27.0,0.17,0.18,1782959115977000.0,0.023,MAKER_at_bid,-1.0
684,eth-updown-15m-1782958500,Down,1782959111,0.25,19.0,0.24,0.25,1782959110182000.0,0.818,TAKER_at_ask,1.0
685,btc-updown-15m-1782958500,Down,1782959111,0.17,43.0,0.16,0.17,1782959110805000.0,0.195,TAKER_at_ask,1.0
686,btc-updown-15m-1782958500,Down,1782959111,0.16,60.0,0.16,0.17,1782959110805000.0,0.195,MAKER_at_bid,0.0
687,btc-updown-15m-1782958500,Down,1782959110,0.15,19.35,0.16,0.17,1782959109465000.0,0.535,MAKER_at_bid,-1.0
688,eth-updown-15m-1782958500,Down,1782959072,0.44,9.99,0.41,0.42,1782959069221000.0,2.779,TAKER_at_ask,3.0
689,btc-updown-15m-1782958500,Down,1782959071,0.2699999744,20.740739,0.26,0.29,1782959068227000.0,2.773,INSIDE_spread,1.0
690,btc-updown-15m-1782958500,Down,1782959069,0.27,16.0,0.26,0.29,1782959068227000.0,0.773,INSIDE_spread,1.0
691,btc-updown-15m-1782958500,Down,1782959050,0.32,16.0,0.31,0.32,1782959050000000.0,0.0,TAKER_at_ask,1.0
692,eth-updown-15m-1782958500,Up,1782958997,0.62,5.0,0.61,0.63,1782958995226000.0,1.774,INSIDE_spread,1.0
693,eth-updown-15m-1782958500,Up,1782958996,0.6,18.0,0.61,0.63,1782958995226000.0,0.774,MAKER_at_bid,-1.0
694,eth-updown-15m-1782958500,Up,1782958985,0.52,10.1,0.51,0.53,1782958982436000.0,2.564,INSIDE_spread,1.0
695,sol-updown-15m-1782958500,Up,1782958984,0.72,6.77,0.71,0.74,1782958982584000.0,1.416,INSIDE_spread,1.0
696,eth-updown-15m-1782958500,Up,1782958978,0.53,10.0,0.52,0.53,1782958975967000.0,2.033,TAKER_at_ask,1.0
698,btc-updown-15m-1782958500,Up,1782958951,0.53,20.92,0.59,0.6,1782958950725000.0,0.275,MAKER_at_bid,-6.0
699,btc-updown-15m-1782958500,Down,1782958951,0.49,28.0,0.4,0.41,1782958950725000.0,0.275,TAKER_at_ask,9.0
700,sol-updown-15m-1782958500,Down,1782958951,0.3599999551,13.36111,0.36,0.37,1782958947536000.0,3.464,MAKER_at_bid,-0.0
701,eth-updown-15m-1782958500,Down,1782958949,0.61,19.0,0.58,0.59,1782958948826000.0,0.174,TAKER_at_ask,3.0
702,eth-updown-15m-1782958500,Down,1782958949,0.56,9.6,0.58,0.59,1782958948826000.0,0.174,MAKER_at_bid,-2.0
703,eth-updown-15m-1782958500,Down,1782958949,0.54,11.0,0.58,0.59,1782958948826000.0,0.174,MAKER_at_bid,-4.0
704,eth-updown-15m-1782958500,Down,1782958948,0.525412844,21.8,0.59,0.6,1782958947996000.0,0.004,MAKER_at_bid,-6.0
705,eth-updown-15m-1782958500,Down,1782958946,0.48,4.6,0.53,0.54,1782958945987000.0,0.013,MAKER_at_bid,-5.0
709,btc-updown-15m-1782958500,Up,1782958871,0.76,39.0,0.75,0.76,1782958869618000.0,1.382,TAKER_at_ask,1.0
710,eth-updown-15m-1782958500,Down,1782958841,0.28,10.0,0.33,0.34,1782958840250000.0,0.75,MAKER_at_bid,-5.0
711,sol-updown-15m-1782958500,Up,1782958816,0.7,16.0,0.69,0.7,1782958813373000.0,2.627,TAKER_at_ask,1.0
712,eth-updown-15m-1782958500,Up,1782958816,0.66,9.99,0.68,0.69,1782958814333000.0,1.667,MAKER_at_bid,-2.0
713,eth-updown-15m-1782958500,Up,1782958811,0.63,30.0,0.62,0.63,1782958809536000.0,1.464,TAKER_at_ask,1.0
714,eth-updown-15m-1782958500,Up,1782958786,0.51,10.0,0.5,0.53,1782958783913000.0,2.087,INSIDE_spread,1.0
716,btc-updown-15m-1782958500,Down,1782958573,0.17,2.58,0.2,0.23,1782958571951000.0,1.049,MAKER_at_bid,-3.0
717,btc-updown-15m-1782958500,Down,1782958571,0.17,24.0,0.16,0.18,1782958570524000.0,0.476,INSIDE_spread,1.0
718,btc-updown-15m-1782958500,Down,1782958567,0.19,26.0,0.17,0.18,1782958566738000.0,0.262,TAKER_at_ask,2.0
719,btc-updown-15m-1782958500,Down,1782958543,0.24,5.0,0.27,0.28,1782958542952000.0,0.048,MAKER_at_bid,-3.0
721,btc-updown-15m-1782957600,Down,1782958430,0.94,22.0,0.94,0.941,1782958428672000.0,1.328,MAKER_at_bid,0.0
724,sol-updown-15m-1782957600,Up,1782958408,0.04,27.0,0.049,0.05,1782958407017000.0,0.983,MAKER_at_bid,-1.0
725,btc-updown-15m-1782957600,Down,1782958406,0.9197768525,25.006062,0.91,0.917,1782958404323000.0,1.677,TAKER_at_ask,1.0
726,eth-updown-15m-1782957600,Up,1782958391,0.03,34.0,0.022,0.05,1782958389715000.0,1.285,INSIDE_spread,1.0
727,btc-updown-15m-1782957600,Down,1782958238,0.97,26.0,0.96,0.97,1782958237361000.0,0.639,TAKER_at_ask,1.0
728,btc-updown-15m-1782957600,Down,1782958172,0.82,16.0,0.82,0.83,1782958171272000.0,0.728,MAKER_at_bid,0.0
730,eth-updown-15m-1782957600,Down,1782958027,0.86,9.6,0.86,0.87,1782958025931000.0,1.069,MAKER_at_bid,0.0
731,eth-updown-5m-1782957600,Down,1782957895,0.46,5.0,0.56,0.61,1782957894604000.0,0.396,MAKER_at_bid,-10.0
732,sol-updown-15m-1782957600,Up,1782957895,0.33,10.0,0.31,0.32,1782957891855000.0,3.145,TAKER_at_ask,2.0
733,btc-updown-5m-1782957600,Up,1782957889,0.73,23.77,0.91,0.92,1782957888976000.0,0.024,MAKER_at_bid,-18.0
734,btc-updown-5m-1782957600,Up,1782957887,0.67,82.4,0.78,0.8,1782957886902000.0,0.098,MAKER_at_bid,-11.0
735,eth-updown-5m-1782957600,Down,1782957865,0.9699999999,93.958733,0.98,0.99,1782957864600000.0,0.4,MAKER_at_bid,-1.0
736,btc-updown-5m-1782957600,Up,1782957841,0.24,45.0,0.31,0.32,1782957840915000.0,0.085,MAKER_at_bid,-7.0
737,btc-updown-5m-1782957600,Up,1782957830,0.37,43.0,0.35,0.36,1782957829924000.0,0.076,TAKER_at_ask,2.0
738,btc-updown-5m-1782957600,Up,1782957820,0.25,50.0,0.28,0.29,1782957819449000.0,0.551,MAKER_at_bid,-3.0
740,btc-updown-5m-1782957600,Down,1782957805,0.61,9.4,0.64,0.65,1782957804655000.0,0.345,MAKER_at_bid,-3.0
741,btc-updown-5m-1782957600,Down,1782957794,0.67,33.1,0.68,0.69,1782957793802000.0,0.198,MAKER_at_bid,-1.0
742,btc-updown-5m-1782957600,Down,1782957794,0.6961875357,24.131426,0.68,0.69,1782957793802000.0,0.198,TAKER_at_ask,2.0
743,sol-updown-15m-1782957600,Down,1782957782,0.79,5.0,0.8,0.81,1782957780430000.0,1.57,MAKER_at_bid,-1.0
744,eth-updown-5m-1782957600,Down,1782957770,0.92,9.0,0.93,0.94,1782957769653000.0,0.347,MAKER_at_bid,-1.0
745,btc-updown-15m-1782957600,Up,1782957739,0.32,14.0,0.31,0.34,1782957736810000.0,2.19,INSIDE_spread,1.0
746,btc-updown-15m-1782957600,Up,1782957736,0.31,18.0,0.3,0.31,1782957734233000.0,1.767,TAKER_at_ask,1.0
747,btc-updown-5m-1782957600,Down,1782957728,0.75,21.28,0.74,0.75,1782957727953000.0,0.047,TAKER_at_ask,1.0
748,btc-updown-5m-1782957600,Down,1782957728,0.76,14.5,0.74,0.75,1782957727953000.0,0.047,TAKER_at_ask,2.0
749,btc-updown-5m-1782957600,Down,1782957727,0.72,30.89,0.75,0.76,1782957726933000.0,0.067,MAKER_at_bid,-3.0
750,sol-updown-5m-1782957600,Down,1782957727,0.9,19.0,0.91,0.92,1782957726419000.0,0.581,MAKER_at_bid,-1.0
751,eth-updown-5m-1782957600,Down,1782957725,0.88,19.0,0.88,0.94,1782957724919000.0,0.081,MAKER_at_bid,0.0
753,btc-updown-5m-1782957600,Down,1782957724,0.7799999918,24.30769,0.79,0.81,1782957723983000.0,0.017,MAKER_at_bid,-1.0
755,sol-updown-15m-1782957600,Up,1782957713,0.307517701,43.347095,0.27,0.3,1782957712724000.0,0.276,TAKER_at_ask,4.0
758,btc-updown-5m-1782957600,Up,1782957679,0.26,18.0,0.2,0.23,1782957678990000.0,0.01,TAKER_at_ask,6.0
762,btc-updown-5m-1782957600,Down,1782957647,0.58,24.0,0.59,0.6,1782957646820000.0,0.18,MAKER_at_bid,-1.0
763,sol-updown-5m-1782957600,Down,1782957644,0.66,2.51,0.71,0.73,1782957642667000.0,1.333,MAKER_at_bid,-5.0
785,eth-updown-5m-1782957300,Down,1782957560,0.45,11.28,0.45,0.46,1782957559290000.0,0.71,MAKER_at_bid,0.0
787,btc-updown-15m-1782956700,Down,1782957547,0.97,38.0,0.96,0.97,1782957546481000.0,0.519,TAKER_at_ask,1.0
789,eth-updown-5m-1782957300,Down,1782957544,0.3938106099,15.23575,0.47,0.48,1782957542527000.0,1.473,MAKER_at_bid,-8.0
790,sol-updown-5m-1782957300,Up,1782957542,0.89,17.0,0.88,0.89,1782957541755000.0,0.245,TAKER_at_ask,1.0
791,eth-updown-5m-1782957300,Down,1782957541,0.37,34.0,0.37,0.38,1782957539711000.0,1.289,MAKER_at_bid,0.0
792,btc-updown-15m-1782956700,Down,1782957539,0.92,23.0,0.91,0.93,1782957537729000.0,1.271,INSIDE_spread,1.0
793,eth-updown-5m-1782957300,Down,1782957535,0.64,14.0,0.63,0.64,1782957532800000.0,2.2,TAKER_at_ask,1.0
794,eth-updown-5m-1782957300,Up,1782957527,0.35,16.0,0.41,0.42,1782957526757000.0,0.243,MAKER_at_bid,-6.0
795,sol-updown-5m-1782957300,Down,1782957523,0.13,15.68,0.16,0.19,1782957522084000.0,0.916,MAKER_at_bid,-3.0
796,eth-updown-5m-1782957300,Up,1782957517,0.43,14.0,0.42,0.43,1782957516847000.0,0.153,TAKER_at_ask,1.0
797,eth-updown-5m-1782957300,Down,1782957512,0.36,12.0,0.36,0.37,1782957511570000.0,0.43,MAKER_at_bid,0.0
798,btc-updown-5m-1782957300,Up,1782957511,0.96,29.0,0.96,0.97,1782957510776000.0,0.224,MAKER_at_bid,0.0
799,btc-updown-15m-1782956700,Up,1782957511,0.18,21.0,0.18,0.19,1782957510791000.0,0.209,MAKER_at_bid,0.0
800,sol-updown-5m-1782957300,Up,1782957502,0.85,2.52,0.85,0.86,1782957499305000.0,2.695,MAKER_at_bid,0.0
801,sol-updown-5m-1782957300,Up,1782957499,0.84,16.0,0.83,0.84,1782957498276000.0,0.724,TAKER_at_ask,1.0
802,btc-updown-5m-1782957300,Down,1782957467,0.38,44.0,0.4,0.41,1782957466152000.0,0.848,MAKER_at_bid,-2.0
805,eth-updown-5m-1782957300,Up,1782957445,0.24,11.81,0.21,0.22,1782957444550000.0,0.45,TAKER_at_ask,3.0
806,btc-updown-5m-1782957300,Up,1782957445,0.53,5.0,0.53,0.56,1782957444639000.0,0.361,MAKER_at_bid,0.0
807,eth-updown-5m-1782957300,Up,1782957431,0.23,7.0,0.22,0.23,1782957430173000.0,0.827,TAKER_at_ask,1.0
808,eth-updown-5m-1782957300,Up,1782957425,0.25,5.0,0.22,0.23,1782957424486000.0,0.514,TAKER_at_ask,3.0
809,eth-updown-5m-1782957300,Down,1782957409,0.74,23.0,0.73,0.75,1782957407471000.0,1.529,INSIDE_spread,1.0
810,btc-updown-5m-1782957300,Down,1782957406,0.38,21.0,0.39,0.4,1782957405753000.0,0.247,MAKER_at_bid,-1.0
811,sol-updown-5m-1782957300,Up,1782957403,0.58,16.0,0.57,0.58,1782957399932000.0,3.068,TAKER_at_ask,1.0
812,btc-updown-5m-1782957300,Down,1782957398,0.45,18.0,0.38,0.39,1782957397775000.0,0.225,TAKER_at_ask,7.0
813,btc-updown-5m-1782957300,Down,1782957398,0.45,14.0,0.38,0.39,1782957397775000.0,0.225,TAKER_at_ask,7.0
814,sol-updown-5m-1782957300,Down,1782957392,0.57,20.0,0.56,0.57,1782957389491000.0,2.509,TAKER_at_ask,1.0
816,eth-updown-15m-1782956700,Down,1782957380,0.95,28.0,0.94,0.96,1782957378554000.0,1.446,INSIDE_spread,1.0
818,btc-updown-15m-1782956700,Down,1782957376,0.89,36.0,0.88,0.89,1782957373166000.0,2.834,TAKER_at_ask,1.0
819,eth-updown-15m-1782956700,Down,1782957374,0.919375,16.0,0.94,0.95,1782957373862000.0,0.138,MAKER_at_bid,-2.0
820,sol-updown-5m-1782957300,Up,1782957368,0.58,11.0,0.57,0.58,1782957366296000.0,1.704,TAKER_at_ask,1.0
821,sol-updown-5m-1782957300,Up,1782957364,0.52,16.0,0.53,0.54,1782957363549000.0,0.451,MAKER_at_bid,-1.0
822,eth-updown-15m-1782956700,Down,1782957325,0.9,18.0,0.9,0.92,1782957323753000.0,1.247,MAKER_at_bid,0.0
823,eth-updown-15m-1782956700,Down,1782957320,0.86,11.99,0.85,0.87,1782957317615000.0,2.385,INSIDE_spread,1.0
824,btc-updown-15m-1782956700,Down,1782957317,0.86,18.2093,0.85,0.86,1782957316747000.0,0.253,TAKER_at_ask,1.0
826,btc-updown-15m-1782956700,Down,1782957316,0.85,30.88,0.85,0.86,1782957315805000.0,0.195,MAKER_at_bid,0.0
828,eth-updown-15m-1782956700,Down,1782957311,0.83,10.0,0.82,0.84,1782957309499000.0,1.501,INSIDE_spread,1.0
829,eth-updown-15m-1782956700,Down,1782957311,0.82,0.36,0.82,0.84,1782957309499000.0,1.501,MAKER_at_bid,0.0
830,btc-updown-15m-1782956700,Down,1782957311,0.84,20.0,0.84,0.85,1782957310118000.0,0.882,MAKER_at_bid,0.0
831,eth-updown-15m-1782956700,Down,1782957311,0.81,46.0,0.82,0.84,1782957309499000.0,1.501,MAKER_at_bid,-1.0
833,btc-updown-15m-1782956700,Down,1782957311,0.84,45.99,0.84,0.85,1782957310118000.0,0.882,MAKER_at_bid,0.0
835,btc-updown-15m-1782956700,Up,1782957259,0.13,21.0,0.12,0.13,1782957258909000.0,0.091,TAKER_at_ask,1.0
836,eth-updown-15m-1782956700,Up,1782957259,0.21,7.0,0.22,0.23,1782957258058000.0,0.942,MAKER_at_bid,-1.0
839,btc-updown-5m-1782957000,Down,1782957191,0.8884758967,131.224718,0.91,0.92,1782957190934000.0,0.066,MAKER_at_bid,-2.0
840,btc-updown-15m-1782956700,Up,1782957068,0.2,24.0,0.21,0.22,1782957067573000.0,0.427,MAKER_at_bid,-1.0
841,eth-updown-15m-1782956700,Up,1782957067,0.15,5.0,0.15,0.16,1782957065654000.0,1.346,MAKER_at_bid,0.0
842,eth-updown-15m-1782956700,Up,1782957056,0.14,18.0,0.13,0.14,1782957054600000.0,1.4,TAKER_at_ask,1.0
843,eth-updown-5m-1782957000,Up,1782957052,0.07,12.0,0.07,0.08,1782957051562000.0,0.438,MAKER_at_bid,0.0
844,btc-updown-15m-1782956700,Up,1782957046,0.17,27.0,0.16,0.17,1782957045847000.0,0.153,TAKER_at_ask,1.0
845,btc-updown-15m-1782956700,Up,1782957046,0.1699999822,44.470587,0.16,0.17,1782957045847000.0,0.153,TAKER_at_ask,1.0
846,btc-updown-15m-1782956700,Up,1782957046,0.1799999632,19.555554,0.16,0.17,1782957045847000.0,0.153,TAKER_at_ask,2.0
847,btc-updown-15m-1782956700,Up,1782957040,0.3599999933,71.944443,0.25,0.29,1782957039320000.0,0.68,TAKER_at_ask,11.0
848,eth-updown-15m-1782956700,Up,1782957038,0.2599999697,20.461537,0.25,0.26,1782957037969000.0,0.031,TAKER_at_ask,1.0
849,eth-updown-5m-1782956700,Up,1782956983,0.44,16.0,0.68,0.69,1782956982717000.0,0.283,MAKER_at_bid,-24.0
850,sol-updown-15m-1782956700,Down,1782956974,0.63,13.0,0.63,0.64,1782956972531000.0,1.469,MAKER_at_bid,0.0
851,sol-updown-5m-1782956700,Down,1782956950,0.4399999888,21.477271,0.53,0.54,1782956949637000.0,0.363,MAKER_at_bid,-9.0
852,sol-updown-5m-1782956700,Up,1782956942,0.78,20.0,0.79,0.8,1782956940404000.0,1.596,MAKER_at_bid,-1.0
853,eth-updown-5m-1782956700,Up,1782956930,0.82,16.0,0.81,0.84,1782956928420000.0,1.58,INSIDE_spread,1.0
854,sol-updown-15m-1782956700,Down,1782956930,0.49,17.0,0.48,0.49,1782956927528000.0,2.472,TAKER_at_ask,1.0
855,sol-updown-5m-1782956700,Down,1782956929,0.41,17.0,0.39,0.45,1782956928148000.0,0.852,INSIDE_spread,2.0
856,sol-updown-5m-1782956700,Down,1782956917,0.2,20.0,0.25,0.26,1782956916315000.0,0.685,MAKER_at_bid,-5.0
857,sol-updown-5m-1782956700,Up,1782956908,0.76,17.92,0.79,0.8,1782956907106000.0,0.894,MAKER_at_bid,-3.0
858,sol-updown-5m-1782956700,Up,1782956905,0.75,13.0,0.74,0.75,1782956903284000.0,1.716,TAKER_at_ask,1.0
860,sol-updown-5m-1782956700,Down,1782956891,0.52,17.42,0.51,0.54,1782956889278000.0,1.722,INSIDE_spread,1.0
861,sol-updown-5m-1782956700,Down,1782956887,0.5172232239,24.128845,0.51,0.52,1782956885847000.0,1.153,INSIDE_spread,1.0
862,eth-updown-15m-1782956700,Down,1782956885,0.41,10.0,0.44,0.45,1782956883457000.0,1.543,MAKER_at_bid,-3.0
863,sol-updown-5m-1782956700,Down,1782956878,0.22,12.0,0.34,0.35,1782956877563000.0,0.437,MAKER_at_bid,-12.0
864,btc-updown-5m-1782956700,Up,1782956875,0.96,22.5,0.97,0.98,1782956874667000.0,0.333,MAKER_at_bid,-1.0
866,eth-updown-5m-1782956700,Down,1782956852,0.15,2.08,0.15,0.16,1782956851770000.0,0.23,MAKER_at_bid,0.0
867,eth-updown-15m-1782956700,Down,1782956849,0.35,16.14,0.35,0.36,1782956847959000.0,1.041,MAKER_at_bid,0.0
869,btc-updown-5m-1782956700,Down,1782956842,0.0599999874,71.166665,0.03,0.04,1782956841821000.0,0.179,TAKER_at_ask,3.0
870,sol-updown-15m-1782956700,Up,1782956842,0.59,8.96,0.58,0.6,1782956839116000.0,2.884,INSIDE_spread,1.0
871,btc-updown-15m-1782956700,Down,1782956825,0.23,41.91,0.19,0.21,1782956824596000.0,0.404,TAKER_at_ask,4.0
872,eth-updown-5m-1782956700,Down,1782956825,0.3,19.0,0.21,0.22,1782956824946000.0,0.054,TAKER_at_ask,9.0
873,sol-updown-5m-1782956700,Up,1782956824,0.6346153846,43.68,0.65,0.76,1782956823302000.0,0.698,MAKER_at_bid,-2.0
875,eth-updown-15m-1782956700,Up,1782956818,0.46,15.0,0.45,0.46,1782956817055000.0,0.945,TAKER_at_ask,1.0
876,eth-updown-15m-1782956700,Up,1782956816,0.46,21.0,0.45,0.46,1782956815195000.0,0.805,TAKER_at_ask,1.0
877,eth-updown-5m-1782956700,Down,1782956806,0.5999999902,20.333332,0.57,0.58,1782956805783000.0,0.217,TAKER_at_ask,3.0
878,btc-updown-5m-1782956700,Down,1782956800,0.37,20.0,0.38,0.39,1782956799989000.0,0.011,MAKER_at_bid,-1.0
879,btc-updown-5m-1782956700,Up,1782956786,0.68,15.55,0.73,0.74,1782956785985000.0,0.015,MAKER_at_bid,-5.0
880,eth-updown-5m-1782956700,Up,1782956786,0.4,6.52,0.47,0.48,1782956785519000.0,0.481,MAKER_at_bid,-7.0
881,btc-updown-5m-1782956700,Up,1782956776,0.6,6.53,0.64,0.65,1782956775907000.0,0.093,MAKER_at_bid,-4.0
882,btc-updown-5m-1782956700,Down,1782956761,0.4347990414,19.227271,0.46,0.47,1782956760929000.0,0.071,MAKER_at_bid,-3.0
887,btc-updown-15m-1782955800,Up,1782956626,0.999,50.0,0.997,0.998,1782956622859000.0,3.141,TAKER_at_ask,0.0
888,sol-updown-15m-1782955800,Up,1782956603,0.998,20.0,0.995,0.998,1782956602688000.0,0.312,TAKER_at_ask,0.0
889,sol-updown-15m-1782955800,Up,1782956597,0.997,20.0,0.995,0.996,1782956595758000.0,1.242,TAKER_at_ask,0.0
890,sol-updown-15m-1782955800,Up,1782956594,0.997,20.0,0.995,0.996,1782956592333000.0,1.667,TAKER_at_ask,0.0
891,sol-updown-15m-1782955800,Up,1782956578,0.997,20.02,0.995,0.996,1782956575749000.0,2.251,TAKER_at_ask,0.0
894,eth-updown-15m-1782955800,Up,1782956380,0.99,37.0,0.99,0.997,1782956378557000.0,1.443,MAKER_at_bid,0.0
895,btc-updown-15m-1782955800,Up,1782956368,0.97,33.0,0.976,0.98,1782956366920000.0,1.08,MAKER_at_bid,-1.0
896,btc-updown-15m-1782955800,Up,1782956363,0.97,24.0,0.96,0.97,1782956362249000.0,0.751,TAKER_at_ask,1.0
897,btc-updown-15m-1782955800,Up,1782956318,0.96,30.0,0.95,0.97,1782956316441000.0,1.559,INSIDE_spread,1.0
898,btc-updown-15m-1782955800,Up,1782956311,0.95,30.0,0.95,0.96,1782956310309000.0,0.691,MAKER_at_bid,0.0
916,btc-updown-15m-1782955800,Up,1782956084,0.88,3.31,0.87,0.88,1782956074860000.0,9.14,TAKER_at_ask,1.0
917,btc-updown-15m-1782955800,Up,1782956069,0.87,21.0,0.87,0.88,1782956066683000.0,2.317,MAKER_at_bid,0.0
918,btc-updown-15m-1782955800,Up,1782956054,0.85,5.0,0.85,0.86,1782956053035000.0,0.965,MAKER_at_bid,0.0
919,btc-updown-15m-1782955800,Up,1782956053,0.84,7.0,0.85,0.86,1782956052891000.0,0.109,MAKER_at_bid,-1.0
920,btc-updown-15m-1782955800,Up,1782955912,0.86,13.0,0.86,0.88,1782955911087000.0,0.913,MAKER_at_bid,0.0
921,btc-updown-15m-1782955800,Up,1782955874,0.84,20.0,0.83,0.84,1782955873320000.0,0.68,TAKER_at_ask,1.0
923,eth-updown-15m-1782955800,Down,1782955844,0.25,15.0,0.23,0.24,1782955843176000.0,0.824,TAKER_at_ask,2.0
924,eth-updown-15m-1782955800,Down,1782955843,0.24,5.0,0.23,0.25,1782955841863000.0,1.137,INSIDE_spread,1.0
925,btc-updown-15m-1782955800,Down,1782955843,0.17,24.0,0.16,0.18,1782955842332000.0,0.668,INSIDE_spread,1.0
926,btc-updown-15m-1782955800,Down,1782955840,0.16,21.0,0.16,0.18,1782955839771000.0,0.229,MAKER_at_bid,0.0
927,btc-updown-15m-1782955800,Down,1782955840,0.16,29.0,0.16,0.18,1782955839771000.0,0.229,MAKER_at_bid,0.0
928,btc-updown-15m-1782955800,Down,1782955840,0.16,16.0,0.16,0.18,1782955839771000.0,0.229,MAKER_at_bid,0.0
929,eth-updown-15m-1782955800,Down,1782955840,0.22,5.0,0.23,0.24,1782955839852000.0,0.148,MAKER_at_bid,-1.0
930,btc-updown-15m-1782955800,Down,1782955835,0.23,18.0,0.21,0.22,1782955834513000.0,0.487,TAKER_at_ask,2.0
932,eth-updown-15m-1782955800,Down,1782955831,0.31,16.0,0.28,0.29,1782955830733000.0,0.267,TAKER_at_ask,3.0
936,eth-updown-15m-1782954900,Up,1782955751,0.99,26.0,0.98,0.99,1782955750362000.0,0.638,TAKER_at_ask,1.0
937,btc-updown-15m-1782954900,Up,1782955748,0.99,43.0,0.98,0.99,1782955747249000.0,0.751,TAKER_at_ask,1.0
938,btc-updown-15m-1782954900,Up,1782955741,0.98,35.0,0.98,0.99,1782955740423000.0,0.577,MAKER_at_bid,0.0
939,btc-updown-15m-1782954900,Up,1782955735,0.97,42.0,0.97,0.98,1782955734988000.0,0.012,MAKER_at_bid,0.0
940,btc-updown-15m-1782954900,Up,1782955727,0.96,31.0,0.95,0.96,1782955726101000.0,0.899,TAKER_at_ask,1.0
941,btc-updown-15m-1782954900,Up,1782955720,0.97,40.0,0.95,0.96,1782955719646000.0,0.354,TAKER_at_ask,2.0
942,btc-updown-15m-1782954900,Up,1782955720,0.97,27.0,0.95,0.96,1782955719646000.0,0.354,TAKER_at_ask,2.0
943,btc-updown-15m-1782954900,Down,1782955703,0.09,13.94,0.12,0.13,1782955702880000.0,0.12,MAKER_at_bid,-3.0
944,eth-updown-15m-1782954900,Up,1782955699,0.93,45.0,0.91,0.92,1782955698597000.0,0.403,TAKER_at_ask,2.0
945,eth-updown-15m-1782954900,Up,1782955697,0.93,21.0,0.92,0.93,1782955696506000.0,0.494,TAKER_at_ask,1.0
946,btc-updown-15m-1782954900,Up,1782955697,0.94,23.0,0.95,0.96,1782955695849000.0,1.151,MAKER_at_bid,-1.0
947,eth-updown-15m-1782954900,Up,1782955696,0.93,40.0,0.92,0.93,1782955695612000.0,0.388,TAKER_at_ask,1.0
948,eth-updown-15m-1782954900,Up,1782955693,0.91,29.0,0.9,0.91,1782955691376000.0,1.624,TAKER_at_ask,1.0
949,eth-updown-15m-1782954900,Up,1782955676,0.78,11.4,0.84,0.85,1782955675678000.0,0.322,MAKER_at_bid,-6.0
952,btc-updown-15m-1782954900,Up,1782955637,0.92,24.0,0.9,0.91,1782955631306000.0,5.694,TAKER_at_ask,2.0
953,btc-updown-15m-1782954900,Up,1782955636,0.92,30.0,0.9,0.91,1782955631306000.0,4.694,TAKER_at_ask,2.0
954,eth-updown-15m-1782954900,Up,1782955631,0.94,23.0,0.93,0.94,1782955629934000.0,1.066,TAKER_at_ask,1.0
955,eth-updown-15m-1782954900,Up,1782955630,0.94,67.0,0.93,0.94,1782955629934000.0,0.066,TAKER_at_ask,1.0
956,eth-updown-15m-1782954900,Up,1782955622,0.94,20.0,0.93,0.94,1782955619107000.0,2.893,TAKER_at_ask,1.0
957,btc-updown-15m-1782954900,Up,1782955621,0.93,75.0,0.95,0.96,1782955620943000.0,0.057,MAKER_at_bid,-2.0
958,btc-updown-15m-1782954900,Up,1782955621,0.93,30.0,0.95,0.96,1782955620943000.0,0.057,MAKER_at_bid,-2.0
959,eth-updown-15m-1782954900,Up,1782955619,0.94,25.0,0.93,0.94,1782955618011000.0,0.989,TAKER_at_ask,1.0
960,btc-updown-15m-1782954900,Up,1782955618,0.91,50.0,0.92,0.93,1782955617911000.0,0.089,MAKER_at_bid,-1.0
961,btc-updown-15m-1782954900,Up,1782955616,0.91,24.0,0.92,0.93,1782955615908000.0,0.092,MAKER_at_bid,-1.0
962,btc-updown-15m-1782954900,Up,1782955612,0.86,27.0,0.83,0.84,1782955611330000.0,0.67,TAKER_at_ask,3.0
963,btc-updown-15m-1782954900,Down,1782955609,0.09,69.0,0.14,0.15,1782955607892000.0,1.108,MAKER_at_bid,-5.0
964,btc-updown-15m-1782954900,Down,1782955607,0.09,16.0,0.13,0.14,1782955606760000.0,0.24,MAKER_at_bid,-4.0
965,btc-updown-15m-1782954900,Down,1782955604,0.08,16.36,0.07,0.09,1782955601909000.0,2.091,INSIDE_spread,1.0
966,btc-updown-15m-1782954900,Down,1782955603,0.08,18.0,0.07,0.09,1782955601909000.0,1.091,INSIDE_spread,1.0
967,btc-updown-15m-1782954900,Down,1782955598,0.08,24.0,0.07,0.08,1782955597622000.0,0.378,TAKER_at_ask,1.0
968,eth-updown-15m-1782954900,Up,1782955573,0.93,21.0,0.92,0.93,1782955570626000.0,2.374,TAKER_at_ask,1.0
969,eth-updown-15m-1782954900,Up,1782955570,0.93,19.0,0.92,0.93,1782955568416000.0,1.584,TAKER_at_ask,1.0
