fid,slug,outcome,ts,price,size,bid0,ask0,snap_us,age_s,cls
993,btc-updown-5m-1783705500,Down,1783705601,0.65,40.0,0.7200,0.7300,1783705600949000,0.05100000000000000000,MAKER
994,btc-updown-15m-1783705500,Down,1783705505,0.46,22.0,,,,,NO_BOOK
995,btc-updown-5m-1783705200,Up,1783705480,0.76,1.48,0.9000,0.9100,1783705479936000,0.06400000000000000000,MAKER
996,btc-updown-5m-1783705200,Down,1783705471,0.17,40.0,0.1600,0.1700,1783705470986000,0.01400000000000000000,TAKER
997,btc-updown-5m-1783705200,Down,1783705471,0.17,40.0,0.1600,0.1700,1783705470986000,0.01400000000000000000,TAKER
998,btc-updown-5m-1783705200,Up,1783705457,0.67,10.0,,,,,NO_BOOK
999,btc-updown-5m-1783705200,Up,1783705457,0.68,40.0,,,,,NO_BOOK
1000,btc-updown-5m-1783705200,Up,1783705457,0.68,40.0,,,,,NO_BOOK
1001,btc-updown-5m-1783705200,Up,1783705453,0.4,40.0,,,,,NO_BOOK
1002,btc-updown-5m-1783705200,Up,1783705409,0.76,40.0,,,,,NO_BOOK
1003,btc-updown-15m-1783704600,Down,1783705268,0.98,30.0,0.9800,0.9900,1783705267639000,0.36100000000000000000,MAKER
1004,btc-updown-15m-1783704600,Down,1783705264,0.98,30.0,0.9700,0.9800,1783705263973000,0.02700000000000000000,TAKER
1005,btc-updown-15m-1783704600,Up,1783705235,0.03,15.44,0.0400,0.0500,1783705234858000,0.14200000000000000000,MAKER
1006,btc-updown-15m-1783704600,Up,1783705175,0.04,30.0,0.0300,0.0400,1783705174665000,0.33500000000000000000,TAKER
1007,btc-updown-15m-1783704600,Down,1783705111,0.93,30.0,0.9200,0.9300,1783705110226000,0.77400000000000000000,TAKER
1008,btc-updown-15m-1783704600,Down,1783705111,0.93,30.0,0.9200,0.9300,1783705110226000,0.77400000000000000000,TAKER
1009,btc-updown-15m-1783704600,Down,1783705025,0.87,25.0,0.8900,0.9100,1783705024594000,0.40600000000000000000,MAKER
1010,btc-updown-15m-1783704600,Down,1783705001,0.81,5.0,,,,,NO_BOOK
1011,btc-updown-5m-1783704900,Down,1783705001,0.41,40.0,,,,,NO_BOOK
1012,btc-updown-15m-1783704600,Down,1783705001,0.81,30.0,,,,,NO_BOOK
1013,btc-updown-15m-1783704600,Down,1783705000,0.81,30.0,0.8300,0.8400,1783704985013000,14.9870000000000000,MAKER
1014,btc-updown-15m-1783704600,Up,1783704986,0.15,10.0,0.1600,0.1700,1783704985013000,0.98700000000000000000,MAKER
1015,btc-updown-5m-1783704900,Up,1783704934,0.51,25.0,0.5300,0.5400,1783704933981000,0.01900000000000000000,MAKER
1016,btc-updown-15m-1783704600,Down,1783704854,0.84,25.0,0.8600,0.8700,1783704852809000,1.1910000000000000,MAKER
1017,btc-updown-15m-1783704600,Down,1783704802,0.83,29.0,0.8200,0.8300,1783704801291000,0.70900000000000000000,TAKER
1018,btc-updown-15m-1783704600,Down,1783704751,0.76,22.0,0.7900,0.8000,1783704749963000,1.0370000000000000,MAKER
1019,btc-updown-15m-1783704600,Down,1783704746,0.75,15.05,0.7500,0.7600,1783704744879000,1.1210000000000000,MAKER
1020,btc-updown-15m-1783704600,Down,1783704662,0.58,14.85,0.5900,0.6000,1783704660698000,1.3020000000000000,MAKER
1021,btc-updown-15m-1783704600,Down,1783704662,0.56,9.0,0.5900,0.6000,1783704660698000,1.3020000000000000,MAKER
1022,btc-updown-15m-1783704600,Down,1783704661,0.55,12.1,0.5900,0.6000,1783704660698000,0.30200000000000000000,MAKER
1023,btc-updown-15m-1783704600,Down,1783704623,0.61,5.0,,,,,NO_BOOK
1024,btc-updown-15m-1783703700,Up,1783704587,0.97,0.12,0.9800,0.9900,1783704586689000,0.31100000000000000000,MAKER
1025,btc-updown-5m-1783704300,Down,1783704586,0.06,17.14,0.0600,0.0700,1783704585779000,0.22100000000000000000,MAKER
1026,btc-updown-5m-1783704300,Down,1783704586,0.06,40.0,0.0600,0.0700,1783704585779000,0.22100000000000000000,MAKER
1027,btc-updown-5m-1783704300,Up,1783704583,0.92,40.0,0.9400,0.9500,1783704582951000,0.04900000000000000000,MAKER
1028,btc-updown-15m-1783703700,Up,1783704581,0.95,7.02,0.9600,0.9700,1783704580380000,0.62000000000000000000,MAKER
1029,btc-updown-15m-1783703700,Up,1783704577,0.94,4.57,0.9300,0.9500,1783704576173000,0.82700000000000000000,INSIDE
1030,btc-updown-5m-1783704300,Up,1783704574,0.91,33.4,,,,,NO_BOOK
1031,btc-updown-15m-1783703700,Down,1783704571,0.09,30.0,,,,,NO_BOOK
1032,btc-updown-15m-1783703700,Down,1783704571,0.09,30.0,,,,,NO_BOOK
1033,btc-updown-15m-1783703700,Up,1783704568,0.91,20.0,,,,,NO_BOOK
1034,btc-updown-15m-1783703700,Up,1783704568,0.91,29.04,,,,,NO_BOOK
1035,btc-updown-15m-1783703700,Up,1783704566,0.91,25.0,,,,,NO_BOOK
1036,btc-updown-15m-1783703700,Up,1783704565,0.91,30.0,,,,,NO_BOOK
1037,btc-updown-15m-1783703700,Up,1783704563,0.91,30.0,,,,,NO_BOOK
1038,btc-updown-5m-1783704300,Up,1783704563,0.88,20.0,,,,,NO_BOOK
1039,btc-updown-5m-1783704300,Up,1783704563,0.88,40.0,,,,,NO_BOOK
1040,btc-updown-15m-1783703700,Up,1783704563,0.91,10.0,,,,,NO_BOOK
1041,btc-updown-5m-1783704300,Up,1783704563,0.88,40.0,,,,,NO_BOOK
1042,btc-updown-15m-1783703700,Down,1783704562,0.09,30.0,,,,,NO_BOOK
1043,btc-updown-15m-1783703700,Down,1783704562,0.09,30.0,,,,,NO_BOOK
1044,btc-updown-15m-1783703700,Down,1783704560,0.08,15.0,,,,,NO_BOOK
1045,btc-updown-15m-1783703700,Up,1783704557,0.94,30.0,,,,,NO_BOOK
1046,btc-updown-15m-1783703700,Up,1783704554,0.94,30.0,0.9400,0.9500,1783704540482000,13.5180000000000000,MAKER
1047,btc-updown-15m-1783703700,Down,1783704544,0.07,8.0,0.0500,0.0600,1783704540482000,3.5180000000000000,TAKER
1048,btc-updown-15m-1783703700,Down,1783704544,0.06,21.21,0.0500,0.0600,1783704540482000,3.5180000000000000,TAKER
1049,btc-updown-15m-1783703700,Up,1783704541,0.95,30.0,0.9400,0.9500,1783704540482000,0.51800000000000000000,TAKER
1050,btc-updown-15m-1783703700,Up,1783704536,0.95,30.0,0.9400,0.9500,1783704534880000,1.1200000000000000,TAKER
1051,btc-updown-15m-1783703700,Down,1783704535,0.05,30.0,0.0500,0.0600,1783704534880000,0.12000000000000000000,MAKER
1052,btc-updown-15m-1783703700,Down,1783704535,0.05,30.0,0.0500,0.0600,1783704534880000,0.12000000000000000000,MAKER
1053,btc-updown-15m-1783703700,Up,1783704532,0.93,20.0,0.9500,0.9600,1783704531835000,0.16500000000000000000,MAKER
1054,btc-updown-15m-1783703700,Up,1783704532,0.93,20.0,0.9500,0.9600,1783704531835000,0.16500000000000000000,MAKER
1055,btc-updown-15m-1783703700,Up,1783704527,0.93,30.0,0.9200,0.9300,1783704526943000,0.05700000000000000000,TAKER
1056,btc-updown-15m-1783703700,Up,1783704515,0.91,30.0,0.9200,0.9300,1783704514298000,0.70200000000000000000,MAKER
1057,btc-updown-15m-1783703700,Up,1783704515,0.91,30.0,0.9200,0.9300,1783704514298000,0.70200000000000000000,MAKER
1058,btc-updown-15m-1783703700,Up,1783704514,0.91,10.0,0.9200,0.9300,1783704513857000,0.14300000000000000000,MAKER
1059,btc-updown-15m-1783703700,Up,1783704514,0.91,25.0,0.9200,0.9300,1783704513857000,0.14300000000000000000,MAKER
1060,btc-updown-15m-1783703700,Up,1783704476,0.89,30.0,,,,,NO_BOOK
1061,btc-updown-15m-1783703700,Up,1783704454,0.87,30.0,0.8600,0.8700,1783704450807000,3.1930000000000000,TAKER
1062,btc-updown-15m-1783703700,Up,1783704454,0.87,30.0,0.8600,0.8700,1783704450807000,3.1930000000000000,TAKER
1063,btc-updown-15m-1783703700,Down,1783704445,0.12,30.0,0.1100,0.1200,1783704443988000,1.0120000000000000,TAKER
1064,btc-updown-15m-1783703700,Down,1783704445,0.12,30.0,0.1100,0.1200,1783704443988000,1.0120000000000000,TAKER
1065,btc-updown-15m-1783703700,Up,1783704428,0.85,13.87,,,,,NO_BOOK
1066,btc-updown-15m-1783703700,Down,1783704427,0.15,13.0,,,,,NO_BOOK
1067,btc-updown-15m-1783703700,Down,1783704427,0.15,30.0,,,,,NO_BOOK
1068,btc-updown-15m-1783703700,Up,1783704422,0.83,5.0,0.6900,0.7000,1783704410257000,11.7430000000000000,TAKER
1069,btc-updown-15m-1783703700,Up,1783704422,0.82,22.28,0.6900,0.7000,1783704410257000,11.7430000000000000,TAKER
1070,btc-updown-15m-1783703700,Up,1783704413,0.71,20.0,0.6900,0.7000,1783704410257000,2.7430000000000000,TAKER
1071,btc-updown-15m-1783703700,Down,1783704404,0.28,12.0,0.3000,0.3100,1783704403235000,0.76500000000000000000,MAKER
1072,btc-updown-15m-1783703700,Up,1783704391,0.76,26.0,0.7600,0.7700,1783704390106000,0.89400000000000000000,MAKER
1073,btc-updown-15m-1783703700,Up,1783704389,0.74,30.0,0.7600,0.7700,1783704388109000,0.89100000000000000000,MAKER
1074,btc-updown-15m-1783703700,Up,1783704374,0.81,30.0,,,,,NO_BOOK
1075,btc-updown-15m-1783703700,Down,1783704346,0.3,24.66,0.3000,0.3100,1783704345910000,0.09000000000000000000,MAKER
1076,btc-updown-15m-1783703700,Up,1783704284,0.46,30.0,0.3300,0.3400,1783704274369000,9.6310000000000000,TAKER
1077,btc-updown-15m-1783703700,Up,1783704284,0.45,7.0,0.3300,0.3400,1783704274369000,9.6310000000000000,TAKER
1078,btc-updown-15m-1783703700,Up,1783704284,0.44,7.0,0.3300,0.3400,1783704274369000,9.6310000000000000,TAKER
1079,btc-updown-15m-1783703700,Down,1783704278,0.67,30.0,0.6600,0.6700,1783704274369000,3.6310000000000000,TAKER
1080,btc-updown-5m-1783704000,Up,1783704266,0.93,40.0,0.9600,0.9700,1783704265861000,0.13900000000000000000,MAKER
1081,btc-updown-5m-1783704000,Up,1783704266,0.93,40.0,0.9600,0.9700,1783704265861000,0.13900000000000000000,MAKER
1082,btc-updown-5m-1783704000,Up,1783704265,0.94,13.05,0.9300,0.9500,1783704264994000,0.00600000000000000000,INSIDE
1083,btc-updown-15m-1783703700,Up,1783704250,0.22,30.0,,,,,NO_BOOK
1084,btc-updown-5m-1783704000,Up,1783704142,0.88,8.89,,,,,NO_BOOK
1085,btc-updown-15m-1783703700,Up,1783704134,0.31,0.77,,,,,NO_BOOK
1086,btc-updown-5m-1783703700,Down,1783703947,0.85,29.28,0.8700,0.8800,1783703946778000,0.22200000000000000000,MAKER
1087,btc-updown-15m-1783703700,Up,1783703945,0.38,22.0,0.4000,0.4100,1783703944959000,0.04100000000000000000,MAKER
1088,btc-updown-5m-1783703700,Down,1783703926,0.78,31.0,0.8300,0.8600,1783703925962000,0.03800000000000000000,MAKER
1089,btc-updown-15m-1783703700,Up,1783703707,0.51,30.0,,,,,NO_BOOK
1090,btc-updown-15m-1783702800,Down,1783703584,0.992,30.0,0.9910,0.9920,1783703581819000,2.1810000000000000,TAKER
1091,btc-updown-15m-1783702800,Up,1783703428,0.01,100.0,,0.0100,1783703427413000,0.58700000000000000000,NO_BOOK
1092,btc-updown-5m-1783703100,Down,1783703336,0.97,40.0,,,,,NO_BOOK
1093,btc-updown-15m-1783702800,Down,1783703332,0.85,30.0,,,,,NO_BOOK
1094,btc-updown-5m-1783703100,Down,1783703330,0.97,14.32,,,,,NO_BOOK
1095,btc-updown-15m-1783702800,Up,1783703270,0.15,30.0,,,,,NO_BOOK
1096,btc-updown-15m-1783702800,Up,1783703270,0.15,30.0,,,,,NO_BOOK
1097,btc-updown-15m-1783702800,Down,1783703198,0.71,23.75,,,,,NO_BOOK
1098,btc-updown-5m-1783702800,Up,1783703081,0.56,22.14,0.5900,0.6100,1783703080991000,0.00900000000000000000,MAKER
1099,btc-updown-5m-1783702800,Up,1783703072,0.1,40.0,0.0900,0.1000,1783703071750000,0.25000000000000000000,TAKER
1100,btc-updown-5m-1783702800,Down,1783703069,0.88,40.0,0.8700,0.8800,1783703068966000,0.03400000000000000000,TAKER
1101,btc-updown-5m-1783702800,Down,1783703069,0.88,40.0,0.8700,0.8800,1783703068966000,0.03400000000000000000,TAKER
1102,btc-updown-15m-1783702800,Down,1783702931,0.6,16.65,0.5800,0.5900,1783702918396000,12.6040000000000000,TAKER
1103,btc-updown-5m-1783702800,Up,1783702925,0.36,15.0,0.3400,0.3500,1783702918686000,6.3140000000000000,TAKER
1104,btc-updown-15m-1783702800,Up,1783702834,0.46,4.65,0.4600,0.4700,1783702833636000,0.36400000000000000000,MAKER
1105,btc-updown-5m-1783702500,Up,1783702639,0.9,40.0,0.8900,0.9000,1783702638988000,0.01200000000000000000,TAKER
1106,btc-updown-15m-1783701900,Down,1783702573,0.015,18.0,,,,,NO_BOOK
1107,btc-updown-15m-1783701900,Up,1783702556,0.97,5.0,0.9680,0.9700,1783702553820000,2.1800000000000000,TAKER
1108,btc-updown-5m-1783702500,Up,1783702556,0.39,9.0,0.4300,0.4400,1783702553832000,2.1680000000000000,MAKER
1109,btc-updown-15m-1783701900,Up,1783702544,0.962,10.0,0.9620,0.9700,1783702542993000,1.00700000000000000000,MAKER
1110,btc-updown-15m-1783701900,Up,1783702543,0.97,20.0,0.9620,0.9700,1783702542993000,0.00700000000000000000,TAKER
1111,btc-updown-15m-1783701900,Up,1783702496,0.96,10.0,0.9600,0.9700,1783702495471000,0.52900000000000000000,MAKER
1112,btc-updown-15m-1783701900,Up,1783702490,0.97,1.93,0.9700,0.9800,1783702489587000,0.41300000000000000000,MAKER
1113,btc-updown-15m-1783701900,Up,1783702490,0.97,20.0,0.9700,0.9800,1783702489587000,0.41300000000000000000,MAKER
1114,btc-updown-15m-1783701900,Up,1783702489,0.97,30.0,0.9700,0.9800,1783702488617000,0.38300000000000000000,MAKER
1115,btc-updown-15m-1783701900,Up,1783702297,0.93,30.0,,,,,NO_BOOK
1116,btc-updown-15m-1783701900,Up,1783702297,0.93,30.0,,,,,NO_BOOK
1117,btc-updown-15m-1783701900,Down,1783702256,0.1,10.11,0.1000,0.1100,1783702255567000,0.43300000000000000000,MAKER
1118,btc-updown-15m-1783701900,Down,1783702256,0.1,30.0,0.1000,0.1100,1783702255567000,0.43300000000000000000,MAKER
1119,btc-updown-15m-1783701900,Down,1783702255,0.1,30.0,0.0900,0.1100,1783702254272000,0.72800000000000000000,INSIDE
1120,btc-updown-15m-1783701900,Up,1783702160,0.69,14.0,0.6400,0.6500,1783702153862000,6.1380000000000000,TAKER
1121,btc-updown-15m-1783701900,Up,1783702093,0.64,10.0,0.6300,0.6500,1783702090199000,2.8010000000000000,INSIDE
1122,btc-updown-15m-1783701900,Down,1783702061,0.47,24.0,0.4200,0.4400,1783702046395000,14.6050000000000000,TAKER
1123,btc-updown-15m-1783701900,Down,1783702006,0.39,5.0,0.4200,0.4300,1783702005731000,0.26900000000000000000,MAKER
1124,btc-updown-15m-1783701900,Up,1783701995,0.67,30.0,,,,,NO_BOOK
1125,btc-updown-15m-1783701900,Up,1783701995,0.67,30.0,,,,,NO_BOOK
1126,btc-updown-15m-1783701900,Up,1783701970,0.54,23.0,0.4800,0.5000,1783701963555000,6.4450000000000000,TAKER
1127,btc-updown-15m-1783701900,Down,1783701929,0.51,30.0,0.5000,0.5100,1783701924403000,4.5970000000000000,TAKER
1128,btc-updown-15m-1783701900,Up,1783701908,0.51,30.0,,,,,NO_BOOK
1129,btc-updown-15m-1783701000,Up,1783701850,0.015,18.0,0.0100,0.0170,1783701849844000,0.15600000000000000000,INSIDE
1130,btc-updown-15m-1783701000,Down,1783701847,0.96,30.0,0.9710,0.9890,1783701846806000,0.19400000000000000000,MAKER
1131,btc-updown-15m-1783701000,Down,1783701847,0.96,30.0,0.9710,0.9890,1783701846806000,0.19400000000000000000,MAKER
1132,btc-updown-15m-1783701000,Up,1783701841,0.04,31.5,0.0410,0.0500,1783701839510000,1.4900000000000000,MAKER
1133,btc-updown-15m-1783701000,Down,1783701838,0.92,4.48,0.9650,0.9670,1783701837917000,0.08300000000000000000,MAKER
1134,btc-updown-15m-1783701000,Up,1783701826,0.073,18.0,0.1100,0.1190,1783701825971000,0.02900000000000000000,MAKER
1135,btc-updown-15m-1783701000,Up,1783701821,0.073,18.0,0.0640,0.0660,1783701820889000,0.11100000000000000000,TAKER
1136,btc-updown-15m-1783701000,Up,1783701814,0.05,30.0,0.0460,0.0500,1783701813561000,0.43900000000000000000,TAKER
1137,btc-updown-15m-1783701000,Up,1783701814,0.04,20.0,0.0460,0.0500,1783701813561000,0.43900000000000000000,MAKER
1138,btc-updown-15m-1783701000,Up,1783701809,0.05,30.0,0.0360,0.0470,1783701808832000,0.16800000000000000000,TAKER
1139,btc-updown-15m-1783701000,Down,1783701794,0.97,30.0,0.9720,0.9800,1783701793216000,0.78400000000000000000,MAKER
1140,btc-updown-15m-1783701000,Up,1783701790,0.02,52.5,0.0200,0.0320,1783701789702000,0.29800000000000000000,MAKER
1141,btc-updown-15m-1783701000,Up,1783701763,0.023,39.0,0.0240,0.0290,1783701759571000,3.4290000000000000,MAKER
1142,btc-updown-15m-1783701000,Up,1783701754,0.032,18.0,,,,,NO_BOOK
1143,btc-updown-15m-1783701000,Up,1783701727,0.08,27.0,0.0630,0.0640,1783701721212000,5.7880000000000000,TAKER
1144,btc-updown-15m-1783701000,Up,1783701725,0.06,10.62,0.0630,0.0640,1783701721212000,3.7880000000000000,MAKER
1145,btc-updown-15m-1783701000,Up,1783701719,0.07,30.0,0.0690,0.0700,1783701717683000,1.3170000000000000,TAKER
1146,btc-updown-15m-1783701000,Up,1783701712,0.05,11.0,0.0490,0.0600,1783701708629000,3.3710000000000000,INSIDE
1147,btc-updown-15m-1783701000,Down,1783701697,0.92,30.0,0.9300,0.9400,1783701696496000,0.50400000000000000000,MAKER
1148,btc-updown-15m-1783701000,Down,1783701683,0.88,6.98,,,,,NO_BOOK
1149,btc-updown-15m-1783701000,Down,1783701673,0.901,25.0,,,,,NO_BOOK
1150,btc-updown-15m-1783701000,Up,1783701670,0.06,5.0,,,,,NO_BOOK
1151,btc-updown-15m-1783701000,Up,1783701640,0.03,15.0,0.0200,0.0400,1783701639841000,0.15900000000000000000,INSIDE
1152,btc-updown-15m-1783701000,Up,1783701608,0.03,20.0,0.0300,0.0400,1783701607088000,0.91200000000000000000,MAKER
1153,btc-updown-15m-1783701000,Down,1783701269,0.45,3.03,,,,,NO_BOOK
1154,btc-updown-15m-1783700100,Up,1783700942,0.02,50.0,0.0100,0.0200,1783700941925000,0.07500000000000000000,TAKER
1155,btc-updown-15m-1783700100,Up,1783700942,0.02,52.5,0.0100,0.0200,1783700941925000,0.07500000000000000000,TAKER
1156,btc-updown-15m-1783700100,Down,1783700939,0.96,30.0,0.9600,0.9700,1783700938924000,0.07600000000000000000,MAKER
1157,btc-updown-15m-1783700100,Up,1783700923,0.06,30.0,0.0500,0.0600,1783700922848000,0.15200000000000000000,TAKER
1158,btc-updown-15m-1783700100,Up,1783700923,0.06,30.0,0.0500,0.0600,1783700922848000,0.15200000000000000000,TAKER
1159,btc-updown-15m-1783700100,Down,1783700905,0.76,10.0,,,,,NO_BOOK
1160,btc-updown-15m-1783700100,Down,1783700845,0.85,9.0,0.8300,0.8600,1783700834140000,10.8600000000000000,INSIDE
1161,btc-updown-15m-1783700100,Down,1783700845,0.84,5.0,0.8300,0.8600,1783700834140000,10.8600000000000000,INSIDE
1162,btc-updown-15m-1783700100,Up,1783700837,0.15,25.42,0.1400,0.1700,1783700834140000,2.8600000000000000,INSIDE
1163,btc-updown-15m-1783700100,Up,1783700825,0.19,7.0,0.1500,0.1600,1783700824233000,0.76700000000000000000,TAKER
1164,btc-updown-15m-1783700100,Down,1783700822,0.82,10.0,0.8100,0.8200,1783700821936000,0.06400000000000000000,TAKER
1165,btc-updown-15m-1783700100,Down,1783700822,0.82,10.0,0.8100,0.8200,1783700821936000,0.06400000000000000000,TAKER
1166,btc-updown-15m-1783700100,Down,1783700822,0.82,5.0,0.8100,0.8200,1783700821936000,0.06400000000000000000,TAKER
1167,btc-updown-15m-1783700100,Up,1783700807,0.14,30.0,0.1400,0.1500,1783700805208000,1.7920000000000000,MAKER
1168,btc-updown-15m-1783700100,Down,1783700798,0.81,15.0,,,,,NO_BOOK
1169,btc-updown-15m-1783700100,Down,1783700797,0.81,30.0,,,,,NO_BOOK
1170,btc-updown-15m-1783700100,Down,1783700797,0.8,5.0,,,,,NO_BOOK
1171,btc-updown-15m-1783700100,Up,1783700795,0.17,30.0,,,,,NO_BOOK
1172,btc-updown-15m-1783700100,Down,1783700773,0.82,25.0,0.8700,0.8800,1783700765366000,7.6340000000000000,MAKER
1173,btc-updown-15m-1783700100,Up,1783700765,0.12,30.0,0.1200,0.1300,1783700763954000,1.0460000000000000,MAKER
1174,btc-updown-15m-1783700100,Down,1783700713,0.76,30.0,,,,,NO_BOOK
1175,btc-updown-15m-1783700100,Up,1783700711,0.25,30.0,,,,,NO_BOOK
1176,btc-updown-15m-1783700100,Up,1783700710,0.24,12.18,,,,,NO_BOOK
1177,btc-updown-15m-1783700100,Down,1783700696,0.76,3.36,,,,,NO_BOOK
1178,btc-updown-15m-1783700100,Down,1783700434,0.45,7.0,0.4700,0.4900,1783700432931000,1.0690000000000000,MAKER
1179,btc-updown-15m-1783700100,Down,1783700314,0.46,30.0,0.4400,0.4500,1783700310956000,3.0440000000000000,TAKER
1180,btc-updown-15m-1783700100,Down,1783700275,0.39,30.0,0.3900,0.4000,1783700273145000,1.8550000000000000,MAKER
1181,btc-updown-15m-1783700100,Up,1783700195,0.75,30.0,0.7600,0.7700,1783700194415000,0.58500000000000000000,MAKER
1182,btc-updown-15m-1783699200,Down,1783700071,0.06,6.33,0.0700,0.0800,1783700070604000,0.39600000000000000000,MAKER
1183,btc-updown-15m-1783699200,Down,1783700071,0.05,30.0,0.0700,0.0800,1783700070604000,0.39600000000000000000,MAKER
1184,btc-updown-15m-1783699200,Down,1783700071,0.05,30.0,0.0700,0.0800,1783700070604000,0.39600000000000000000,MAKER
1185,btc-updown-15m-1783699200,Down,1783700045,0.25,1.51,,,,,NO_BOOK
1186,btc-updown-15m-1783699200,Down,1783700039,0.35,30.0,0.4100,0.4300,1783700028989000,10.0110000000000000,MAKER
1187,btc-updown-15m-1783699200,Down,1783700039,0.35,30.0,0.4100,0.4300,1783700028989000,10.0110000000000000,MAKER
1188,btc-updown-15m-1783699200,Up,1783700033,0.47,30.0,0.5700,0.5900,1783700028989000,4.0110000000000000,MAKER
1189,btc-updown-15m-1783699200,Up,1783700023,0.57,12.27,0.5700,0.5800,1783700021501000,1.4990000000000000,MAKER
1190,btc-updown-15m-1783699200,Up,1783699999,0.69,30.0,0.6700,0.6800,1783699998257000,0.74300000000000000000,TAKER
1191,btc-updown-15m-1783699200,Up,1783699972,0.36,30.0,,,,,NO_BOOK
1192,btc-updown-15m-1783699200,Up,1783699958,0.41,30.0,0.3900,0.4000,1783699943584000,14.4160000000000000,TAKER
1193,btc-updown-15m-1783699200,Down,1783699949,0.58,30.0,0.6000,0.6100,1783699943584000,5.4160000000000000,MAKER
1194,btc-updown-15m-1783699200,Up,1783699918,0.23,1.77,,,,,NO_BOOK
1195,btc-updown-15m-1783699200,Up,1783699918,0.23,30.0,,,,,NO_BOOK
1196,btc-updown-15m-1783699200,Up,1783699859,0.46,16.49,0.4600,0.4700,1783699853564000,5.4360000000000000,MAKER
1197,btc-updown-15m-1783699200,Down,1783699816,0.77,20.0,0.7600,0.7700,1783699813331000,2.6690000000000000,TAKER
1198,btc-updown-15m-1783699200,Down,1783699816,0.77,20.0,0.7600,0.7700,1783699813331000,2.6690000000000000,TAKER
1199,btc-updown-15m-1783699200,Up,1783699780,0.33,10.0,0.3500,0.3600,1783699779403000,0.59700000000000000000,MAKER
1200,btc-updown-15m-1783699200,Down,1783699774,0.71,30.0,0.7100,0.7200,1783699773452000,0.54800000000000000000,MAKER
1201,btc-updown-15m-1783699200,Up,1783699714,0.32,5.0,0.3800,0.3900,1783699712752000,1.2480000000000000,MAKER
1202,btc-updown-15m-1783699200,Down,1783699538,0.62,30.0,0.6500,0.6600,1783699537766000,0.23400000000000000000,MAKER
1203,btc-updown-15m-1783699200,Down,1783699378,0.67,30.0,0.7400,0.7500,1783699377662000,0.33800000000000000000,MAKER
1204,btc-updown-15m-1783699200,Down,1783699376,0.67,14.49,0.6900,0.7000,1783699375886000,0.11400000000000000000,MAKER
1205,btc-updown-15m-1783698300,Up,1783699136,0.97,5.0,0.9700,0.9800,1783699135804000,0.19600000000000000000,MAKER
1206,btc-updown-15m-1783698300,Up,1783699135,0.97,30.0,0.9700,0.9800,1783699134545000,0.45500000000000000000,MAKER
1207,btc-updown-15m-1783698300,Up,1783699135,0.97,30.0,0.9700,0.9800,1783699134545000,0.45500000000000000000,MAKER
1208,btc-updown-15m-1783698300,Up,1783699132,0.97,30.0,0.9600,0.9700,1783699131531000,0.46900000000000000000,TAKER
1209,btc-updown-15m-1783698300,Down,1783699124,0.04,30.0,0.0300,0.0400,1783699121368000,2.6320000000000000,TAKER
1210,btc-updown-15m-1783698300,Up,1783699120,0.96,30.0,0.9600,0.9700,1783699119204000,0.79600000000000000000,MAKER
1211,btc-updown-15m-1783698300,Up,1783699120,0.96,30.0,0.9600,0.9700,1783699119204000,0.79600000000000000000,MAKER
1212,btc-updown-15m-1783698300,Down,1783699102,0.09,30.0,,,,,NO_BOOK
1213,btc-updown-15m-1783698300,Down,1783699102,0.07,20.0,,,,,NO_BOOK
1214,btc-updown-15m-1783698300,Down,1783699082,0.04,30.0,0.0900,0.1000,1783699069261000,12.7390000000000000,MAKER
1215,btc-updown-15m-1783698300,Up,1783699073,0.94,1.72,0.9000,0.9100,1783699069261000,3.7390000000000000,TAKER
1216,btc-updown-15m-1783698300,Up,1783699073,0.94,10.0,0.9000,0.9100,1783699069261000,3.7390000000000000,TAKER
1217,btc-updown-15m-1783698300,Up,1783699072,0.91,25.0,0.9000,0.9100,1783699069261000,2.7390000000000000,TAKER
1218,btc-updown-15m-1783698300,Up,1783699061,0.87,20.08,0.8700,0.8800,1783699059189000,1.8110000000000000,MAKER
1219,btc-updown-15m-1783698300,Up,1783699061,0.87,30.0,0.8700,0.8800,1783699059189000,1.8110000000000000,MAKER
1220,btc-updown-15m-1783698300,Down,1783699046,0.07,19.0,,,,,NO_BOOK
1221,btc-updown-15m-1783698300,Down,1783699046,0.07,30.0,,,,,NO_BOOK
1222,btc-updown-15m-1783698300,Down,1783699046,0.07,30.0,,,,,NO_BOOK
1223,btc-updown-15m-1783698300,Down,1783699045,0.06,4.33,,,,,NO_BOOK
1224,btc-updown-15m-1783698300,Up,1783699030,0.94,15.0,0.9100,0.9200,1783699021696000,8.3040000000000000,TAKER
1225,btc-updown-15m-1783698300,Up,1783699025,0.94,25.0,0.9100,0.9200,1783699021696000,3.3040000000000000,TAKER
1226,btc-updown-15m-1783698300,Up,1783699025,0.94,20.0,0.9100,0.9200,1783699021696000,3.3040000000000000,TAKER
1227,btc-updown-15m-1783698300,Up,1783699024,0.93,4.29,0.9100,0.9200,1783699021696000,2.3040000000000000,TAKER
1228,btc-updown-15m-1783698300,Up,1783699022,0.9,5.0,0.9100,0.9200,1783699021696000,0.30400000000000000000,MAKER
1229,btc-updown-15m-1783698300,Up,1783699000,0.88,29.56,0.8800,0.8900,1783698999433000,0.56700000000000000000,MAKER
