sleeve_id,anchor,gate_stack,depth,offset_filter,n_train,n_val,n_lockbox,n_full,wr_train,wr_val,wr_lockbox,wr_full,dpt_25,dpt_train,dpt_val,dpt_full,sum_25_28d,sum_lockbox,max_dd_25,max_dd_full,loss_streak,loss_streak_full,sharpe,sharpe_full,n_days_full,n_days_lock,bootstrap_p_lockbox,bootstrap_p_full
TS_VOLH_OFF[late_360plus]_VWAP[g_vwap_gt_55],offset_late_360plus,g_tr_stack_full_with&g_vol_high&g_vwap_gt_55,3,late_360plus,133,66,36,235,88.7218045112782,92.42424242424242,75.0,87.65957446808511,-3.5018030683088988,-0.4033064108251543,0.777910566747149,-0.5462236838023574,-128.362565693554,-126.06491045912036,146.90844064516148,211.9833626806211,3,4,-18.996443587772053,-2.507474833348089,22,4,0.9444079232687322,0.7954197071785338
HURST_TS_OFF[60-240]_VWAP[none],offset_60-240,g_hurst_trending&g_tr_stack_full_with,2,60-240,233,97,18,348,65.23605150214593,59.79381443298969,83.33333333333334,64.65517241379311,6.518164061562992,-1.3204326695202315,-2.6018995480687273,-1.2721784915308811,-442.7181150527466,117.32695310813385,75.0,622.3935664557516,3,8,40.646522356990296,-3.6293288749177495,22,2,0.04355318942745645,0.90756234499038
HURST_TS_OFF[240-480]_VWAP[none],offset_240-480,g_hurst_trending&g_tr_stack_full_with,2,240-480,161,58,11,230,79.5031055900621,72.41379310344827,81.81818181818183,77.82608695652173,2.0702999213441164,-0.21803955755551505,-3.4539441926794434,-0.9246079687263496,-212.6598328070604,22.773299134785283,25.0,404.78794822235585,1,4,5.077510660453683,-2.580157843473861,23,2,0.3141029408948607,0.8279076731209265
HURST_TS_OFF[480-840]_VWAP[none],offset_480-840,g_hurst_trending&g_tr_stack_full_with,2,480-840,212,66,8,286,88.67924528301887,77.27272727272727,62.5,85.3146853146853,-6.4057952322041,0.6273584684429148,-3.310378476442733,-0.4780816293459974,-136.73134599295526,-51.2463618576328,63.679524346607934,532.6465448511508,2,2,-22.029099831498133,-1.9318023316205624,22,2,,0.7021113023588964
HURST_TS_OFF[late_480plus]_VWAP[none],offset_late_480plus,g_hurst_trending&g_tr_stack_full_with,2,late_480plus,293,92,12,397,86.68941979522185,75.0,75.0,83.6272040302267,-2.616091992604884,0.4320268293305506,-3.8420547015853006,-0.6505750011668889,-258.2782754632549,-31.393103911258606,49.95126594388569,656.4898497457323,1,3,-12.283735464781522,-2.991016841284666,22,2,0.7510418726979542,0.8082698819121995
HURST_TS_OFF[all]_VWAP[g_vwap_sweet],offset_all,g_hurst_trending&g_tr_stack_full_with&g_vwap_sweet,3,all,264,113,24,401,62.878787878787875,55.75221238938053,75.0,61.59600997506235,4.065012711309085,-1.0537937403658393,-3.4422760388386635,-1.4204948498103054,-569.6184347739324,97.56030507141804,92.65502488274545,1080.3375118617912,3,8,30.883224599111614,-4.003535781680127,22,2,0.1320461094504919,0.9240868375960702
HURST_TS_OFF[60-240]_VWAP[g_vwap_sweet],offset_60-240,g_hurst_trending&g_tr_stack_full_with&g_vwap_sweet,3,60-240,179,78,15,272,60.33519553072626,57.692307692307686,80.0,60.66176470588235,7.1078101718559985,-1.4523753247704796,-1.8630553954971532,-1.0980748213413742,-298.6763514048538,106.61715257783997,75.0,528.8900016410207,3,7,27.76037446998391,-3.0076494668053813,22,2,0.053770634698694975,0.8183171019044716
HURST_TS_OFF[240-480]_VWAP[g_vwap_sweet],offset_240-480,g_hurst_trending&g_tr_stack_full_with&g_vwap_sweet,3,240-480,53,23,6,82,67.9245283018868,56.52173913043478,66.66666666666666,64.63414634146342,0.46606484711700286,-0.17821987475282014,-5.485299678967147,-1.6196482548224616,-132.81115689544185,2.7963890827020172,25.0,375.00993652191755,1,6,0.5945366747257789,-2.141208502112009,20,2,,0.7886728974204158
HURST_TS_OFF[late_480plus]_VWAP[g_vwap_sweet],offset_late_480plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_sweet,3,late_480plus,53,20,4,77,64.15094339622641,40.0,75.0,58.44155844155844,-1.0290985198354343,-1.9104160454655434,-10.38382391846889,-4.065518478680432,-313.0449228583933,-4.116394079341737,25.0,464.10624559573967,1,6,-1.3788386342385563,-5.586510435110824,20,2,,0.9743690678471469
HURST_TS_OFF[late_360plus]_VWAP[g_vwap_sweet],offset_late_360plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_sweet,3,late_360plus,85,35,9,129,68.23529411764706,51.42857142857142,66.66666666666666,63.565891472868216,-1.0063163896024376,-0.2144278155607731,-6.961682043999742,-2.1003262276672765,-270.94208336907866,-9.056847506421938,50.0,582.2213149751537,2,7,-1.2939037230690247,-3.4477117002780893,21,2,,0.9116768943948118
HURST_TS_OFF[all]_VWAP[g_vwap_low_mid],offset_all,g_hurst_trending&g_tr_stack_full_with&g_vwap_low_mid,3,all,155,69,14,238,49.03225806451613,50.72463768115942,57.14285714285714,50.0,0.8393563749682122,-3.296693086960018,-2.9411701236098273,-2.950324276295487,-702.1771777583259,11.750989249554971,100.0,1091.4571927033553,4,9,7.499205200335839,-5.384323568223546,22,2,0.44272976961988303,0.9764987143661571
HURST_TS_OFF[60-240]_VWAP[g_vwap_low_mid],offset_60-240,g_hurst_trending&g_tr_stack_full_with&g_vwap_low_mid,3,60-240,114,52,9,175,49.122807017543856,57.692307692307686,66.66666666666666,52.57142857142857,5.448490865987747,-3.735352688770712,-0.31963828019793594,-2.248085595978652,-393.41497929626405,49.036417793889726,75.0,575.4643451315247,3,6,12.197830290403605,-4.5186339275865395,22,2,,0.9192563254673022
HURST_TS_OFF[late_360plus]_VWAP[g_vwap_low_mid],offset_late_360plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_low_mid,3,late_360plus,41,17,5,63,48.78048780487805,29.411764705882355,40.0,42.857142857142854,-7.457085708866951,-2.0770054136327243,-10.95997340934032,-4.900987277175585,-308.76219846206186,-37.285428544334756,50.0,543.5339909510091,2,7,-6.673535155887909,-4.481073705845931,19,2,,0.9391467186004021
HURST_TS_OFF[all]_VWAP[g_vwap_lt_75],offset_all,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_75,3,all,254,105,19,378,56.2992125984252,52.38095238095239,63.1578947368421,55.55555555555556,1.6197542072162017,-1.1629158280154002,-3.850030756732854,-1.7694669836924701,-668.8585198357537,30.77532993710783,100.0,1111.069395270314,4,8,67.31072435716325,-4.3129354717463,22,2,0.36734296208673606,0.9308155700752423
HURST_TS_OFF[60-240]_VWAP[g_vwap_lt_75],offset_60-240,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_75,3,60-240,169,73,13,255,57.98816568047337,58.9041095890411,76.92307692307693,59.21568627450981,7.158519883187891,-1.8216260753224573,-1.1471061598368193,-1.1707168545731002,-298.53279791614057,93.06075848144258,75.0,453.942054692454,3,7,24.380002119512337,-2.9164846716858244,22,2,0.07461512010668864,0.8299752488674588
HURST_TS_OFF[240-480]_VWAP[g_vwap_lt_75],offset_240-480,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_75,3,240-480,49,18,4,71,57.14285714285714,44.44444444444444,50.0,53.52112676056338,-3.0713571360836895,-0.060472677738864236,-8.823297063542517,-2.451661083060626,-174.06793689730443,-12.285428544334758,25.0,370.10627094051586,1,5,-3.656506969723654,-2.6239133480202854,20,2,,0.8110958343404007
HURST_TS_OFF[480-840]_VWAP[g_vwap_lt_75],offset_480-840,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_75,3,480-840,36,14,2,52,47.22222222222222,28.57142857142857,0.0,40.38461538461539,-25.0,0.4288152117441115,-11.54965233179261,-3.774188173505933,-196.2577850223085,-50.0,50.0,507.97944136529304,2,5,0.0,-2.9830963923935294,19,2,,0.7954491286248826
HURST_TS_OFF[late_480plus]_VWAP[g_vwap_lt_75],offset_late_480plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_75,3,late_480plus,55,21,2,78,47.27272727272727,28.57142857142857,0.0,41.02564102564102,-25.0,0.06448871870659932,-12.29153007217758,-3.90481092290854,-304.57525198686614,-50.0,50.0,591.9141536616376,2,7,0.0,-4.272732113760029,20,2,,0.8607678081497394
HURST_TS_OFF[late_360plus]_VWAP[g_vwap_lt_75],offset_late_360plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_75,3,late_360plus,85,32,6,123,52.94117647058824,37.5,33.33333333333333,47.96747967479675,-10.380904757389127,0.1467551342774551,-10.016077493401934,-3.0107782269887227,-370.3257219196129,-62.285428544334756,75.0,753.4212153106553,3,7,-18.537986099769135,-3.90292953585805,21,2,,0.884820836838095
HURST_TS_OFF[all]_VWAP[g_vwap_lt_70],offset_all,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_70,3,all,219,84,18,321,51.598173515981735,48.80952380952381,61.111111111111114,51.4018691588785,1.1585359536682072,-2.0421170553084758,-4.2706318064565165,-2.4458039242644105,-785.1030596888758,20.85364716602773,100.0,1129.794771047303,4,8,48.87410787631441,-5.720528746455068,22,2,0.40845405000140667,0.959477480365712
HURST_TS_OFF[60-240]_VWAP[g_vwap_lt_70],offset_60-240,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_70,3,60-240,145,61,12,218,53.103448275862064,57.377049180327866,75.0,55.5045871559633,6.928256309196873,-2.965247861883121,-0.9528492490009757,-1.8575489378520627,-404.94566845174967,83.13907571036248,75.0,550.4332424569832,3,7,28.344153230884682,-4.58734069434235,22,2,0.1040207221818138,0.9080603391688116
HURST_TS_OFF[240-480]_VWAP[g_vwap_lt_70],offset_240-480,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_70,3,240-480,41,11,4,56,51.21951219512195,27.27272727272727,50.0,46.42857142857143,-3.0713571360836895,-0.9610309042943505,-14.073558270985108,-3.687443510736416,-206.4968366012393,-12.285428544334758,25.0,358.33017531013877,1,5,-3.656506969723654,-3.299254454686031,20,2,,0.8633462910575532
HURST_TS_OFF[late_480plus]_VWAP[g_vwap_lt_70],offset_late_480plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_70,3,late_480plus,49,17,2,68,44.89795918367347,23.52941176470588,0.0,38.23529411764706,-25.0,0.34280152015327353,-13.276966890706955,-3.8075170978604094,-258.91116265450785,-50.0,50.0,517.7568327003636,2,7,0.0,-4.115826892319804,20,2,,0.8286491493988359
HURST_TS_OFF[late_360plus]_VWAP[g_vwap_lt_70],offset_late_360plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_70,3,late_360plus,74,23,6,103,48.64864864864865,26.08695652173913,33.33333333333333,42.71844660194174,-10.380904757389127,-0.23327966404734732,-13.069968154490777,-3.6908484586128765,-380.15739123712626,-62.285428544334756,75.0,717.6983068696964,3,7,-18.537986099769135,-4.234895751624455,21,2,,0.8995415734017498
HURST_TS_OFF[all]_VWAP[g_vwap_lt_65],offset_all,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_65,3,all,172,71,15,258,46.51162790697674,49.29577464788733,53.333333333333336,47.674418604651166,-0.8832673833630018,-2.8269263585888416,-3.5625456130856064,-2.9163607866542787,-752.4210829568038,-13.249010750445027,100.0,1187.3902118909,4,9,-20.067800744451603,-5.505348502823827,22,2,0.5595108677858603,0.970209868391974
HURST_TS_OFF[60-240]_VWAP[g_vwap_lt_65],offset_60-240,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_65,3,60-240,114,52,9,175,49.122807017543856,57.692307692307686,66.66666666666666,52.57142857142857,5.448490865987747,-3.735352688770712,-0.31963828019793594,-2.248085595978652,-393.41497929626405,49.036417793889726,75.0,575.4643451315247,3,6,12.197830290403605,-4.5186339275865395,22,2,,0.9192563254673022
HURST_TS_OFF[late_480plus]_VWAP[g_vwap_lt_65],offset_late_480plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_65,3,late_480plus,43,15,2,60,39.53488372093023,26.666666666666668,0.0,35.0,-25.0,-0.5195198942092442,-11.713895809467882,-4.134129876550262,-248.04779259301574,-50.0,50.0,506.89346263887154,2,6,0.0,-4.086356410907459,20,2,,0.8227517474534166
HURST_TS_OFF[late_360plus]_VWAP[g_vwap_lt_65],offset_late_360plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_lt_65,3,late_360plus,58,19,6,83,41.37931034482759,26.31578947368421,33.33333333333333,37.34939759036144,-10.380904757389127,-1.0413987440934418,-12.437870945199233,-4.32537474289807,-359.0061036605398,-62.285428544334756,75.0,665.6836494311384,3,6,-18.537986099769135,-4.487024434070428,21,2,,0.8914267512540031
HURST_TS_OFF[60-240]_VWAP[g_vwap_gt_50],offset_60-240,g_hurst_trending&g_tr_stack_full_with&g_vwap_gt_50,3,60-240,216,96,17,329,68.05555555555556,59.375,82.35294117647058,66.26139817629179,5.455412934670353,-0.6494726289759023,-2.8850865638734517,-0.9863598118579033,-324.5123781012502,92.74201988939599,75.0,538.406611532309,3,8,133.1889979210862,-2.7837943392871143,22,2,0.07931650139691543,0.8437099663245835
HURST_TS_OFF[240-480]_VWAP[g_vwap_gt_50],offset_240-480,g_hurst_trending&g_tr_stack_full_with&g_vwap_gt_50,3,240-480,150,57,11,218,82.0,73.68421052631578,81.81818181818183,79.81651376146789,2.0702999213441164,-0.8242825414394899,-3.0759432136036446,-1.2669625929199357,-276.197845256546,22.773299134785283,25.0,404.2866602596538,1,3,5.077510660453683,-4.4099643423922785,23,2,0.3141029408948607,0.9358415805354787
HURST_TS_OFF[480-840]_VWAP[g_vwap_gt_50],offset_480-840,g_hurst_trending&g_tr_stack_full_with&g_vwap_gt_50,3,480-840,194,62,7,263,94.3298969072165,80.64516129032258,71.42857142857143,90.49429657794677,-3.7494802653761137,0.7221368689080481,-3.04595022051658,-0.28517385156463665,-75.00072296149943,-26.246361857632795,38.679524346607934,269.38571596723614,1,1,-264.7777179886179,-2.047167826060188,22,2,,0.6992942986706056
HURST_TS_OFF[late_480plus]_VWAP[g_vwap_gt_50],offset_late_480plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_gt_50,3,late_480plus,270,88,11,369,91.48148148148148,77.27272727272727,81.81818181818183,87.8048780487805,-0.5811912646598733,0.2510203443540802,-3.679920076961992,-0.7112481780713067,-262.45057770831215,-6.393103911258606,25.0,524.3256300605179,1,3,-19.46225828430775,-3.9302584445858875,22,2,0.5632659982707126,0.917328205847021
HURST_TS_OFF[late_360plus]_VWAP[g_vwap_gt_50],offset_late_360plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_gt_50,3,late_360plus,344,119,18,481,88.95348837209302,77.31092436974791,77.77777777777779,85.65488565488566,-0.19294792904708402,0.04782607951231943,-3.060316612163325,-0.7301425534678697,-351.19856821804535,-3.473062722847512,43.75308699535156,643.2110644313516,1,4,-0.7918511145695172,-4.251902457559873,23,2,0.5236458439702926,0.9306340798553213
HURST_TS_OFF[60-240]_VWAP[g_vwap_gt_55],offset_60-240,g_hurst_trending&g_tr_stack_full_with&g_vwap_gt_55,3,60-240,191,85,15,291,70.15706806282722,61.1764705882353,80.0,68.04123711340206,3.2346405352228516,-0.6308967285457014,-2.8203853749214023,-1.0711835876020805,-311.7144239922054,48.51960802834277,75.0,422.58253031541915,3,8,77.29011098993372,-3.0854883824751833,22,2,0.20487171873847349,0.8656686507764526
HURST_TS_OFF[240-480]_VWAP[g_vwap_gt_55],offset_240-480,g_hurst_trending&g_tr_stack_full_with&g_vwap_gt_55,3,240-480,147,53,8,208,82.99319727891157,77.35849056603774,100.0,82.21153846153845,6.183188216743262,-0.6595950018987004,-2.272084011430966,-0.8072856353413654,-167.915412151004,49.465505733946095,0.0,298.6983426372087,0,3,20.53612005552252,-3.4212992585489386,23,2,,0.838750153211731
HURST_TS_OFF[480-840]_VWAP[g_vwap_gt_55],offset_480-840,g_hurst_trending&g_tr_stack_full_with&g_vwap_gt_55,3,480-840,191,61,6,258,95.28795811518324,81.9672131147541,83.33333333333334,91.86046511627907,-0.20772697627213196,0.879463950573619,-2.686047765115213,0.011171856705040449,2.882339029900436,-1.2463618576327917,25.0,196.89682224805216,1,1,-0.5357693462072515,0.08452818100365285,22,2,,0.49100102239435073
HURST_TS_OFF[late_480plus]_VWAP[g_vwap_gt_55],offset_late_480plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_gt_55,3,late_480plus,266,83,10,359,92.10526315789474,80.72289156626506,90.0,89.41504178272982,1.8606896088741394,0.2719566575331433,-2.9388512795552857,-0.42612058275913994,-152.97728921053124,18.606896088741394,25.0,394.41731949095146,1,2,7.280649598105122,-2.7804379483300417,22,2,0.2741549086532796,0.808120382808761
HURST_TS_OFF[late_360plus]_VWAP[g_vwap_gt_55],offset_late_360plus,g_hurst_trending&g_tr_stack_full_with&g_vwap_gt_55,3,late_360plus,338,114,14,466,89.94082840236686,79.82456140350878,92.85714285714286,87.55364806866953,3.444224562593807,0.21010990911376418,-2.49359093226201,-0.3541482255817671,-165.03307312110348,48.2191438763133,25.0,438.3027538617851,1,3,585.1523269305491,-2.513543279340421,23,2,0.06747339759113308,0.7806849827247482
TS_MARK_OFF[all]_VWAP[none],offset_all,g_tr_stack_full_with&g_markov_with,2,all,207,64,14,285,79.71014492753623,62.5,85.71428571428571,76.14035087719299,1.4760899330195585,1.2163515199315384,-5.241696022370583,-0.22111762015303527,-63.018521743615054,20.66525906227382,25.0,371.82716430403076,1,7,7.5652249076767815,-0.6082635530740518,21,2,0.3241696894883617,0.579785117383556
TS_MARK_OFF[60-240]_VWAP[none],offset_60-240,g_tr_stack_full_with&g_markov_with,2,60-240,73,23,7,103,68.4931506849315,47.82608695652174,85.71428571428571,65.0485436893204,4.188378408549701,0.5112027780161337,-6.380375422017645,-0.7777881849648556,-80.11218305138013,29.318648859847908,25.0,205.70332879057815,1,5,6.670440995602946,-1.1558277305757814,21,2,,0.6620511655504137
TS_MARK_OFF[240-480]_VWAP[none],offset_240-480,g_tr_stack_full_with&g_markov_with,2,240-480,53,21,5,79,79.24528301886792,61.904761904761905,80.0,74.68354430379746,-2.980060560444505,0.5662975563559342,-5.814436889935981,-1.3543000886584002,-106.98970700401362,-14.900302802222525,25.0,165.08528371434636,1,4,-6.71119458190338,-1.9691758439203624,21,2,,0.7513669931292102
TS_MARK_OFF[480-840]_VWAP[none],offset_480-840,g_tr_stack_full_with&g_markov_with,2,480-840,81,20,2,103,90.12345679012346,80.0,100.0,88.3495145631068,3.1234565023242205,2.2771998931331634,-3.330836801832794,1.204692896230862,124.0833683117788,6.246913004648441,0.0,119.14884713552055,0,2,0.0,2.5949749153223927,19,1,,0.2625886221871204
TS_MARK_OFF[late_480plus]_VWAP[none],offset_late_480plus,g_tr_stack_full_with&g_markov_with,2,late_480plus,107,29,5,141,88.78504672897196,75.86206896551724,100.0,86.52482269503547,2.7055605810828482,2.277989805587663,-3.19923895454941,1.1666296625628463,164.49478242136132,13.52780290541424,0.0,148.875421242529,0,3,16.60669410945528,2.782226443667608,21,2,,0.23656043862330256
TS_MARK_OFF[late_360plus]_VWAP[none],offset_late_360plus,g_tr_stack_full_with&g_markov_with,2,late_360plus,134,41,7,182,85.82089552238806,70.73170731707317,85.71428571428571,82.41758241758241,-1.2361985425105833,1.6004997151541105,-4.602924651836865,0.09392121597673211,17.093661307765245,-8.653389797574082,25.0,257.30256531597587,1,5,-5.201301751280754,0.25402244599878165,21,2,,0.4731691974824113
TS_MARK_OFF[all]_VWAP[g_vwap_sweet],offset_all,g_tr_stack_full_with&g_markov_with&g_vwap_sweet,3,all,78,26,5,109,67.94871794871796,46.15384615384615,60.0,62.38532110091744,-2.134413079040573,1.336485918858549,-5.879610545444492,-0.5440003477595667,-59.29603790579278,-10.672065395202866,25.0,228.01784090146492,1,5,-3.046019023324808,-0.7141510161923436,21,2,,0.6113118891421496
TS_MARK_OFF[60-240]_VWAP[g_vwap_sweet],offset_60-240,g_tr_stack_full_with&g_markov_with&g_vwap_sweet,3,60-240,56,18,4,78,66.07142857142857,44.44444444444444,75.0,61.53846153846154,3.5819836511992835,1.0048409885921639,-5.827159041724942,-0.43961324083449527,-34.28983278509063,14.327934604797134,25.0,149.88133142716723,1,4,2.50016836451898,-0.5439172633415003,21,2,,0.5746968391400553
TS_MARK_OFF[all]_VWAP[g_vwap_low_mid],offset_all,g_tr_stack_full_with&g_markov_with&g_vwap_low_mid,3,all,43,17,3,63,67.44186046511628,41.17647058823529,33.33333333333333,58.730158730158735,-9.168001909553588,6.037814991535876,-5.792215839690584,2.121497930676857,133.654369632642,-27.504005728660765,27.504005728660765,149.59909667363374,1,3,-13.723852116858207,2.152233284201293,20,2,,0.23488771310785644
TS_MARK_OFF[all]_VWAP[g_vwap_lt_75],offset_all,g_tr_stack_full_with&g_markov_with&g_vwap_lt_75,3,all,79,28,4,111,62.0253164556962,39.285714285714285,50.0,55.85585585585585,-4.3955807393951645,3.765230018286323,-8.370804698823255,0.4098046569368262,45.48831691998771,-17.582322957580658,25.0,288.85317753350284,1,5,-6.088069958078065,0.4953298232831227,21,2,,0.4377394529478354
TS_MARK_OFF[60-240]_VWAP[g_vwap_lt_75],offset_60-240,g_tr_stack_full_with&g_markov_with&g_vwap_lt_75,3,60-240,55,18,3,76,63.63636363636363,44.44444444444444,66.66666666666666,59.210526315789465,2.4725590141397813,0.8201409796229073,-5.827159041724942,-0.6889925240706539,-52.363431829369695,7.417677042419344,25.0,156.21582963010763,1,4,1.4501321297603489,-0.8539924747862412,21,2,,0.6160527651530782
TS_MARK_OFF[all]_VWAP[g_vwap_lt_70],offset_all,g_tr_stack_full_with&g_markov_with&g_vwap_lt_70,3,all,69,24,3,96,59.42028985507246,33.33333333333333,33.33333333333333,52.083333333333336,-9.168001909553588,3.97516520549129,-9.878206036614893,0.10109842261959152,9.705448571480787,-27.504005728660765,27.504005728660765,306.49987792786624,1,5,-13.723852116858207,0.11194569581703048,21,2,,0.4865007724824494
TS_MARK_OFF[60-240]_VWAP[g_vwap_lt_70],offset_60-240,g_tr_stack_full_with&g_markov_with&g_vwap_lt_70,3,60-240,45,16,2,63,60.0,43.75,50.0,55.55555555555556,-1.2520028643303824,0.4875773691897655,-5.588539948542772,-1.1107883062191373,-69.97966329180565,-2.504005728660765,25.0,161.76592952361665,1,5,-0.5917845288789848,-1.3268949240541736,20,2,,0.6516150315886494
TS_MARK_OFF[all]_VWAP[g_vwap_lt_65],offset_all,g_tr_stack_full_with&g_markov_with&g_vwap_lt_65,3,all,50,19,3,72,62.0,36.84210526315789,33.33333333333333,54.166666666666664,-9.168001909553588,7.597486278636191,-7.814087856565259,2.831981096227902,203.90263892840895,-27.504005728660765,27.504005728660765,240.22844100646776,1,3,-13.723852116858207,2.707988258500979,21,2,,0.2324098005517607
TS_MARK_OFF[all]_VWAP[g_vwap_gt_50],offset_all,g_tr_stack_full_with&g_markov_with&g_vwap_gt_50,3,all,193,56,14,263,81.34715025906736,66.07142857142857,85.71428571428571,78.32699619771863,1.4760899330195585,-0.21037030461896966,-5.173512558382187,-1.177387501895779,-309.65291299858984,20.66525906227382,25.0,347.9036985093858,1,6,7.5652249076767815,-3.1313015307568817,21,2,0.3241696894883617,0.9180126178899582
TS_MARK_OFF[60-240]_VWAP[g_vwap_gt_50],offset_60-240,g_tr_stack_full_with&g_markov_with&g_vwap_gt_50,3,60-240,70,20,7,97,68.57142857142857,45.0,85.71428571428571,64.94845360824742,4.188378408549701,0.03603414482659336,-8.682854912308205,-1.462021229365512,-141.81605924845465,29.318648859847908,25.0,219.37995337602393,1,5,6.670440995602946,-2.025551221622061,21,2,,0.7798921492930069
TS_MARK_OFF[240-480]_VWAP[g_vwap_gt_50],offset_240-480,g_tr_stack_full_with&g_markov_with&g_vwap_gt_50,3,240-480,48,17,5,70,81.25,70.58823529411765,80.0,78.57142857142857,-2.980060560444505,-1.56719063911463,-4.378992293328383,-2.350976035232961,-164.56832246630728,-14.900302802222525,25.0,164.5683224663073,1,2,-6.71119458190338,-5.628472996402268,21,2,,0.9446642096028435
TS_MARK_OFF[480-840]_VWAP[g_vwap_gt_50],offset_480-840,g_tr_stack_full_with&g_markov_with&g_vwap_gt_50,3,480-840,75,19,2,96,93.33333333333333,84.21052631578947,100.0,91.66666666666666,3.1234565023242205,0.42801722330906167,-2.1903545282450465,-0.034047200873206375,-3.268531283827812,6.246913004648441,0.0,57.28484734318299,0,1,0.0,-0.14063913582143833,19,1,,0.5161965470984885
TS_MARK_OFF[late_480plus]_VWAP[g_vwap_gt_50],offset_late_480plus,g_tr_stack_full_with&g_markov_with&g_vwap_gt_50,3,late_480plus,99,25,5,129,91.91919191919192,84.0,100.0,90.69767441860465,2.7055605810828482,0.30325597760045986,-1.804704959194392,-0.012151002263566345,-1.5674792920000584,13.52780290541424,0.0,69.08169552412237,0,2,16.60669410945528,-0.05259049908679758,21,2,,0.5060734135017291
TS_MARK_OFF[late_360plus]_VWAP[g_vwap_gt_50],offset_late_360plus,g_tr_stack_full_with&g_markov_with&g_vwap_gt_50,3,late_360plus,123,36,7,166,88.6178861788618,77.77777777777779,85.71428571428571,86.14457831325302,-1.2361985425105833,-0.3506004791001838,-3.223877917312178,-1.0110653840369586,-167.83685375013513,-8.653389797574082,25.0,170.98435886808542,1,3,-5.201301751280754,-3.612314055756952,21,2,,0.8907520255308126
TS_MARK_OFF[all]_VWAP[g_vwap_gt_55],offset_all,g_tr_stack_full_with&g_markov_with&g_vwap_gt_55,3,all,181,54,12,247,82.87292817679558,68.51851851851852,91.66666666666666,80.16194331983806,1.930772065911216,-0.3745083590932866,-4.4391982086926385,-1.1511475768192423,-284.33345147435284,23.16926479093459,25.0,325.0882427138097,1,6,7.841530531056352,-3.0640348874413337,21,2,0.21652579285923879,0.9247373822626586
TS_MARK_OFF[60-240]_VWAP[g_vwap_gt_55],offset_60-240,g_tr_stack_full_with&g_markov_with&g_vwap_gt_55,3,60-240,60,18,6,84,70.0,50.0,83.33333333333334,66.66666666666666,1.137109098084779,-0.4590869342993692,-6.869838791453561,-1.718805472804971,-144.37965971561758,6.822654588508673,25.0,234.44393523887925,1,4,2.8532268828476206,-2.330441577099173,21,2,,0.8104438650439239
TS_MARK_OFF[240-480]_VWAP[g_vwap_gt_55],offset_240-480,g_tr_stack_full_with&g_markov_with&g_vwap_gt_55,3,240-480,48,17,4,69,81.25,70.58823529411765,100.0,79.71014492753623,2.524924299444369,-1.56719063911463,-4.378992293328383,-2.022729311105903,-139.56832246630728,10.099697197777475,0.0,155.47720109606735,0,2,1450.9317889870913,-4.775511633426235,21,2,,0.9187426754613264
TS_MARK_OFF[480-840]_VWAP[g_vwap_gt_55],offset_480-840,g_tr_stack_full_with&g_markov_with&g_vwap_gt_55,3,480-840,73,19,2,94,94.52054794520548,84.21052631578947,100.0,92.5531914893617,3.1234565023242205,0.4792377224599928,-2.1903545282450465,-0.004100737153488857,-0.3854692924279526,6.246913004648441,0.0,50.425599993409236,0,1,0.0,-0.018193519145522714,19,1,,0.5020406200305879
TS_MARK_OFF[late_480plus]_VWAP[g_vwap_gt_55],offset_late_480plus,g_tr_stack_full_with&g_markov_with&g_vwap_gt_55,3,late_480plus,97,25,5,127,92.78350515463917,84.0,100.0,91.33858267716536,2.7055605810828482,0.33923096674067393,-1.804704959194392,0.010358918892911786,1.3155826993997968,13.52780290541424,0.0,69.08169552412237,0,2,16.60669410945528,0.046827726875306286,21,2,,0.49430875105639516
TS_MARK_OFF[late_360plus]_VWAP[g_vwap_gt_55],offset_late_360plus,g_tr_stack_full_with&g_markov_with&g_vwap_gt_55,3,late_360plus,121,36,6,163,89.25619834710744,77.77777777777779,100.0,87.11656441717791,2.724435033737653,-0.3325685697348988,-3.223877917312178,-0.858612219378744,-139.95379175873526,16.346610202425918,0.0,156.30040196116124,0,3,29.01009431292295,-3.0400551369078306,21,2,,0.8672154115356127
