stack,depth,n_tr,wr_tr,dpt_tr,dd_tr,ls_tr,n_v,wr_v,dpt_v,dd_v,ls_v,n_l,wr_l,dpt_l,dd_l,ls_l,sum_l,score_l,stack_canon
g_hod_european_morning|g_ribbon_slope_with|g_tr_in_active_session|g_tr_stack_full_with,4,499,0.7835671342685371,2.0291220567873256,300.2436480462316,4,149,0.7986577181208053,1.7153889405223683,174.05272709120004,2,111,0.7297297297297297,0.5280802106457219,184.0596767902237,7,58.61690338167513,5.5636702530968645,g_hod_european_morning|g_ribbon_slope_with|g_tr_in_active_session|g_tr_stack_with
g_hod_european_morning|g_ribbon_slope_with|g_tr_above_ema800|g_tr_stack_with,4,499,0.7835671342685371,2.0291220567873256,300.2436480462316,4,149,0.7986577181208053,1.7153889405223683,174.05272709120004,2,111,0.7297297297297297,0.5280802106457219,184.0596767902237,7,58.61690338167513,5.5636702530968645,g_hod_european_morning|g_ribbon_slope_with|g_tr_above_ema800|g_tr_stack_with
g_bb_pos_with|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,4,408,0.7034313725490197,2.464090146048396,456.0159139104743,6,246,0.6788617886178862,-2.2901392355839394,566.5946444415666,5,105,0.6761904761904762,0.5045470206914902,213.53193920848196,6,52.977437172606464,5.1700684801372985,g_bb_pos_with|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_cci_with|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,4,404,0.7054455445544554,2.5550309453933555,462.1591714915263,6,245,0.6816326530612244,-2.2522359761813417,555.0182066523463,5,105,0.6761904761904762,0.5045470206914902,213.53193920848196,6,52.977437172606464,5.1700684801372985,g_cci_with|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_rf_strong|g_tr_above_ema800|g_vol_high,3,292,0.6952054794520548,3.942173768867708,327.3104246427527,5,164,0.6951219512195121,-1.7738773897487414,435.1576560638154,7,76,0.6710526315789473,0.5714789724458624,158.5239722696931,3,43.43240190588555,4.982038178499959,g_rf_strong|g_tr_above_ema800|g_vol_high
g_hod_overnight|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,54,0.7962962962962963,3.6117161334891374,75.0,4,17,0.7647058823529411,-2.551418532180758,75.0,3,16,0.75,1.0350657968142318,75.0,4,16.56105274902771,4.140263187256927,g_hod_overnight|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_mfi_with|g_rf_with|g_tr_above_ema800|g_vol_high,4,285,0.7298245614035088,4.9848534823261765,250.46044017646025,5,160,0.69375,-1.6004172884486636,276.55031612992155,5,73,0.6986301369863014,0.4783484545143646,100.0,4,34.919437179548616,4.087010986937584,g_mfi_with|g_rf_with|g_tr_above_ema800|g_vol_high
g_hod_european_morning|g_rf_aged|g_tr_above_ema50|g_tr_above_ema800,4,153,0.803921568627451,4.160698228537343,132.5786934737094,3,33,0.7575757575757576,-2.053743720718878,74.56172523344704,2,15,0.7333333333333333,0.9743868551588571,36.98668988738973,1,14.615802827382858,3.773784062793673,g_hod_european_morning|g_rf_aged|g_tr_above_ema50|g_tr_above_ema800
g_bb_pos_with|g_hod_european_morning|g_rf_aged|g_tr_above_ema800,4,157,0.8089171974522293,4.242965253545985,115.76403971370014,3,32,0.78125,-1.3366732119913436,74.56172523344704,2,15,0.7333333333333333,0.9743868551588571,36.98668988738973,1,14.615802827382858,3.773784062793673,g_bb_pos_with|g_hod_european_morning|g_rf_aged|g_tr_above_ema800
g_cci_with|g_hod_european_morning|g_rf_aged|g_tr_above_ema800,4,157,0.8152866242038217,4.492680244590231,115.76403971370014,3,32,0.78125,-1.3366732119913436,74.56172523344704,2,15,0.7333333333333333,0.9743868551588571,36.98668988738973,1,14.615802827382858,3.773784062793673,g_cci_with|g_hod_european_morning|g_rf_aged|g_tr_above_ema800
g_hod_european_morning|g_rf_aged|g_tr_above_ema200|g_tr_above_ema800,4,171,0.8011695906432749,3.847197647009776,159.67195070141292,3,38,0.7631578947368421,-2.2119194525329973,99.56172523344704,3,15,0.7333333333333333,0.9743868551588571,36.98668988738973,1,14.615802827382858,3.773784062793673,g_hod_european_morning|g_rf_aged|g_tr_above_ema200|g_tr_above_ema800
g_hod_european_morning|g_rf_aged|g_tr_above_cloud|g_tr_above_ema800,4,164,0.7987804878048781,3.961149768915377,136.85564581873658,3,37,0.7567567567567568,-2.278389559603632,99.56172523344704,3,15,0.7333333333333333,0.9743868551588571,36.98668988738973,1,14.615802827382858,3.773784062793673,g_hod_european_morning|g_rf_aged|g_tr_above_cloud|g_tr_above_ema800
g_hod_european_morning|g_rf_aged|g_ribbon_agrees|g_tr_above_ema800,4,167,0.7964071856287425,3.824827228296453,161.85564581873658,3,33,0.7575757575757576,-1.981105296435922,99.56172523344704,3,15,0.7333333333333333,0.9743868551588571,36.98668988738973,1,14.615802827382858,3.773784062793673,g_hod_european_morning|g_rf_aged|g_ribbon_agrees|g_tr_above_ema800
g_ribbon_agrees|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,4,444,0.7004504504504504,2.077730496695913,423.9963217089029,5,268,0.6828358208955224,-2.359802965595424,635.6475872674908,5,109,0.6788990825688074,0.3565971639332147,177.11763802547554,7,38.869090868720406,3.722983691670984,g_ribbon_agrees|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_hod_european_morning|g_off_120_360|g_off_60_240|g_tr_stack_with,4,163,0.7423312883435583,2.2060367744195943,103.66761641164749,4,53,0.6981132075471698,-0.6214048589125976,220.58657597113,4,46,0.6739130434782609,0.4964069041565753,147.891075199619,5,22.834717591202462,3.366795429891532,g_hod_european_morning|g_off_120_360|g_off_60_240|g_tr_stack_with
g_cci_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,4,401,0.7107231920199502,2.597945315137213,463.1197382299928,6,240,0.6791666666666667,-2.5814387816509186,622.7657000841381,5,106,0.6792452830188679,0.3140874508602924,207.6001906266868,6,33.293269791190994,3.233728225983,g_cci_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_mfi_with|g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,154,0.7532467532467533,10.13687620912518,205.943581560569,6,97,0.711340206185567,-1.4568634090692114,175.77175053596127,4,33,0.7272727272727273,0.5537388713428362,151.25967282333386,6,18.273382754313594,3.180987636252184,g_mfi_with|g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_bb_pos_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,4,402,0.7114427860696517,2.5816051749342783,459.8212805579973,6,240,0.6791666666666667,-2.525507272439336,609.3421378733582,5,105,0.6761904761904762,0.3021851422652338,207.6001906266868,6,31.72943993784956,3.096476274996348,g_bb_pos_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_cci_with|g_tr_above_ema800|g_vol_high,3,431,0.703016241299304,2.306537324300995,464.20723172146376,6,264,0.6742424242424242,-2.48094559515786,658.1900296095924,6,112,0.6696428571428571,0.2694354524109409,232.6001906266868,7,30.17677067002539,2.851436805854113,g_cci_with|g_tr_above_ema800|g_vol_high
g_rf_with|g_tight_ribbon|g_tr_above_ema800|g_vol_high,4,315,0.7142857142857143,2.2164300219449924,393.5862428853403,7,169,0.6390532544378699,-2.9434559017744317,547.9222235083971,5,87,0.6666666666666666,0.3002229906231647,171.1058821004633,4,26.11940018421533,2.8002936339941864,g_rf_with|g_tight_ribbon|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_cci_with|g_tr_above_ema800|g_vol_high,4,427,0.702576112412178,2.3456506982906404,464.7072312348953,6,260,0.6730769230769231,-2.5100317250664363,655.8286410051909,6,111,0.6666666666666666,0.2577742415917469,232.6001906266868,7,28.61294081668391,2.715820155814857,g_bb_pos_with|g_cci_with|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_tr_above_ema800|g_vol_high,3,435,0.7034482758620689,2.292027307443068,458.5639736538433,6,263,0.6730038022813688,-2.479677853259812,655.375667895248,6,111,0.6666666666666666,0.2577742415917469,232.6001906266868,7,28.61294081668391,2.715820155814857,g_bb_pos_with|g_tr_above_ema800|g_vol_high
g_hod_overnight|g_off_60|g_tr_stack_full_with,3,124,0.6854838709677419,2.205115337702031,123.06959776815889,3,45,0.7333333333333333,4.02001474217141,100.0,4,22,0.6363636363636364,0.4059439560879674,81.70109372996075,2,8.930767033935282,1.9040459292400729,g_hod_overnight|g_off_60|g_tr_stack_with
g_tr_above_cloud|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,4,431,0.7076566125290024,2.4838224682515446,366.8726492495095,5,259,0.6833976833976834,-2.2126613043356587,576.2996703108531,4,110,0.6727272727272727,0.1611959470361895,202.11763802547557,7,17.731554173980847,1.6906373554072267,g_tr_above_cloud|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_rf_strong|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,4,257,0.7042801556420234,4.656051820329877,221.22663014857,4,153,0.7058823529411765,-1.4194523204421627,406.6376683695379,5,64,0.65625,0.0818739199762803,158.5239722696931,4,5.239930878481943,0.6549913598102428,g_rf_strong|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_mfi_with|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,4,347,0.7031700288184438,3.008387864960038,308.73017699892904,5,213,0.6995305164319249,-1.5817091079971433,377.1652794803094,6,95,0.6736842105263158,0.0517887174237568,150.0,7,4.919928155256898,0.5047739781107824,g_mfi_with|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_hod_european_morning|g_mfi_with|g_tight_ribbon|g_tr_stack_full_with,4,417,0.7913669064748201,2.141640540489281,272.7904385923049,4,141,0.7801418439716312,0.9493517078960227,142.95434648596233,3,90,0.7,0.047757196421913,170.53542758500373,5,4.29814767797217,0.4530645460718662,g_hod_european_morning|g_mfi_with|g_tight_ribbon|g_tr_stack_with
g_cci_with|g_ribbon_agrees|g_tr_above_ema800|g_vol_high,4,407,0.7125307125307125,2.716285470568259,408.7603491146804,6,244,0.6762295081967213,-2.595080352820722,636.4199985761737,6,102,0.6666666666666666,0.0360214081723447,182.6001906266868,6,3.6741836335791622,0.3637983897233517,g_cci_with|g_ribbon_agrees|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_ribbon_agrees|g_tr_above_ema800|g_vol_high,4,407,0.714987714987715,2.767954288635968,405.4618914426849,6,243,0.6748971193415638,-2.5941779603864674,633.6056368618291,6,102,0.6666666666666666,0.0360214081723447,182.6001906266868,6,3.6741836335791622,0.3637983897233517,g_bb_pos_with|g_ribbon_agrees|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,181,0.7292817679558011,7.37449373258379,277.685731715382,7,116,0.7068965517241379,-1.7415781550566507,204.21989724159988,5,39,0.6923076923076923,0.0555318598502175,240.2661976942382,6,2.1657425341584826,0.3467963536119487,g_bb_pos_with|g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_cci_with|g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,180,0.7277777777777777,7.304633919374225,277.6857317153821,7,116,0.6982758620689655,-2.0496647050995787,233.85488672295085,5,39,0.6923076923076923,0.0555318598502175,240.2661976942382,6,2.1657425341584826,0.3467963536119487,g_cci_with|g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_hod_european_morning|g_off_60_240|g_tr_stack_with|g_tr_within_adr,4,148,0.7027027027027027,2.326937185429512,144.4259416595886,5,52,0.7115384615384616,0.8719279669025528,155.5318490377183,3,47,0.6382978723404256,0.0341777766942208,157.98917861677978,6,1.6063555046283788,0.2343110320252145,g_hod_european_morning|g_off_60_240|g_tr_stack_with|g_tr_within_adr
g_dir_up|g_rf_fresh|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,5,300,0.77,4.197976265616371,320.39826358939945,7,159,0.7358490566037735,-1.08057398990826,275.5486175149937,9,60,0.5333333333333333,-8.334677371123268,475.08064226739606,9,-500.08064226739606,0.0,g_dir_up|g_rf_fresh|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_dir_up|g_ribbon_slope_with|g_tight_ribbon|g_tr_above_ema800|g_vol_high,5,178,0.7528089887640449,5.18169710793191,315.13448305341694,7,89,0.6853932584269663,-2.41463574769578,387.7947501585692,7,43,0.4651162790697674,-9.888624537766418,400.210855123956,6,-425.210855123956,0.0,g_dir_up|g_ribbon_slope_with|g_tight_ribbon|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,209,0.722488038277512,6.009420115870418,304.5613149466028,9,131,0.7099236641221374,-2.120293614937632,263.82958588679674,6,52,0.6538461538461539,-1.8977283560401648,315.1660461333137,8,-98.6818745140886,0.0,g_bb_pos_with|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_off_240_480|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,5,129,0.8217054263565892,3.836581247608106,107.55264992698756,3,68,0.7794117647058824,-0.0141292725559725,118.23726406800634,4,29,0.3793103448275862,-13.118677937435216,355.4416601856213,6,-380.4416601856213,0.0,g_dir_up|g_off_240_480|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_with|g_tight_ribbon|g_tr_above_ema800|g_vol_high,5,189,0.7671957671957672,5.240612655533075,308.6257050956592,6,93,0.6451612903225806,-3.248987788709652,355.89204582617646,6,44,0.5454545454545454,-7.998554507780629,333.6316882262579,7,-351.9363983423477,0.0,g_dir_up|g_rf_with|g_tight_ribbon|g_tr_above_ema800|g_vol_high
g_cci_with|g_dir_up|g_tight_ribbon|g_tr_above_ema800|g_vol_high,5,185,0.7621621621621621,5.347963253563891,161.42224762736123,5,107,0.6542056074766355,-3.287584170881099,436.9960849820057,6,47,0.4680851063829787,-10.062343000251522,447.9301210118216,7,-472.9301210118216,0.0,g_cci_with|g_dir_up|g_tight_ribbon|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_dir_up|g_tight_ribbon|g_tr_above_ema800|g_vol_high,5,184,0.7663043478260869,5.4741053985019175,160.6645164135772,5,105,0.6571428571428571,-3.2131495883877403,422.60528547844086,6,46,0.4565217391304347,-10.31508588837311,449.493950865163,7,-474.4939508651631,0.0,g_bb_pos_with|g_dir_up|g_tight_ribbon|g_tr_above_ema800|g_vol_high
g_dir_up|g_mfi_with|g_rf_fresh|g_tr_above_ema800|g_vol_high,5,226,0.7743362831858407,4.832159310304623,271.56404967353933,6,124,0.6935483870967742,-2.4046032449297905,405.517296089266,8,51,0.5294117647058824,-8.076553129214581,386.9042095899436,10,-411.9042095899436,0.0,g_dir_up|g_mfi_with|g_rf_fresh|g_tr_above_ema800|g_vol_high
g_dir_up|g_ribbon_agrees|g_tight_ribbon|g_tr_above_ema800|g_vol_high,5,217,0.7741935483870968,4.805253791316426,176.92040737529396,5,118,0.6864406779661016,-2.1357569397010803,344.16421680668753,7,46,0.4782608695652174,-9.693904438691158,420.9196041797933,8,-445.9196041797933,0.0,g_dir_up|g_ribbon_agrees|g_tight_ribbon|g_tr_above_ema800|g_vol_high
g_tr_above_ema50|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,4,407,0.7100737100737101,3.145360642330306,397.1519132868182,5,267,0.6779026217228464,-2.383446241534507,639.6005389776308,4,70,0.6857142857142857,-1.215281387177925,157.1715917896477,6,-85.06969710245477,0.0,g_tr_above_ema50|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_hod_european_morning|g_rf_aged|g_tight_ribbon|g_tr_above_ema800,4,187,0.786096256684492,3.74864250509284,213.33287008729604,4,48,0.7708333333333334,-0.8834981388804382,77.3352132285215,2,19,0.6842105263157895,-1.899722354739103,92.98287818443646,2,-36.09472474004295,0.0,g_hod_european_morning|g_rf_aged|g_tight_ribbon|g_tr_above_ema800
g_tr_above_ema800|g_tr_above_pp|g_vol_high,3,381,0.7060367454068242,4.263989896194176,737.2618963975915,13,215,0.7069767441860465,-2.237777529176535,456.1221687729548,8,85,0.6235294117647059,-2.0807644730269947,512.2226379979938,13,-176.86498020729456,0.0,g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_mfi_with|g_tr_above_ema800|g_vol_high,3,440,0.7090909090909091,3.4187572197285414,325.5434304568714,5,265,0.6792452830188679,-2.2909224164296416,610.8632423299431,5,114,0.6666666666666666,-0.5092109041978821,150.0,7,-58.05004307855855,0.0,g_mfi_with|g_tr_above_ema800|g_vol_high
g_tr_above_ema50|g_tr_above_ema800|g_vol_high,3,443,0.7110609480812641,2.7907217866474894,337.3974074721014,5,267,0.6779026217228464,-2.383446241534507,639.6005389776308,4,112,0.6607142857142857,-0.2881111234465994,227.11763802547557,7,-32.26844582601913,0.0,g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_rf_fresh|g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,201,0.746268656716418,3.829502592114425,497.7645610798279,14,119,0.7226890756302521,-1.2925094553294956,198.61862203547224,4,47,0.6808510638297872,-1.1394851505856876,265.2661976942382,7,-53.55580207752731,0.0,g_rf_fresh|g_rf_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_rf_fresh|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high,5,268,0.7313432835820896,3.120022839222884,506.6608951170692,14,157,0.7388535031847133,-1.467227344794988,253.4513173422846,5,61,0.6557377049180327,-2.371583778425267,340.16604613331367,9,-144.6666104839413,0.0,g_rf_fresh|g_tr_above_ema200|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_dir_up|g_off_240_480|g_tr_above_cloud|g_tr_above_ema800|g_vol_high,5,97,0.8350515463917526,5.32157134607224,75.0,3,54,0.7592592592592593,-0.2664642750185934,96.89818345388942,3,24,0.375,-12.958077569088111,285.99386165811467,6,-310.99386165811467,0.0,g_dir_up|g_off_240_480|g_tr_above_cloud|g_tr_above_ema800|g_vol_high
g_dir_up|g_off_240_480|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,5,92,0.8152173913043478,5.021451040536396,124.07997305646006,3,49,0.8163265306122449,2.0427899135966,100.0,4,24,0.3333333333333333,-15.114507072630404,337.74816974312967,5,-362.74816974312967,0.0,g_dir_up|g_off_240_480|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_dir_up|g_off_120_360|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,5,98,0.7653061224489796,4.736786729576049,100.88101888727346,3,55,0.7636363636363637,2.784845496401409,80.04153097776491,3,28,0.3928571428571428,-12.097161040977635,315.12774878490234,7,-338.72050914737383,0.0,g_dir_up|g_off_120_360|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_cci_with|g_dir_up|g_off_240_480|g_tr_above_ema800|g_vol_high,5,97,0.8144329896907216,5.028140349036486,75.0,3,59,0.7627118644067796,-0.6435967995123392,93.23726406800634,3,26,0.3461538461538461,-14.10162324936687,341.64220448353865,6,-366.64220448353865,0.0,g_cci_with|g_dir_up|g_off_240_480|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_dir_up|g_off_240_480|g_tr_above_ema800|g_vol_high,5,97,0.8144329896907216,5.028140349036486,75.0,3,58,0.7586206896551724,-0.8376105459941932,93.23726406800635,3,25,0.32,-14.728241373475209,343.2060343368801,6,-368.2060343368802,0.0,g_bb_pos_with|g_dir_up|g_off_240_480|g_tr_above_ema800|g_vol_high
g_dir_up|g_off_240_480|g_rf_with|g_tr_above_ema800|g_vol_high,5,99,0.8383838383838383,4.554540983682164,93.17206532677238,3,45,0.7333333333333333,-0.5429441431778821,97.3981829673209,3,25,0.48,-10.042698478896163,235.60083461693705,6,-251.0674619724041,0.0,g_dir_up|g_off_240_480|g_rf_with|g_tr_above_ema800|g_vol_high
g_hod_european_morning|g_rf_aged|g_tr_above_ema800|g_tr_in_active_session,4,204,0.7892156862745098,3.331714334186562,209.67195070141292,4,52,0.7884615384615384,-0.1318951234610089,76.62971289350342,2,21,0.6666666666666666,-2.455568967352739,92.98287818443646,2,-51.566948314407526,0.0,g_hod_european_morning|g_rf_aged|g_tr_above_ema800|g_tr_in_active_session
g_dir_up|g_off_120_360|g_ribbon_agrees|g_tr_above_ema800|g_vol_high,5,109,0.7798165137614679,3.85716383629566,80.98400997688327,4,58,0.8103448275862069,3.995884135699321,50.0,2,27,0.4074074074074074,-11.6192781165694,290.12774878490234,7,-313.72050914737383,0.0,g_dir_up|g_off_120_360|g_ribbon_agrees|g_tr_above_ema800|g_vol_high
g_rf_strong|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,4,257,0.7003891050583657,4.411033666379157,231.8122857478165,5,145,0.7034482758620689,-1.777658654530126,397.5205853257696,5,66,0.6515151515151515,-0.5631823184318652,133.5239722696931,3,-37.17003301650311,0.0,g_rf_strong|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_hod_european_morning|g_rf_aged|g_rf_with|g_tr_above_ema800,4,161,0.8198757763975155,4.617220802128316,96.8463817019042,3,32,0.8125,0.224703848944082,49.56172523344705,2,16,0.6875,-0.6490123232885716,61.98668988738973,2,-10.384197172617146,0.0,g_hod_european_morning|g_rf_aged|g_rf_with|g_tr_above_ema800
g_mfi_with|g_ribbon_agrees|g_tr_above_ema800|g_vol_high,4,358,0.7122905027932961,3.026696462192648,376.3649500246235,5,220,0.6954545454545454,-1.9137300242111852,420.5617347930246,5,89,0.6292134831460674,-1.6686461245237794,165.45912124358,7,-148.50950508261636,0.0,g_mfi_with|g_ribbon_agrees|g_tr_above_ema800|g_vol_high
g_dir_up|g_tight_ribbon|g_tr_above_ema800|g_vol_high,4,335,0.7253731343283583,3.091638361469698,653.6908013027169,8,184,0.6847826086956522,-2.778447905545403,574.5531050689146,9,72,0.4722222222222222,-10.024561362003116,696.7684180642243,11,-721.7684180642243,0.0,g_dir_up|g_tight_ribbon|g_tr_above_ema800|g_vol_high
g_dir_up|g_rf_fresh|g_tr_above_ema800|g_vol_high,4,387,0.7416020671834626,2.7943743640381453,736.4155488909059,10,205,0.697560975609756,-2.4070629264964083,556.7665903803241,11,79,0.5063291139240507,-8.228190725193734,625.0270672903049,12,-650.027067290305,0.0,g_dir_up|g_rf_fresh|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,4,411,0.7153284671532847,3.044264464859088,363.8881207942956,6,249,0.6666666666666666,-2.740236674734038,685.5393244966928,5,105,0.6571428571428571,-0.443963033755438,238.53193920848196,6,-46.61611854432099,0.0,g_bb_pos_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_ribbon_slope_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,4,334,0.7095808383233533,3.35790004352447,251.35851590937204,4,184,0.7065217391304348,-1.0751793947437405,329.1743998330721,4,85,0.6588235294117647,-0.5417046872915182,229.1103656262221,4,-46.04489841977905,0.0,g_ribbon_slope_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_ribbon_slope_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,4,343,0.7084548104956269,3.1861155853130065,247.63728929018976,5,186,0.7096774193548387,-1.4331072631005797,347.79324591489456,4,87,0.6551724137931034,-1.0414965622776715,204.1103656262221,4,-90.61020091815745,0.0,g_ribbon_slope_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_mfi_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high,4,380,0.7026315789473684,3.141547868681931,366.44335297772295,5,229,0.7030567685589519,-1.6508078482691635,406.4224656781034,6,98,0.6632653061224489,-0.674291781330811,150.0,7,-66.08059457041948,0.0,g_mfi_with|g_tr_above_ema200|g_tr_above_ema800|g_vol_high
g_rf_fresh|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,360,0.7083333333333334,2.184821563635342,870.3066442709135,21,199,0.7085427135678392,-2.2583710656778107,424.4158420698842,7,81,0.6296296296296297,-1.9778090101954189,487.2226379979938,12,-160.20252982582892,0.0,g_rf_fresh|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_rf_with|g_tr_above_ema800|g_tr_in_active_session|g_vol_high,4,390,0.7102564102564103,3.1362729498201363,401.16690328464887,6,230,0.6739130434782609,-2.1138671418596133,547.1698505539,5,64,0.671875,-1.6608504334808472,192.96392755855464,4,-106.29442774277422,0.0,g_rf_with|g_tr_above_ema800|g_tr_in_active_session|g_vol_high
g_ribbon_agrees|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,4,321,0.7133956386292835,3.4655844926650885,231.00235493523064,5,178,0.7191011235955056,-0.9176708072205104,320.12705514079266,4,78,0.6538461538461539,-0.9439923217409651,179.11036562622212,3,-73.63140109579528,0.0,g_ribbon_agrees|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_mfi_with|g_tight_ribbon|g_tr_above_ema800|g_vol_high,4,324,0.7006172839506173,2.7437282873019218,400.5880657200838,6,197,0.6446700507614214,-2.938658120888242,582.6844517910722,6,97,0.6391752577319587,-0.8419353397375037,150.0,7,-81.66772795453785,0.0,g_mfi_with|g_tight_ribbon|g_tr_above_ema800|g_vol_high
g_mfi_with|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,4,274,0.7116788321167883,4.252476832315347,211.2889855669072,4,148,0.722972972972973,-0.5399868905296424,243.4811828084717,4,74,0.6621621621621622,-1.022521267176023,139.69812459223235,3,-75.66657377102572,0.0,g_mfi_with|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_rf_with|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,4,318,0.7138364779874213,3.874290209961464,311.7885986056069,5,172,0.7093023255813954,-0.7197157308856935,332.36693971014563,3,80,0.675,-0.1917952786133062,219.2372169642128,4,-15.343622289064498,0.0,g_rf_with|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
g_cci_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high,4,408,0.7181372549019608,3.143465426351479,370.0313783753476,6,248,0.6693548387096774,-2.69176198508195,670.7773647882408,5,105,0.6571428571428571,-0.443963033755438,238.53193920848196,6,-46.61611854432099,0.0,g_cci_with|g_tr_above_ema50|g_tr_above_ema800|g_vol_high
g_bb_pos_with|g_mfi_with|g_tr_above_ema800|g_vol_high,4,322,0.7080745341614907,3.5796692401968127,358.1374688926413,6,196,0.6887755102040817,-1.996066008657862,390.7700671635051,6,87,0.6551724137931034,-0.6304793470007191,125.0,6,-54.85170318906256,0.0,g_bb_pos_with|g_mfi_with|g_tr_above_ema800|g_vol_high
g_ribbon_slope_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high,4,213,0.7136150234741784,6.0829163125014345,389.5512574826541,10,126,0.6825396825396826,-2.6304570312083286,317.00908053404464,8,48,0.625,-2.367444167643407,294.404537021606,7,-113.63732004688352,0.0,g_ribbon_slope_with|g_tr_above_ema800|g_tr_above_pp|g_vol_high
g_cci_with|g_mfi_with|g_tr_above_ema800|g_vol_high,4,322,0.7080745341614907,3.525842985137157,384.9822697748347,6,197,0.6903553299492385,-1.9995657873235584,393.4555895693051,6,87,0.6551724137931034,-0.6304793470007191,125.0,6,-54.85170318906256,0.0,g_cci_with|g_mfi_with|g_tr_above_ema800|g_vol_high
g_cci_with|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high,4,310,0.7096774193548387,3.589810520985916,206.57086658652364,4,174,0.7011494252873564,-1.2170193624678038,328.26534505324537,4,82,0.6463414634146342,-1.0996508696148044,240.5246668092285,4,-90.17137130841397,0.0,g_cci_with|g_ribbon_slope_with|g_tr_above_ema800|g_vol_high
