sid,fire_us,pnl,won,vwap,slug
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779927300000000,-5.0,0,0.029999999999999995,sol-updown-5m-1779927000
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779927600000000,0.683661363636363,1,0.8775603821376574,sol-updown-5m-1779927300
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779927900000000,-5.0,0,0.7623762376237623,sol-updown-5m-1779927600
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779927900000000,-5.0,0,0.66,sol-updown-5m-1779927600
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779927900000000,-5.0,0,0.66,sol-updown-5m-1779927600
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779927900000000,-5.0,0,0.65,sol-updown-5m-1779927600
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779927900000000,-5.0,0,0.7425742574257426,sol-updown-5m-1779927600
poly_sniper_v5_sol_5m_cci_f7_mfi_partial_vwap_v6,1779927900000000,3.266666666666667,1,0.6,sol-updown-5m-1779927600
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779927900000000,-5.0,0,0.7425742574257426,sol-updown-5m-1779927600
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779927900000000,3.266666666666667,1,0.6,sol-updown-5m-1779927600
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779927900000000,-5.0,0,0.7425742574257426,sol-updown-5m-1779927600
poly_sniper_v5_sol_5m_cci_f7_mfi_partial_vwap_v6,1779928800000000,1.8794520547945208,1,0.7227722772277227,sol-updown-5m-1779928500
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779928800000000,1.8794520547945208,1,0.7227722772277227,sol-updown-5m-1779928500
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779928800000000,1.8794520547945208,1,0.7227722772277227,sol-updown-5m-1779928500
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779928800000000,1.8794520547945208,1,0.7227722772277227,sol-updown-5m-1779928500
poly_sniper_v5_sol_5m_rf_tr_pp_mid,1779928800000000,1.8794520547945208,1,0.7227722772277227,sol-updown-5m-1779928500
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779929100000000,1.594563157894737,1,0.754477226700552,sol-updown-5m-1779928800
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779929400000000,3.8499999999999988,1,0.56,sol-updown-5m-1779929100
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779929400000000,1.7216216216216216,1,0.74,sol-updown-5m-1779929100
poly_sniper_v5_sol_5m_btcf7_f7overb_ema800_vwap_v7,1779929400000000,1.7216216216216216,1,0.74,sol-updown-5m-1779929100
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779929400000000,3.8499999999999988,1,0.56,sol-updown-5m-1779929100
poly_sniper_v5_sol_5m_rf_tr_pp_mid,1779929700000000,0.4260869565217395,1,0.9199999999999999,sol-updown-5m-1779929400
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779929700000000,0.4260869565217395,1,0.9199999999999999,sol-updown-5m-1779929400
poly_sniper_v5_sol_5m_j_2asset_trending_cci_rf_ema200_v8,1779930000000000,0.9333333333333335,1,0.84,sol-updown-5m-1779929700
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779931500000000,-5.0,0,0.7425742574257426,sol-updown-5m-1779931200
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779931500000000,4.248567272727273,1,0.5356029915861639,sol-updown-5m-1779931200
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779932100000000,1.0036144578313255,1,0.83,sol-updown-5m-1779931800
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779932100000000,-5.0,0,0.3069306930693069,sol-updown-5m-1779931800
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779932100000000,2.4865671641791027,1,0.6633663366336635,sol-updown-5m-1779931800
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779932100000000,1.4636363636363636,1,0.77,sol-updown-5m-1779931800
poly_sniper_v5_sol_5m_cci_f7_mfi_partial_vwap_v6,1779932400000000,1.428538461538461,1,0.7742703990470519,sol-updown-5m-1779932100
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779932400000000,0.9084023529411768,1,0.8436054705333571,sol-updown-5m-1779932100
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779932400000000,1.428538461538461,1,0.7742703990470519,sol-updown-5m-1779932100
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779932400000000,1.428538461538461,1,0.7742703990470519,sol-updown-5m-1779932100
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779932400000000,1.2104814814814813,1,0.8019008019008019,sol-updown-5m-1779932100
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779933600000000,3.5412881355932204,1,0.5804801259346714,sol-updown-5m-1779933300
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779933600000000,3.5412881355932204,1,0.5804801259346714,sol-updown-5m-1779933300
poly_sniper_v5_sol_5m_rf_tr_partial_mid,1779933600000000,1.954419444444445,1,0.7148672531225798,sol-updown-5m-1779933300
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779933600000000,-5.0,0,0.5624407957057153,sol-updown-5m-1779933300
poly_sniper_v5_sol_5m_f7_mfi_ema200_vwap_v6,1779933600000000,-5.0,0,0.68,sol-updown-5m-1779933300
