sleeve,family,arm,coin,entry_ts,exit_ts,direction,entry_price,exit_price,bars_held,reason,ret_pct,paper_pnl_usd,status
VP_DOGE,VP,OBSERVE,DOGE,2026-07-01T04:00:00+00:00,2026-07-08T08:00:00+00:00,LONG,0.072317,0.071651,43,SL,-0.774,-1.94,CLOSED
VP_SUI,VP,OBSERVE,SUI,2026-07-01T04:00:00+00:00,2026-07-02T04:00:00+00:00,SHORT,0.707538,0.738951,6,SL,-3.083,-7.71,CLOSED
VP_AVAX,VP,OBSERVE,AVAX,2026-07-01T12:00:00+00:00,2026-07-03T04:00:00+00:00,SHORT,6.657102,6.825197,10,SL,-3.146,-7.86,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-07-02T12:00:00+00:00,2026-07-03T12:00:00+00:00,SHORT,7.650704,7.813167,6,SL,-3.173,-7.93,CLOSED
VP_BNB,VP,OBSERVE,BNB,2026-07-02T16:00:00+00:00,2026-07-05T12:00:00+00:00,SHORT,562.421223,579.392451,17,SL,-3.12,-7.8,CLOSED
VP_BTC,VP,OBSERVE,BTC,2026-07-02T16:00:00+00:00,2026-07-04T16:00:00+00:00,SHORT,61582.5197,62778.690932,12,SL,-3.188,-7.97,CLOSED
VP_AVAX,VP,OBSERVE,AVAX,2026-07-04T00:00:00+00:00,2026-07-10T04:00:00+00:00,SHORT,6.945016,6.793296,37,SL,3.116,7.79,CLOSED
STF_AVAX,STF,DEPLOY,AVAX,2026-07-05T08:00:00+00:00,2026-07-06T20:00:00+00:00,SHORT,6.812756,6.957999,9,SL,-3.172,-7.93,CLOSED
STF_BTC,STF,DEPLOY,BTC,2026-07-06T16:00:00+00:00,2026-07-10T12:00:00+00:00,SHORT,63519.9383,64291.040439,23,SL,-2.81,-7.03,CLOSED
STF_LINK,STF,DEPLOY,LINK,2026-07-06T16:00:00+00:00,2026-07-10T04:00:00+00:00,SHORT,8.022193,7.919721,21,SL,1.918,4.79,CLOSED
VP_ETH,VP,OBSERVE,ETH,2026-07-07T00:00:00+00:00,2026-07-11T08:00:00+00:00,SHORT,1799.95985,1797.041876,26,SL,0.115,0.29,CLOSED
VP_XRP,VP,OBSERVE,XRP,2026-07-07T00:00:00+00:00,2026-07-15T12:00:00+00:00,SHORT,1.144357,1.128913,51,SL,1.095,2.74,CLOSED
STF_ETH,STF,DEPLOY,ETH,2026-07-07T04:00:00+00:00,2026-07-08T16:00:00+00:00,LONG,1772.5316,1738.704926,9,SL,-3.191,-7.98,CLOSED
STF_DOGE,STF,DEPLOY,DOGE,2026-07-07T20:00:00+00:00,2026-07-17T20:00:00+00:00,SHORT,0.074677,0.072517,60,TIME,2.216,5.54,CLOSED
STF_SUI,STF,DEPLOY,SUI,2026-07-08T00:00:00+00:00,2026-07-14T12:00:00+00:00,SHORT,0.727172,0.758641,39,SL,-3.082,-7.7,CLOSED
STF_XRP,STF,DEPLOY,XRP,2026-07-08T00:00:00+00:00,2026-07-15T12:00:00+00:00,SHORT,1.110867,1.128913,45,SL,-1.487,-3.72,CLOSED
VP_BNB,VP,OBSERVE,BNB,2026-07-08T00:00:00+00:00,2026-07-18T00:00:00+00:00,SHORT,576.646954,567.99,60,TIME,1.664,4.16,CLOSED
VP_SUI,VP,OBSERVE,SUI,2026-07-08T04:00:00+00:00,2026-07-18T04:00:00+00:00,LONG,0.713814,0.73658,60,TIME,2.048,5.12,CLOSED
STF_BNB,STF,DEPLOY,BNB,2026-07-08T08:00:00+00:00,2026-07-11T12:00:00+00:00,SHORT,567.469708,582.542565,19,SL,-3.136,-7.84,CLOSED
STF_ETH,STF,DEPLOY,ETH,2026-07-10T08:00:00+00:00,2026-07-15T12:00:00+00:00,LONG,1773.73196,1921.595697,31,TP,14.804,37.01,CLOSED
VP_BTC,VP,OBSERVE,BTC,2026-07-10T08:00:00+00:00,2026-07-14T16:00:00+00:00,SHORT,63968.8036,64116.38398,26,SL,-0.669,-1.67,CLOSED
VP_SOL,VP,OBSERVE,SOL,2026-07-11T12:00:00+00:00,2026-07-12T00:00:00+00:00,LONG,78.09042,76.882205,3,SL,-3.236,-8.09,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-07-12T00:00:00+00:00,2026-07-12T04:00:00+00:00,SHORT,7.911126,8.023125,1,SL,-3.262,-8.15,CLOSED
STF_AVAX,STF,DEPLOY,AVAX,2026-07-12T04:00:00+00:00,2026-07-14T16:00:00+00:00,SHORT,6.520143,6.653058,15,SL,-3.181,-7.95,CLOSED
VP_ADA,VP,OBSERVE,ADA,2026-07-12T04:00:00+00:00,2026-07-13T00:00:00+00:00,LONG,0.16629,0.159336,5,SL,-3.084,-7.71,CLOSED
VP_DOGE,VP,OBSERVE,DOGE,2026-07-12T20:00:00+00:00,2026-07-13T00:00:00+00:00,LONG,0.073658,0.071764,1,SL,-3.14,-7.85,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-07-13T00:00:00+00:00,2026-07-14T16:00:00+00:00,SHORT,7.995101,8.120792,10,SL,-3.234,-8.08,CLOSED
STF_BTC,STF,DEPLOY,BTC,2026-07-13T08:00:00+00:00,2026-07-14T16:00:00+00:00,SHORT,62984.0991,63731.412012,8,SL,-3.311,-8.28,CLOSED
VP_DOGE,VP,OBSERVE,DOGE,2026-07-13T16:00:00+00:00,2026-07-23T12:00:00+00:00,LONG,0.072082,0.071029,59,SL,-1.695,-4.24,CLOSED
VP_SOL,VP,OBSERVE,SOL,2026-07-13T20:00:00+00:00,2026-07-17T04:00:00+00:00,LONG,75.165543,75.270068,20,SL,0.093,0.23,CLOSED
STF_BNB,STF,DEPLOY,BNB,2026-07-14T16:00:00+00:00,2026-07-16T20:00:00+00:00,LONG,582.984843,571.317904,13,SL,-3.184,-7.96,CLOSED
VP_ADA,VP,OBSERVE,ADA,2026-07-14T16:00:00+00:00,2026-07-17T04:00:00+00:00,LONG,0.16567,0.158806,15,SL,-3.085,-7.71,CLOSED
STF_LINK,STF,DEPLOY,LINK,2026-07-14T20:00:00+00:00,2026-07-17T08:00:00+00:00,LONG,8.296988,8.200336,15,SL,-2.014,-5.04,CLOSED
STF_SOL,STF,DEPLOY,SOL,2026-07-14T20:00:00+00:00,2026-07-16T20:00:00+00:00,LONG,77.176146,75.803561,12,SL,-3.205,-8.01,CLOSED
VP_AVAX,VP,OBSERVE,AVAX,2026-07-15T20:00:00+00:00,2026-07-17T00:00:00+00:00,LONG,6.694408,6.541375,7,SL,-3.158,-7.9,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-07-15T20:00:00+00:00,2026-07-17T00:00:00+00:00,LONG,8.507552,8.327939,7,SL,-3.172,-7.93,CLOSED
VP_BTC,VP,OBSERVE,BTC,2026-07-16T00:00:00+00:00,2026-07-17T00:00:00+00:00,LONG,64757.4214,63816.613047,6,SL,-3.252,-8.13,CLOSED
VP_XRP,VP,OBSERVE,XRP,2026-07-16T04:00:00+00:00,2026-07-21T04:00:00+00:00,SHORT,1.112066,1.131329,30,SL,-2.066,-5.17,CLOSED
STF_AVAX,STF,DEPLOY,AVAX,2026-07-17T04:00:00+00:00,2026-07-21T08:00:00+00:00,SHORT,6.520043,6.659987,25,SL,-3.169,-7.92,CLOSED
STF_BTC,STF,DEPLOY,BTC,2026-07-17T08:00:00+00:00,2026-07-17T20:00:00+00:00,SHORT,62820.1483,63653.737719,3,SL,-3.279,-8.2,CLOSED
VP_ADA,VP,OBSERVE,ADA,2026-07-18T04:00:00+00:00,2026-07-21T04:00:00+00:00,SHORT,0.16777,0.1744,18,SL,-3.093,-7.73,CLOSED
STF_BTC,STF,DEPLOY,BTC,2026-07-18T16:00:00+00:00,2026-07-23T20:00:00+00:00,LONG,64124.2315,64809.416524,31,SL,2.588,6.47,CLOSED
VP_BNB,VP,OBSERVE,BNB,2026-07-18T16:00:00+00:00,2026-07-24T12:00:00+00:00,LONG,570.781183,561.375206,35,SL,-3.227,-8.07,CLOSED
VP_BTC,VP,OBSERVE,BTC,2026-07-19T00:00:00+00:00,2026-07-23T20:00:00+00:00,LONG,64847.4484,64809.416524,29,SL,-0.41,-1.03,CLOSED
VP_SUI,VP,OBSERVE,SUI,2026-07-19T00:00:00+00:00,2026-07-20T12:00:00+00:00,SHORT,0.743387,0.765632,9,SL,-3.122,-7.81,CLOSED
STF_LINK,STF,DEPLOY,LINK,2026-07-19T12:00:00+00:00,2026-07-24T16:00:00+00:00,LONG,8.359107,8.407335,31,SL,1.12,2.8,CLOSED
STF_SOL,STF,DEPLOY,SOL,2026-07-19T20:00:00+00:00,2026-07-23T16:00:00+00:00,LONG,75.868754,76.081619,23,SL,0.518,1.29,CLOSED
STF_ETH,STF,DEPLOY,ETH,2026-07-20T08:00:00+00:00,2026-07-24T16:00:00+00:00,LONG,1864.45917,1872.471374,26,SL,0.947,2.37,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-07-20T20:00:00+00:00,2026-07-21T08:00:00+00:00,SHORT,8.560331,8.689856,3,SL,-3.244,-8.11,CLOSED
VP_AVAX,VP,OBSERVE,AVAX,2026-07-21T04:00:00+00:00,2026-07-22T04:00:00+00:00,LONG,6.641992,6.541062,6,SL,-3.24,-8.1,CLOSED
VP_ETH,VP,OBSERVE,ETH,2026-07-21T08:00:00+00:00,2026-07-26T16:00:00+00:00,SHORT,1933.21986,1907.469037,32,SL,2.866,7.17,CLOSED
VP_XRP,VP,OBSERVE,XRP,2026-07-22T04:00:00+00:00,2026-08-01T04:00:00+00:00,SHORT,1.138058,1.0655,60,TIME,7.865,19.66,CLOSED
VP_SOL,VP,OBSERVE,SOL,2026-07-22T08:00:00+00:00,2026-07-22T16:00:00+00:00,SHORT,77.04388,77.890601,2,SL,-3.339,-8.35,CLOSED
STF_AVAX,STF,DEPLOY,AVAX,2026-07-22T12:00:00+00:00,2026-07-22T16:00:00+00:00,SHORT,6.509746,6.601956,1,SL,-3.262,-8.16,CLOSED
VP_AVAX,VP,OBSERVE,AVAX,2026-07-23T00:00:00+00:00,2026-07-23T04:00:00+00:00,LONG,6.625487,6.524784,1,SL,-3.24,-8.1,CLOSED
STF_DOGE,STF,DEPLOY,DOGE,2026-07-23T16:00:00+00:00,2026-07-25T16:00:00+00:00,SHORT,0.069689,0.07185,12,SL,-3.12,-7.8,CLOSED
STF_XRP,STF,DEPLOY,XRP,2026-07-23T16:00:00+00:00,2026-08-02T16:00:00+00:00,SHORT,1.112066,1.0778,60,TIME,3.523,8.81,CLOSED
VP_ADA,VP,OBSERVE,ADA,2026-07-23T16:00:00+00:00,2026-07-30T16:00:00+00:00,SHORT,0.170389,0.165263,42,SL,1.929,4.82,CLOSED
STF_AVAX,STF,DEPLOY,AVAX,2026-07-23T20:00:00+00:00,2026-07-25T16:00:00+00:00,SHORT,6.278816,6.397542,11,SL,-3.196,-7.99,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-07-24T00:00:00+00:00,2026-07-25T00:00:00+00:00,LONG,8.46954,8.334125,6,SL,-3.228,-8.07,CLOSED
VP_SUI,VP,OBSERVE,SUI,2026-07-24T04:00:00+00:00,2026-07-24T12:00:00+00:00,LONG,0.746144,0.723456,2,SL,-3.117,-7.79,CLOSED
STF_SUI,STF,DEPLOY,SUI,2026-07-24T12:00:00+00:00,2026-08-03T12:00:00+00:00,SHORT,0.730481,0.68462,60,TIME,6.006,15.01,CLOSED
STF_ADA,STF,DEPLOY,ADA,2026-07-24T16:00:00+00:00,2026-07-30T16:00:00+00:00,SHORT,0.164671,0.165263,36,SL,-0.327,-0.82,CLOSED
VP_BNB,VP,OBSERVE,BNB,2026-07-25T16:00:00+00:00,2026-08-01T20:00:00+00:00,LONG,567.300139,575.024537,43,SL,2.729,6.82,CLOSED
VP_AVAX,VP,OBSERVE,AVAX,2026-07-26T00:00:00+00:00,2026-08-02T08:00:00+00:00,SHORT,6.775367,6.49219,44,SL,5.465,13.66,CLOSED
STF_ETH,STF,DEPLOY,ETH,2026-07-26T16:00:00+00:00,2026-07-28T00:00:00+00:00,LONG,1914.5742,1899.471744,8,SL,-2.637,-6.59,CLOSED
STF_LINK,STF,DEPLOY,LINK,2026-07-26T20:00:00+00:00,2026-07-28T00:00:00+00:00,LONG,8.582274,8.467649,7,SL,-3.275,-8.19,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-07-27T00:00:00+00:00,2026-07-28T12:00:00+00:00,SHORT,8.820953,8.294835,9,TP,14.705,36.76,CLOSED
STF_BTC,STF,DEPLOY,BTC,2026-07-27T04:00:00+00:00,2026-07-27T16:00:00+00:00,LONG,65280.5783,64738.354739,3,SL,-2.761,-6.9,CLOSED
STF_AVAX,STF,DEPLOY,AVAX,2026-07-27T20:00:00+00:00,2026-08-02T08:00:00+00:00,SHORT,6.609017,6.49219,33,SL,2.566,6.41,CLOSED
STF_SOL,STF,DEPLOY,SOL,2026-07-27T20:00:00+00:00,2026-08-03T16:00:00+00:00,SHORT,75.930214,74.077287,41,SL,5.442,13.6,CLOSED
VP_DOGE,VP,OBSERVE,DOGE,2026-07-27T20:00:00+00:00,2026-07-29T20:00:00+00:00,LONG,0.072056,0.06983,12,SL,-3.116,-7.79,CLOSED
STF_ETH,STF,DEPLOY,ETH,2026-07-29T04:00:00+00:00,2026-07-31T16:00:00+00:00,LONG,1892.06745,1860.810157,15,SL,-3.221,-8.05,CLOSED
STF_BTC,STF,DEPLOY,BTC,2026-07-29T12:00:00+00:00,2026-07-29T20:00:00+00:00,LONG,64502.3449,63781.005455,2,SL,-3.329,-8.32,CLOSED
STF_DOGE,STF,DEPLOY,DOGE,2026-07-30T00:00:00+00:00,2026-08-08T16:00:00+00:00,SHORT,0.070118,0.070639,58,SL,-1.084,-2.71,CLOSED
STF_LINK,STF,DEPLOY,LINK,2026-07-30T16:00:00+00:00,2026-07-31T08:00:00+00:00,LONG,8.482844,8.303419,4,SL,-3.171,-7.93,CLOSED
VP_DOGE,VP,OBSERVE,DOGE,2026-07-31T12:00:00+00:00,2026-08-01T20:00:00+00:00,LONG,0.069605,0.068376,8,SL,-3.205,-8.01,CLOSED
STF_BTC,STF,DEPLOY,BTC,2026-07-31T16:00:00+00:00,2026-08-02T04:00:00+00:00,SHORT,62686.1885,63399.814298,9,SL,-3.325,-8.31,CLOSED
VP_SOL,VP,OBSERVE,SOL,2026-08-01T20:00:00+00:00,2026-08-08T12:00:00+00:00,LONG,71.247368,75.231422,40,TP,14.698,36.75,CLOSED
STF_ETH,STF,DEPLOY,ETH,2026-08-02T08:00:00+00:00,2026-08-03T08:00:00+00:00,LONG,1875.76256,1847.113266,6,SL,-3.239,-8.1,CLOSED
STF_LINK,STF,DEPLOY,LINK,2026-08-02T08:00:00+00:00,2026-08-03T08:00:00+00:00,LONG,8.375412,8.208443,6,SL,-3.182,-7.95,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-08-02T16:00:00+00:00,2026-08-05T16:00:00+00:00,LONG,8.274982,8.102591,18,SL,-3.174,-7.94,CLOSED
STF_BNB,STF,DEPLOY,BNB,2026-08-02T20:00:00+00:00,2026-08-07T08:00:00+00:00,LONG,589.406769,587.44407,27,SL,-1.018,-2.55,CLOSED
VP_BTC,VP,OBSERVE,BTC,2026-08-03T04:00:00+00:00,2026-08-10T20:00:00+00:00,LONG,62865.8541,64095.122594,46,SL,5.604,14.01,CLOSED
STF_BTC,STF,DEPLOY,BTC,2026-08-03T12:00:00+00:00,2026-08-03T16:00:00+00:00,SHORT,62515.2398,63201.152437,1,SL,-3.339,-8.35,CLOSED
STF_XRP,STF,DEPLOY,XRP,2026-08-03T16:00:00+00:00,2026-08-07T16:00:00+00:00,SHORT,1.083275,1.01458,24,TP,14.729,36.82,CLOSED
STF_ADA,STF,DEPLOY,ADA,2026-08-03T20:00:00+00:00,2026-08-06T04:00:00+00:00,LONG,0.193688,0.187631,14,SL,-3.114,-7.78,CLOSED
STF_LINK,STF,DEPLOY,LINK,2026-08-05T08:00:00+00:00,2026-08-07T16:00:00+00:00,SHORT,8.183544,8.29826,14,SL,-3.263,-8.16,CLOSED
STF_ETH,STF,DEPLOY,ETH,2026-08-05T20:00:00+00:00,2026-08-10T16:00:00+00:00,LONG,1916.77486,1893.730478,29,SL,-3.31,-8.28,CLOSED
STF_SUI,STF,DEPLOY,SUI,2026-08-06T08:00:00+00:00,2026-08-08T16:00:00+00:00,SHORT,0.685184,0.691341,14,SL,-2.236,-5.59,CLOSED
VP_ETH,VP,OBSERVE,ETH,2026-08-06T08:00:00+00:00,2026-08-16T08:00:00+00:00,SHORT,1908.22736,1880.7,60,TIME,3.213,8.03,CLOSED
STF_AVAX,STF,DEPLOY,AVAX,2026-08-06T16:00:00+00:00,2026-08-15T04:00:00+00:00,SHORT,6.46516,6.580605,51,SL,-2.571,-6.43,CLOSED
STF_ADA,STF,DEPLOY,ADA,2026-08-06T20:00:00+00:00,2026-08-10T00:00:00+00:00,LONG,0.202361,0.19491,19,SL,-3.097,-7.74,CLOSED
VP_BNB,VP,OBSERVE,BNB,2026-08-06T20:00:00+00:00,2026-08-08T12:00:00+00:00,SHORT,589.952961,595.280887,10,SL,-2.979,-7.45,CLOSED
STF_SOL,STF,DEPLOY,SOL,2026-08-07T00:00:00+00:00,2026-08-07T12:00:00+00:00,SHORT,72.668193,73.522854,3,SL,-3.316,-8.29,CLOSED
VP_DOGE,VP,OBSERVE,DOGE,2026-08-08T08:00:00+00:00,2026-08-08T16:00:00+00:00,SHORT,0.070202,0.071038,2,SL,-3.311,-8.28,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-08-08T08:00:00+00:00,2026-08-11T04:00:00+00:00,SHORT,8.252923,8.375729,17,SL,-3.245,-8.11,CLOSED
STF_BNB,STF,DEPLOY,BNB,2026-08-08T12:00:00+00:00,2026-08-16T08:00:00+00:00,LONG,596.568917,605.052275,47,SL,4.007,10.02,CLOSED
VP_AVAX,VP,OBSERVE,AVAX,2026-08-08T12:00:00+00:00,2026-08-15T04:00:00+00:00,SHORT,6.547535,6.580605,40,SL,-0.988,-2.47,CLOSED
STF_LINK,STF,DEPLOY,LINK,2026-08-08T16:00:00+00:00,2026-08-10T00:00:00+00:00,LONG,8.344603,8.226361,8,SL,-3.259,-8.15,CLOSED
VP_ADA,VP,OBSERVE,ADA,2026-08-09T00:00:00+00:00,2026-08-16T00:00:00+00:00,SHORT,0.19928,0.177139,42,TP,14.856,37.14,CLOSED
VP_DOGE,VP,OBSERVE,DOGE,2026-08-10T00:00:00+00:00,2026-08-10T08:00:00+00:00,SHORT,0.069302,0.07011,2,SL,-3.319,-8.3,CLOSED
VP_SUI,VP,OBSERVE,SUI,2026-08-10T00:00:00+00:00,2026-08-10T08:00:00+00:00,SHORT,0.685464,0.695628,2,SL,-3.25,-8.12,CLOSED
STF_DOGE,STF,DEPLOY,DOGE,2026-08-10T04:00:00+00:00,2026-08-11T12:00:00+00:00,SHORT,0.069599,0.070551,8,SL,-3.269,-8.17,CLOSED
STF_SUI,STF,DEPLOY,SUI,2026-08-10T04:00:00+00:00,2026-08-19T16:00:00+00:00,SHORT,0.687924,0.671802,57,SL,4.21,10.52,CLOSED
STF_XRP,STF,DEPLOY,XRP,2026-08-10T20:00:00+00:00,2026-08-19T16:00:00+00:00,SHORT,1.019894,1.013136,53,SL,1.282,3.2,CLOSED
VP_BNB,VP,OBSERVE,BNB,2026-08-11T04:00:00+00:00,2026-08-11T12:00:00+00:00,SHORT,599.889979,605.354261,2,SL,-3.003,-7.51,CLOSED
VP_DOGE,VP,OBSERVE,DOGE,2026-08-11T04:00:00+00:00,2026-08-13T00:00:00+00:00,LONG,0.07013,0.069746,11,SL,-1.665,-4.16,CLOSED
STF_LINK,STF,DEPLOY,LINK,2026-08-11T08:00:00+00:00,2026-08-15T04:00:00+00:00,LONG,8.477542,9.030752,23,TP,14.737,36.84,CLOSED
VP_XRP,VP,OBSERVE,XRP,2026-08-12T00:00:00+00:00,2026-08-12T12:00:00+00:00,LONG,1.022807,1.008404,3,SL,-3.26,-8.15,CLOSED
VP_BTC,VP,OBSERVE,BTC,2026-08-12T08:00:00+00:00,2026-08-12T12:00:00+00:00,LONG,63828.1427,63279.483799,1,SL,-2.848,-7.12,CLOSED
STF_ETH,STF,DEPLOY,ETH,2026-08-12T12:00:00+00:00,2026-08-12T12:00:00+00:00,LONG,1915.97462,1890.589728,0,SL,-3.276,-8.19,CLOSED
STF_SOL,STF,DEPLOY,SOL,2026-08-12T12:00:00+00:00,2026-08-12T12:00:00+00:00,LONG,76.826041,75.731787,0,SL,-3.256,-8.14,CLOSED
STF_DOGE,STF,DEPLOY,DOGE,2026-08-12T16:00:00+00:00,2026-08-19T16:00:00+00:00,SHORT,0.070797,0.071068,42,SL,-0.944,-2.36,CLOSED
VP_SUI,VP,OBSERVE,SUI,2026-08-12T16:00:00+00:00,2026-08-17T00:00:00+00:00,LONG,0.684925,0.671898,26,SL,-3.194,-7.98,CLOSED
VP_LINK,VP,OBSERVE,LINK,2026-08-13T04:00:00+00:00,2026-08-15T04:00:00+00:00,LONG,8.724216,9.541067,12,TP,14.804,37.01,CLOSED
VP_XRP,VP,OBSERVE,XRP,2026-08-13T04:00:00+00:00,2026-08-14T20:00:00+00:00,LONG,1.011203,0.997498,10,SL,-3.272,-8.18,CLOSED
VP_BTC,VP,OBSERVE,BTC,2026-08-13T20:00:00+00:00,2026-08-14T12:00:00+00:00,LONG,63414.0185,62836.567063,4,SL,-3.002,-7.5,CLOSED
VP_DOGE,VP,OBSERVE,DOGE,2026-08-14T12:00:00+00:00,2026-08-20T00:00:00+00:00,LONG,0.069488,0.074291,33,TP,14.765,36.91,CLOSED
VP_SOL,VP,OBSERVE,SOL,2026-08-14T16:00:00+00:00,2026-08-17T00:00:00+00:00,LONG,75.642686,74.724094,14,SL,-3.303,-8.26,CLOSED
STF_AVAX,STF,DEPLOY,AVAX,2026-08-16T00:00:00+00:00,2026-08-19T16:00:00+00:00,SHORT,6.327201,6.485569,22,SL,-3.148,-7.87,CLOSED
VP_AVAX,VP,OBSERVE,AVAX,2026-08-16T08:00:00+00:00,2026-08-21T00:00:00+00:00,LONG,6.332999,7.260336,28,TP,14.87,37.18,CLOSED
STF_SOL,STF,DEPLOY,SOL,2026-08-17T04:00:00+00:00,2026-08-18T12:00:00+00:00,SHORT,75.448359,76.161076,8,SL,-3.105,-7.76,CLOSED
VP_ADA,VP,OBSERVE,ADA,2026-08-17T08:00:00+00:00,2026-08-17T20:00:00+00:00,LONG,0.176153,0.17332,3,SL,-3.225,-8.06,CLOSED
VP_SOL,VP,OBSERVE,SOL,2026-08-17T16:00:00+00:00,2026-08-19T16:00:00+00:00,LONG,76.08882,79.655334,12,TP,13.793,34.48,CLOSED
VP_ETH,VP,OBSERVE,ETH,2026-08-17T20:00:00+00:00,2026-08-18T16:00:00+00:00,SHORT,1906.02802,1920.718142,5,SL,-2.583,-6.46,CLOSED
VP_BNB,VP,OBSERVE,BNB,2026-08-18T04:00:00+00:00,2026-08-20T00:00:00+00:00,LONG,603.571017,620.823542,11,TP,8.305,20.76,CLOSED
VP_BTC,VP,OBSERVE,BTC,2026-08-18T08:00:00+00:00,2026-08-18T16:00:00+00:00,SHORT,64147.7499,64603.104424,2,SL,-2.401,-6.0,CLOSED
VP_XRP,VP,OBSERVE,XRP,2026-08-18T16:00:00+00:00,2026-08-19T16:00:00+00:00,LONG,1.003601,1.048685,6,TP,13.207,33.02,CLOSED
VP_BTC,VP,OBSERVE,BTC,2026-08-19T08:00:00+00:00,2026-08-19T16:00:00+00:00,SHORT,64247.7199,64738.459277,2,SL,-2.562,-6.41,CLOSED
STF_ETH,STF,DEPLOY,ETH,2026-08-19T16:00:00+00:00,2026-08-20T00:00:00+00:00,LONG,2085.92559,2159.881568,2,TP,10.365,25.91,CLOSED
STF_ADA,STF,DEPLOY,ADA,2026-08-19T20:00:00+00:00,2026-08-20T16:00:00+00:00,LONG,0.181294,0.196341,5,TP,14.779,36.95,CLOSED
STF_BNB,STF,DEPLOY,BNB,2026-08-19T20:00:00+00:00,2026-08-20T12:00:00+00:00,LONG,616.734965,641.585558,4,TP,11.819,29.55,CLOSED
