fired,skip_reason,slug,ws_s,outcome_truth,current_px,trend_align,v_trend,v_levels,v_momentum,p_up_levels,score_momentum,bb_position,rsi14,direction,stake_usd,vwap_entry,shares,hit_levels,underfilled,won,pnl_usd,balance_cum_usd
False,pre_open_4.12<13.00,btc-updown-5m-1777522200,1777521900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.20<13.00,btc-updown-5m-1777522500,1777522200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.45<13.00,btc-updown-5m-1777523400,1777523100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.53<13.00,btc-updown-5m-1777523700,1777523400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.62<13.00,btc-updown-5m-1777524000,1777523700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.70<13.00,btc-updown-5m-1777524300,1777524000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.78<13.00,btc-updown-5m-1777524600,1777524300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_4.87<13.00,btc-updown-5m-1777524900,1777524600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_4.95<13.00,btc-updown-5m-1777525200,1777524900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_5.03<13.00,btc-updown-5m-1777525500,1777525200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_5.12<13.00,btc-updown-5m-1777525800,1777525500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_5.20<13.00,btc-updown-5m-1777526100,1777525800,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.28<13.00,btc-updown-5m-1777526400,1777526100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.37<13.00,btc-updown-5m-1777526700,1777526400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.45<13.00,btc-updown-5m-1777527000,1777526700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_5.53<13.00,btc-updown-5m-1777527300,1777527000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_5.62<13.00,btc-updown-5m-1777527600,1777527300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_5.87<13.00,btc-updown-5m-1777528500,1777528200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_5.95<13.00,btc-updown-5m-1777528800,1777528500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.03<13.00,btc-updown-5m-1777529100,1777528800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.12<13.00,btc-updown-5m-1777529400,1777529100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_6.20<13.00,btc-updown-5m-1777529700,1777529400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.28<13.00,btc-updown-5m-1777530000,1777529700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_6.37<13.00,btc-updown-5m-1777530300,1777530000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.45<13.00,btc-updown-5m-1777530600,1777530300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.53<13.00,btc-updown-5m-1777530900,1777530600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_6.62<13.00,btc-updown-5m-1777531200,1777530900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_6.70<13.00,btc-updown-5m-1777531500,1777531200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.78<13.00,btc-updown-5m-1777531800,1777531500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_6.87<13.00,btc-updown-5m-1777532100,1777531800,Down,,,,,,,,,,,,,,,,,,
False,pre_open_6.95<13.00,btc-updown-5m-1777532400,1777532100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.03<13.00,btc-updown-5m-1777532700,1777532400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.12<13.00,btc-updown-5m-1777533000,1777532700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_7.20<13.00,btc-updown-5m-1777533300,1777533000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_7.28<13.00,btc-updown-5m-1777533600,1777533300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.37<13.00,btc-updown-5m-1777533900,1777533600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.45<13.00,btc-updown-5m-1777534200,1777533900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.53<13.00,btc-updown-5m-1777534500,1777534200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.62<13.00,btc-updown-5m-1777534800,1777534500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.70<13.00,btc-updown-5m-1777535100,1777534800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.78<13.00,btc-updown-5m-1777535400,1777535100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_7.87<13.00,btc-updown-5m-1777535700,1777535400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_7.95<13.00,btc-updown-5m-1777536000,1777535700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_8.03<13.00,btc-updown-5m-1777536300,1777536000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_8.12<13.00,btc-updown-5m-1777536600,1777536300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_8.20<13.00,btc-updown-5m-1777536900,1777536600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_8.28<13.00,btc-updown-5m-1777537200,1777536900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_8.37<13.00,btc-updown-5m-1777537500,1777537200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.45<13.00,btc-updown-5m-1777537800,1777537500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.53<13.00,btc-updown-5m-1777538100,1777537800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.62<13.00,btc-updown-5m-1777538400,1777538100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.70<13.00,btc-updown-5m-1777538700,1777538400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_8.78<13.00,btc-updown-5m-1777539000,1777538700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_8.87<13.00,btc-updown-5m-1777539300,1777539000,Down,,,,,,,,,,,,,,,,,,
False,pre_open_8.95<13.00,btc-updown-5m-1777539600,1777539300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_9.03<13.00,btc-updown-5m-1777539900,1777539600,Up,,,,,,,,,,,,,,,,,,
False,pre_open_9.12<13.00,btc-updown-5m-1777540200,1777539900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_9.20<13.00,btc-updown-5m-1777540500,1777540200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_9.28<13.00,btc-updown-5m-1777540800,1777540500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_9.37<13.00,btc-updown-5m-1777541100,1777540800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_9.45<13.00,btc-updown-5m-1777541400,1777541100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_9.53<13.00,btc-updown-5m-1777541700,1777541400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_9.62<13.00,btc-updown-5m-1777542000,1777541700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_9.70<13.00,btc-updown-5m-1777542300,1777542000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_9.78<13.00,btc-updown-5m-1777542600,1777542300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_9.87<13.00,btc-updown-5m-1777542900,1777542600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_9.95<13.00,btc-updown-5m-1777543200,1777542900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_10.03<13.00,btc-updown-5m-1777543500,1777543200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.12<13.00,btc-updown-5m-1777543800,1777543500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.20<13.00,btc-updown-5m-1777544100,1777543800,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.28<13.00,btc-updown-5m-1777544400,1777544100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.37<13.00,btc-updown-5m-1777544700,1777544400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.45<13.00,btc-updown-5m-1777545000,1777544700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_10.53<13.00,btc-updown-5m-1777545300,1777545000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_10.62<13.00,btc-updown-5m-1777545600,1777545300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.70<13.00,btc-updown-5m-1777545900,1777545600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.78<13.00,btc-updown-5m-1777546200,1777545900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_10.87<13.00,btc-updown-5m-1777546500,1777546200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_10.95<13.00,btc-updown-5m-1777546800,1777546500,Up,,,,,,,,,,,,,,,,,,
False,pre_open_11.03<13.00,btc-updown-5m-1777547100,1777546800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_11.12<13.00,btc-updown-5m-1777547400,1777547100,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.20<13.00,btc-updown-5m-1777547700,1777547400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.28<13.00,btc-updown-5m-1777548000,1777547700,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.37<13.00,btc-updown-5m-1777548300,1777548000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_11.45<13.00,btc-updown-5m-1777548600,1777548300,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.53<13.00,btc-updown-5m-1777548900,1777548600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.62<13.00,btc-updown-5m-1777549200,1777548900,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.70<13.00,btc-updown-5m-1777549500,1777549200,Up,,,,,,,,,,,,,,,,,,
False,pre_open_11.78<13.00,btc-updown-5m-1777549800,1777549500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_11.87<13.00,btc-updown-5m-1777550100,1777549800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_11.95<13.00,btc-updown-5m-1777550400,1777550100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.03<13.00,btc-updown-5m-1777550700,1777550400,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.12<13.00,btc-updown-5m-1777551000,1777550700,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.20<13.00,btc-updown-5m-1777551300,1777551000,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.28<13.00,btc-updown-5m-1777551600,1777551300,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.37<13.00,btc-updown-5m-1777551900,1777551600,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.45<13.00,btc-updown-5m-1777552200,1777551900,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.53<13.00,btc-updown-5m-1777552500,1777552200,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.62<13.00,btc-updown-5m-1777552800,1777552500,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.70<13.00,btc-updown-5m-1777553100,1777552800,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.78<13.00,btc-updown-5m-1777553400,1777553100,Up,,,,,,,,,,,,,,,,,,
False,pre_open_12.87<13.00,btc-updown-5m-1777553700,1777553400,Down,,,,,,,,,,,,,,,,,,
False,pre_open_12.95<13.00,btc-updown-5m-1777554000,1777553700,Up,,,,,,,,,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777554300,1777554000,Down,76319.37,-1.0,-1.0,-1.0,-1.0,0.2124473166620356,-0.2806069732422101,no_data,,,,,,,,,,
True,,btc-updown-5m-1777554600,1777554300,Down,76321.78,-1.0,-1.0,-1.0,0.0,0.19890418656929332,-0.13679713703400578,inside,76.77887343927128,Down,25.0,0.75,33.333333333333336,1.0,False,True,8.16666666666667,10065.786558628857
False,abstention_1_of_2,btc-updown-5m-1777554900,1777554600,Up,76285.88,-1.0,-1.0,0.0,0.0,0.400646248946332,0.03681458296127106,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777555200,1777554900,Down,76310.0,0.0,0.0,-1.0,1.0,0.26510255689803053,0.1753624738361878,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777555500,1777555200,Down,76311.57,0.0,0.0,-1.0,0.0,0.25627985389152885,-0.024422955291894324,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777555800,1777555500,Up,76208.57,0.0,0.0,1.0,0.0,0.7812033941887058,0.08830579051473986,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777556100,1777555800,Up,76147.74,0.0,0.0,0.0,1.0,0.5876373230990624,0.23143830713984204,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1777556400,1777556100,Up,76347.36,0.0,0.0,0.0,0.0,0.4646104836374122,-0.11681910527551687,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777556700,1777556400,Down,76539.33,0.0,0.0,-1.0,0.0,0.3185817409766494,-0.006565978303028872,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777557000,1777556700,Down,76537.61,0.0,0.0,-1.0,-1.0,0.3215031847133817,-0.21567552954414274,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777557300,1777557000,Down,76477.41,0.0,0.0,-1.0,0.0,0.1109469537076106,-0.08531366265941202,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777557600,1777557300,Up,76550.47,0.0,0.0,-1.0,1.0,0.29966029723992,0.17510868425237075,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1777557900,1777557600,Down,76510.0,0.0,0.0,0.0,0.0,0.3683991507431067,0.034042181564123856,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777558200,1777557900,Down,76552.25,0.0,0.0,-1.0,1.0,0.29663694267516616,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777558500,1777558200,Down,76295.0,0.0,0.0,-1.0,1.0,0.34939589772410495,1.0,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1777558800,1777558500,Up,76153.61,0.0,0.0,0.0,0.0,0.5651091388822413,0.08613463694108857,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777559100,1777558800,Up,76269.99,0.0,0.0,-1.0,1.0,0.1494728722036281,0.15308459577891312,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777559400,1777559100,Down,76147.5,0.0,0.0,0.0,-1.0,0.5885584072919345,-0.21684034312100803,no_data,,,,,,,,,,
False,abstention_2_of_2,btc-updown-5m-1777559700,1777559400,Down,76514.77,0.0,0.0,0.0,0.0,0.36029723991507434,-0.06271733662596606,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777560000,1777559700,Up,76298.01,0.0,0.0,-1.0,-1.0,0.3324810339983688,-0.17560795054965395,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777560300,1777560000,Up,76348.7,1.0,1.0,0.0,1.0,0.46072980017376736,0.2239728331124808,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777560600,1777560300,Down,76405.01,1.0,1.0,-1.0,0.0,0.2976542137272004,0.12721464653838296,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777560900,1777560600,Down,76431.8,1.0,1.0,-1.0,0.0,0.22006950477843396,0.03863389508452438,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777561200,1777560900,Down,76319.3,1.0,1.0,-1.0,0.0,0.21284068558584807,-0.04456090011209886,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777561500,1777561200,Up,76376.04,1.0,1.0,0.0,0.0,0.38155227338547476,-0.027599121567559295,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777561800,1777561500,Up,76273.4,1.0,1.0,-1.0,0.0,0.11439958858327337,-0.009757631667225757,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777562100,1777561800,Up,76354.55,1.0,1.0,0.0,0.0,0.44378801042570476,-0.09201594514345711,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777562400,1777562100,Up,76383.32,1.0,1.0,0.0,0.0,0.36046915725453466,0.09605089463220678,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777562700,1777562400,Up,76407.37,1.0,1.0,-1.0,0.0,0.29081957717926915,0.09144590320204515,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777563000,1777562700,Down,76447.8,1.0,1.0,-1.0,0.0,0.17373298580941993,0.10244688936082565,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777563300,1777563000,Up,76578.49,2.0,1.0,-1.0,1.0,0.252067940552015,0.23186293697871185,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777563600,1777563300,Down,76430.0,2.0,1.0,-1.0,1.0,0.22528236316245648,0.2961785690907901,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777563900,1777563600,Down,76451.61,2.0,1.0,-1.0,0.0,0.16269910222993023,-0.06293753778123731,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777564200,1777563900,Up,76341.9,2.0,1.0,0.0,0.0,0.48042282073560677,0.07523584330741291,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777564500,1777564200,Down,76469.4,2.0,1.0,-1.0,-1.0,0.11117868520127627,-0.21827267364750882,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777564800,1777564500,Down,76522.87,2.0,1.0,-1.0,0.0,0.34653927813164964,0.04892700295091508,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777565100,1777564800,Down,76372.7,3.0,1.0,0.0,0.0,0.3912250217202463,0.021904726265763563,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777565400,1777565100,Up,76460.0,3.0,1.0,-1.0,0.0,0.1384013900955552,-0.05714635340186,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777565700,1777565400,Down,76429.99,3.0,1.0,-1.0,0.0,0.22531132348679694,0.11052278012229784,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777566000,1777565700,Down,76411.4,3.0,1.0,-1.0,1.0,0.27914856646395214,0.2931908175677425,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777566300,1777566000,Down,76364.42,3.0,1.0,0.0,-1.0,0.4152041702867077,-0.2633002204172831,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777566600,1777566300,Up,76373.29,3.0,1.0,0.0,-1.0,0.38951636258327405,-0.20406555212920657,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777566900,1777566600,Down,76346.23,3.0,1.0,0.0,0.0,0.46788300028961227,0.11487627212243934,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777567200,1777566900,Down,76419.55,3.0,1.0,-1.0,-1.0,0.25554590211408534,-0.21846392104617662,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777567500,1777567200,Up,76328.76,3.0,1.0,-1.0,0.0,0.15967968530491627,-0.0826082741236271,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777567800,1777567500,Down,76350.0,3.0,1.0,0.0,0.0,0.45696495800752657,0.08802274134702193,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777568100,1777567800,Down,76325.65,3.0,1.0,-1.0,1.0,0.17715650463619226,0.2691963465906345,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777568400,1777568100,Up,76265.3,3.0,1.0,-1.0,1.0,0.19771149395731696,0.19563547268536785,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777568700,1777568400,Up,76297.99,3.0,1.0,-1.0,0.0,0.33259342511941137,0.06558694718763418,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777569000,1777568700,Down,76246.18,3.0,1.0,0.0,1.0,0.39436873232203984,0.27516066528139443,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777569300,1777569000,Down,76252.96,3.0,1.0,-1.0,0.0,0.3246335818976275,-0.10995246205862166,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777569600,1777569300,Down,76191.77,3.0,1.0,1.0,-1.0,0.8630557151062246,-0.21719160010120364,no_data,,,,,,,,,,
True,,btc-updown-5m-1777569900,1777569600,Up,76123.8,3.0,1.0,1.0,0.0,0.7674401900657302,0.09394014296872684,touch_lower,29.813684600397437,Up,25.0,0.4758034138894946,52.54270833333334,2.0,False,True,26.99185416666667,10092.778412795524
True,,btc-updown-5m-1777570200,1777569900,Up,76123.64,3.0,1.0,1.0,0.0,0.7681474114591927,-0.09782440450597644,touch_lower,21.197698744771046,Up,25.0,0.82,30.48780487804878,1.0,False,True,5.378048780487806,10098.15646157601
True,,btc-updown-5m-1777570500,1777570200,Down,76196.06,3.0,1.0,1.0,0.0,0.8236300976450556,-0.10422028255196619,inside,25.51356568814772,Up,25.0,0.66,37.878787878787875,1.0,False,False,-25.0,10073.15646157601
True,,btc-updown-5m-1777570800,1777570500,Down,76198.99,3.0,1.0,1.0,0.0,0.8797377217793655,-0.11566711830564076,inside,31.919199858522433,Up,25.000000000000004,0.49077345897133884,50.940000000000005,3.0,False,False,-25.000000000000004,10048.15646157601
False,abstention_1_of_2,btc-updown-5m-1777571100,1777570800,Up,76165.0,3.0,1.0,0.0,0.0,0.5853306812531067,0.02585485955935107,no_data,,,,,,,,,,
True,,btc-updown-5m-1777571400,1777571100,Up,76214.72,3.0,1.0,1.0,0.0,0.7179480586269236,-0.11177559170156814,inside,27.300701010761216,Up,25.0,0.41,60.97560975609756,1.0,False,True,35.25609756097561,10083.412559136987
True,,btc-updown-5m-1777571700,1777571400,Down,76196.33,3.0,1.0,1.0,0.0,0.8211487650775282,-0.11628316426723728,inside,35.09135108443908,Up,25.0,0.59,42.37288135593221,1.0,False,False,-25.0,10058.412559136987
False,conflict_pos1_neg1,btc-updown-5m-1777572000,1777571700,Up,76264.01,3.0,1.0,-1.0,0.0,0.21097968629476277,-0.10538009091266357,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777572300,1777572000,Down,76337.44,3.0,1.0,-1.0,1.0,0.110901938746852,0.3434477404753916,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777572600,1777572300,Down,76317.32,3.0,1.0,-1.0,0.0,0.22396740657486697,0.06441592335908718,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777572900,1777572600,Up,76258.47,3.0,1.0,-1.0,1.0,0.26796091540243755,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777573200,1777572900,Down,76457.99,3.0,1.0,-1.0,1.0,0.14422241529102237,0.2506492238601972,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777573500,1777573200,Down,76395.17,3.0,1.0,-1.0,1.0,0.3261511728931339,0.15063615441399975,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777573800,1777573500,Down,76334.95,3.0,1.0,-1.0,0.0,0.1248946333240098,-0.07338450915884813,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777574100,1777573800,Up,76276.03,3.0,1.0,0.0,0.0,0.4559988760888202,-0.02410810261461669,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777574400,1777574100,Up,76295.01,3.0,1.0,-1.0,0.0,0.3493397021635837,-0.012866746848241174,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777574700,1777574400,Up,76319.31,3.0,1.0,-1.0,-1.0,0.2127844900253268,-0.18595960494705938,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777575000,1777574700,Down,76372.65,3.0,1.0,0.0,1.0,0.39136982334203296,0.17839029099099646,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777575300,1777575000,Down,76441.39,3.0,1.0,-1.0,0.0,0.19229655372139126,-0.07035103115401493,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777575600,1777575300,Down,76367.77,3.0,1.0,0.0,0.0,0.40550246162755355,-0.11428707962487308,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777575900,1777575600,Up,76369.49,3.0,1.0,0.0,-1.0,0.4005212858383812,-0.1811585601446707,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777576200,1777575900,Up,76400.74,3.0,1.0,-1.0,0.0,0.31002027222702566,0.037891692109914825,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777576500,1777576200,Down,76482.6,3.0,1.0,0.0,0.0,0.3996189057777377,-0.12374728920421092,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777576800,1777576500,Up,76438.38,3.0,1.0,-1.0,0.0,0.2010136113524219,-0.1467433229022633,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777577100,1777576800,Down,76433.02,3.0,1.0,-1.0,0.0,0.2165363452070433,-0.07771599469712677,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777577400,1777577100,Up,76475.58,3.0,1.0,-1.0,0.0,0.1160968059659524,-0.09544215769194625,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777577700,1777577400,Up,76499.99,3.0,1.0,0.0,0.0,0.36914888957028336,0.015494505045719802,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777578000,1777577700,Down,76490.15,3.0,1.0,0.0,0.0,0.3863901178326007,0.041606777179964353,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777578300,1777578000,Up,76460.17,3.0,1.0,-1.0,1.0,0.13790906458151442,0.3350886620096723,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777578600,1777578300,Down,76417.46,3.0,1.0,-1.0,0.0,0.26159860990440265,-0.09707621868161806,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777578900,1777578600,Up,76425.68,3.0,1.0,-1.0,0.0,0.2377932232841105,0.055311522648206046,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777579200,1777578900,Down,76402.08,3.0,1.0,-1.0,0.0,0.3061395887633809,-0.12927269269119268,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777579500,1777579200,Up,76424.0,3.0,1.0,-1.0,-1.0,0.24265855777583673,-0.15112839857465446,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777579800,1777579500,Up,76390.2,3.0,1.0,-1.0,1.0,0.34054445409788725,0.23190140002393203,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777580100,1777579800,Down,76400.92,3.0,1.0,-1.0,1.0,0.3094989863886445,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777580400,1777580100,Up,76335.78,3.0,1.0,-1.0,-1.0,0.12023040179829053,-0.2777482778293412,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777580700,1777580400,Up,76526.47,3.0,1.0,-1.0,0.0,0.3227517631083344,-0.00706062931696087,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777581000,1777580700,Up,76469.08,3.0,1.0,-1.0,0.0,0.11210541558063469,0.04264969705175507,no_data,,,,,,,,,,
