rule,side,asset,tf,fire_offset_s,n,WR,per_trade,sum_pnl
DISAGR_mp=0_imb=0.1_hk=Y,UP,SOL,5m,240,206,0.8495145631067961,-0.5913770465612437,-121.8236715916162
DISAGR_mp=0_imb=0.1_hk=Y,DN,SOL,5m,240,135,0.8444444444444444,-1.3801493407406518,-186.320160999988
DISAGR_mp=0_imb=0.1_hk=Y,UP,SOL,5m,270,155,0.8064516129032258,-3.4733309140437085,-538.3662916767748
DISAGR_mp=0_imb=0.1_hk=Y,DN,SOL,5m,270,100,0.83,-2.569922717010057,-256.99227170100573
DISAGR_mp=0_imb=0.1_hk=Y,UP,SOL,5m,300,41,0.3902439024390244,-14.65252629912564,-600.7535782641512
DISAGR_mp=0_imb=0.1_hk=Y,DN,SOL,5m,300,34,0.4411764705882353,-13.607961531627613,-462.6706920753388
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,15m,60,161,0.4658385093167702,-2.9465736158680627,-474.3983521547581
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,15m,60,158,0.5316455696202531,0.9821838381606738,155.18504642938646
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,15m,120,144,0.5208333333333334,0.05123817850162777,7.378297704234399
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,15m,120,179,0.46368715083798884,-3.560606629267237,-637.3485866388354
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,15m,240,154,0.5584415584415584,1.1959644199034136,184.1785206651257
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,15m,240,164,0.573170731707317,1.5423332004557577,252.94264487474427
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,15m,360,204,0.6568627450980392,0.011925696651938388,2.432842116995431
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,15m,360,198,0.6060606060606061,-2.5016147727482725,-495.319725004158
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,15m,480,229,0.6331877729257642,0.3359420535605179,76.93073026535859
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,15m,480,218,0.6513761467889908,-3.657769073727354,-797.3936580725632
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,15m,600,242,0.6942148760330579,-2.1878890839905796,-529.4691583257203
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,15m,600,281,0.7224199288256228,-2.6662254139900115,-749.2093413311932
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,15m,720,231,0.6363636363636364,-6.138557287471458,-1418.0067334059067
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,15m,720,248,0.6532258064516129,-4.956862638485177,-1229.3019343443239
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,15m,840,195,0.5025641025641026,-8.063410580898587,-1572.3650632752247
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,15m,840,202,0.5742574257425742,-4.8463079364434725,-978.9542031615815
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,5m,30,430,0.5186046511627908,-0.6653791014719421,-286.1130136329351
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,5m,30,420,0.5333333333333333,0.5909103341466111,248.18234034157666
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,5m,60,455,0.5318681318681319,-1.5439016455198293,-702.4752487115223
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,5m,60,444,0.545045045045045,-1.2545083946277151,-557.0017272147055
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,5m,90,456,0.5877192982456141,-0.7748298221314963,-353.32239889196234
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,5m,90,480,0.5895833333333333,-0.23091689570265123,-110.84010993727259
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,5m,120,526,0.6539923954372624,-0.32117165694316363,-168.93629155210408
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,5m,120,487,0.6570841889117043,-1.1180193053114464,-544.4754016866744
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,5m,150,578,0.6747404844290658,1.8902321754018019,1092.5541973822415
DISAGR_mp=0_imb=0.2_hk=N,DN,BTC,5m,150,571,0.6882661996497373,-0.5169837011315515,-295.1976933461159
DISAGR_mp=0_imb=0.2_hk=N,UP,BTC,5m,180,663,0.7043740573152338,0.5549458863147364,367.9291226266702
