proxy_wallet,pseudonym,appearances,best_rank,profit_1d,profit_30d,profit_7d,profit_all,volume_1d,volume_30d,volume_7d,volume_all,score_all,score_30d
0xa0f21e6d351baa9185716b5c00c2925ed9621848,0xa0f21e6d351baa9185716b5c00c2925ed9621848,1,17,,,,,196378.0,,,,0.0,0.0
0xa252a7efd9572128117c869fa4f064bed37edbf4,msm299,1,29,7737.340916823545,,,,,,,,0.0,0.0
0xa2cced8bfae7d645f7f437fb76becf2fcbb70cbc,justwins,1,10,,,129464.13371857512,,,,,,0.0,0.0
0xa380c504a480f591c7dfbf9944fac3994b9b21ff,JewishNinja,1,11,,1055339.81916203,,,,,,,0.0,1055339.81916203
0xa53c26443fb636d8ae31ac24f62fc1d5ef8f67a5,Oddn,1,12,,985637.595050543,,,,,,,0.0,985637.595050543
0xa58d4f278d7953cd38eeb929f7e242bfc7c0b9b8,AiBird,1,27,,,,,,,,251347970.28828204,0.0,0.0
0xa5f61cec2cd710d0e6b300f548b3d1cf91c1a659,JonDomino,1,25,,,,,110076.52673199998,,,,0.0,0.0
0xa61ef8773ec2e821962306ca87d4b57e39ff0abd,risk-manager,1,3,,,,,,,,656148664.4852831,0.0,0.0
0xa66d4f04d47c9a5726e559bf4290356385296daa,Lotomax,1,40,5483.819613707976,,,,,,,,0.0,0.0
0xa697d0b3fff7d285a0f92d6ee03a7f97809e59d5,0xa697d0b3FFf7D285a0F92d6Ee03a7f97809E59d5-1774326306031,1,48,4451.806106219686,,,,,,,,0.0,0.0
0xa71093cafc0c099b4ccab24c3cb8018d817923c4,Talvez10,1,26,,543670.1287776048,,,,,,,0.0,543670.1287776048
0xa77105bb4d2d4d200b0133a2036222353831162d,pizzabillgates,1,10,,,,,,,6893724.0944380015,,0.0,0.0
0xa8f16d8d3236e1c84c0c5749ceff7f1ccd45fee6,Or1,1,42,,,,,63733.89266599999,,,,0.0,0.0
0xaa075924e1dc7cff3b9fab67401126338c4d2125,rustin,1,6,31101.72248801723,,,,,,,,0.0,0.0
0xaf23273e03a924a257edd6beae7133cf9d32377f,SCssss,1,27,8942.544454520015,,,,,,,,0.0,0.0
0xb09dfb36aa4718a3df7646251e0e047759af64c8,Sitdownandrelax,1,45,4763.808147617003,,,,,,,,0.0,0.0
0xb41ac4e8907de5460e2dac0a98df8d1530d33a25,GMIB,1,24,,,,,,,,261205858.53072906,0.0,0.0
0xb45a797faa52b0fd8adc56d30382022b7b12192c,bcda,1,33,,467437.5289835257,,,,,,,0.0,467437.5289835257
0xb6d6e99d3bfe055874a04279f659f009fd57be17,JPMorgan101,1,19,,,97183.52222679963,,,,,,0.0,0.0
0xb744f56635b537e859152d14b022af5afe485210,wasianiversonworldchamp2025,1,50,,,,,,,,192273769.625134,0.0,0.0
0xb886580698ede4b18de3e446b2d8da8bcedd81b3,0xB886580698eDE4b18DE3E446b2D8Da8bCEdd81B3-1767532547794,1,34,,,,,,18083028.022725,,,0.0,0.0
0xb911a8dfc4ec442c02dae0fe3539f0116a878bb6,shalalala,1,39,,,,,65999.97138599999,,,,0.0,0.0
0xb915070c8007b1bdf4b1ef04e56b066a022e8da5,Kingdmandan,1,28,8288.943800000008,,,,,,,,0.0,0.0
0xbc7ab79192c6aa7c961eb89260b38ec049a96940,Golgatha,1,24,,606329.142652,,,,,,,0.0,606329.142652
0xbca08c1bc204a34f2fddbe47b438b9bd42ac9705,bananawoin,1,35,,,,,72988.546845,,,,0.0,0.0
0xbefa95c276ee8ef6ff3ef43d1c1c454f52bc300d,BabyGroot,1,39,,,,,,14462651.140716001,,,0.0,0.0
0xc03ce4d8af842ca6251ac57228b3ffb166ed50af,NyetRisk,1,30,,,,,,,3161276.96,,0.0,0.0
0xc3acf5878a03523d09a3ac859943445d7baeb964,mentionmarket,1,3,,,190478.80622564285,,,,,,0.0,0.0
0xc3c3b3ef304ddbea39fa2246e683a71da5d0eec8,comon119,1,48,,,,,,,1929767.2474060003,,0.0,0.0
0xc41d736bded9ed1accd6a44235039266219774fd,0xC41D736bDed9ED1acCD6A44235039266219774fD-1777101352681,1,32,,476649.0506533261,,,,,,,0.0,476649.0506533261
0xc44f432b014f36679e13615f95996eac32bbd49f,Zywoo123,1,42,,335487.2651372245,,,,,,,0.0,335487.2651372245
0xc6587b11a2209e46dfe3928b31c5514a8e33b784,Erasmus.,1,35,,,40882.211048463956,,,,,,0.0,0.0
0xcb3143ee858e14d0b3fe40ffeaea78416e646b02,0xCB3143ee858E14d0B3FE40fFeaEa78416e646B0,1,18,,,98438.50812927242,,,,,,0.0,0.0
0xcd09c7f5132a160b41578a79a9e3453da7aeda63,ShayaEredyon,1,38,5502.434496095004,,,,,,,,0.0,0.0
0xce9d175628fb6eb014636cf9e3e2976779eff402,yaya88888,1,25,,582419.2629451175,,,,,,,0.0,582419.2629451175
0xcf119e969f31de9653a58cb3dc213b485cd48399,dragonflyy,1,24,,,,,118351.726156,,,,0.0,0.0
0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,1,41,,,,,,,,209146058.71888497,0.0,0.0
0xd1c769317bd15de7768a70d0214cf0bbcc531d2b,033033033,1,44,,,,,,,2091362.627115,,0.0,0.0
0xd42f6a1634a3707e27cbae14ca966068e5d1047d,Apsalar,1,43,,,,,,,,204594642.858913,0.0,0.0
0xd49b42bce7ea10bac53e2901c188cae20ea4bdf9,i18z,1,50,,,,,54968.69231699999,,,,0.0,0.0
0xdb859a551fcf56e49416160911476bea7307152f,AV23IUa,1,23,11694.01878109001,,,,,,,,0.0,0.0
0xdd572169e741c72227589c5cb56b9ddd638d694d,Ignisss,1,45,,,,,,,,201009619.04674298,0.0,0.0
0xdf0d2ccfe3d7c2ef120395534e43afe283509f79,0xdf0D2CcfE3d7C2EF120395534e43Afe283509F79-1774320078733,1,49,,,,,,11923948.613295998,,,0.0,0.0
0xe558bb7b02ea489d772bd34f14cc845e391fdcd2,Foess,1,48,,,33752.31399976884,,,,,,0.0,0.0
0xe613b515bd46b1585a8b137a4d291d9b80bd540e,Gucky-Gu45,1,38,,346659.8759855429,,,,,,,0.0,346659.8759855429
0xe7bd61ac59883bd4abda5c63865430452ecfebce,XuRi888,1,21,,,,,146736.44813099998,,,,0.0,0.0
0xe9cbb1c9b3f7f411dd4fdf2ea7afa780c8b4d096,lameloballer,1,49,,,,,55581.810381999996,,,,0.0,0.0
0xea2b4224411e723499a803ce3f4758779fb31fc6,frankfrankfrank,1,19,,706243.9397053551,,,,,,,0.0,706243.9397053551
0xead152b855effa6b5b5837f53b24c0756830c76a,elkmonkey,1,38,,,,,,,,215461243.79685304,0.0,0.0
0xf070207d315d47fd07870e464d3ded9151f5ac55,esportGG,1,47,,,34687.67545170749,,,,,,0.0,0.0
0xf3c73f43afd680a35b4c65af727ebf7a495dc83b,Swooferdeluxe,1,34,,,41154.024081917334,,,,,,0.0,0.0
0xf3ce251f9c4ae0f3940a9f32de5dd1a1d05b8bc6,0xF3Ce251F9c4ae0f3940A9f32dE5Dd1A1d05B8Bc6-1778725794122,1,46,,,,,,,2076318.9310000008,,0.0,0.0
0xf49ce459b52f60b70ce0fe9aa6203e6bf90f9786,TradingWave,1,26,,,,,108049.719017,,,,0.0,0.0
0xf5e15d3344c35890f1aa716dca88e13eb9065ad0,Bacc,1,46,4670.166563349951,,,,,,,,0.0,0.0
0xf8e35e78265c83de7e18204502b3842710bcfd17,hydroflask,1,45,,,,,,12286749.928844998,,,0.0,0.0
0xfbfd14dd4bb607373119de95f1d4b21c3b6c0029,XAE12Archangel,1,18,,,,,,,,315285158.36874986,0.0,0.0
0xfd2b117412a698f322b0cd18d6827dad262b8e50,surf,1,46,,,34940.42318036831,,,,,,0.0,0.0
0xfdc07e182e6f959256295567e450a8727272fa79,FedWillWin,1,24,,,,,,24614190.947992,,,0.0,0.0
0xfe9455e2cad5257b26547af62cbbfd75c8968a3d,lovedudley,1,36,,,,,,17174790.244234998,,,0.0,0.0
0xfedc381bf3fb5d20433bb4a0216b15dbbc5c6398,c0O0OLI0O03,1,2,,,,,833505.2574430001,,,,0.0,0.0
0xfffadf38a520cd5a0035ff52d7fceb436a08864b,GoriIIa,1,49,,,,,,,1916573.4754779998,,0.0,0.0
